"ID_Anterior","ID_Nuevo","ID_Padre","Parte","Inicio_En_Fila_Anterior","Fin_En_Fila_Anterior","SHA256_Texto"
"RPM-2005-01-11:1:1","RPM-2005-01-11:1:1","1","INTEGRA","0","1260","036747ac368874b0b84efea5eae5d06a1be97686751c3de61e8c5262fbc0fbce"
"RPM-2005-01-11:2:1","RPM-2005-01-11:2:1","2","INTEGRA","0","119","87b7d01f8f403f0816b217793e725f622c4065281027c01f52ebe9a3186a0211"
"RPM-2005-01-11:3:1","RPM-2005-01-11:3:1","3","INTEGRA","0","8224","af75c2aa6ea82c56ffe281da6f99a4b1a28c2dcb75e8a571e423093afde2f66a"
"RPM-2005-01-11:4:1","RPM-2005-01-11:4:1","4","INTEGRA","0","4184","524d7b442aadd5821a19d457ea4167375348461bbc504f7a1e36dbc6382babf3"
"RPM-2005-01-11:5:1","RPM-2005-01-11:5:1","5","INTEGRA","0","4423","3b8b14ab20f39562311eecb73a4ff73db6218e8bf97b9b475dd5bcde570e9737"
"RPM-2005-01-11:6:1","RPM-2005-01-11:6:1","6","INTEGRA","0","159","6ee5f7ff7d20d8b1098a911740c7081dbf36a1b49eca58ea731d50b6560de211"
"RPM-2005-01-11:7:1","RPM-2005-01-11:7:1","7","INTEGRA","0","236","67e5ec2995363e9b905a9217eadc22e46c2ca8b5c33ff192b07373e2f587f5e9"
"RPM-2005-01-11:8:1","RPM-2005-01-11:8:1","8","INTEGRA","0","463","0b97f701a207c7c9d3743e4d7df8e85035a11940b2b31b94041cb526263bf018"
"RPM-2005-01-11:9:1","RPM-2005-01-11:9:1","9","INTEGRA","0","243","a1f896c1497c0e951391459bd682261a0da4b7ea66fe3b63a7820d2f51c2b385"
"RPM-2005-01-11:10:1","RPM-2005-01-11:10:1","10","INTEGRA","0","135","115ede2ab764ac70dc3ac6399936af0196780b734b3de07bc3b510df2f3768ee"
"RPM-2005-01-11:11:1","RPM-2005-01-11:11:1","11","INTEGRA","0","245","7c5b21297983edd5e3480f461d458fc067e85895d4e7e3674b0e928426bab5d7"
"RPM-2005-01-11:12:1","RPM-2005-01-11:12:1","12","INTEGRA","0","185","81e9ef67ef2beee7ce407bceee0c9a237ed43a0e0fb09b600de9fe7a7da6e18c"
"RPM-2005-01-11:13:1","RPM-2005-01-11:13:1","13","INTEGRA","0","622","74b15639627a4c2db94b2b3c2b3599f329f1fc0a16e1bf9f99f84a4cf5e02efd"
"RPM-2005-01-11:14:1","RPM-2005-01-11:14:1","14","INTEGRA","0","822","6792502ab9eed5ccfe5c098a7c1da6ede20c10af3703e1d2f664ab48e3519085"
"RPM-2005-01-11:15:1","RPM-2005-01-11:15:1","15","INTEGRA","0","300","53d7239738af609f4866ff9334126f370766127ee24cf484e7ea991ab5caca5c"
"RPM-2005-01-11:16:1","RPM-2005-01-11:16:1","16","INTEGRA","0","388","466c17252262b42bc5f85dd4e09480e6d2e981ea59dffded1501bb9510cfcb1f"
"RPM-2005-01-11:17:1","RPM-2005-01-11:17:1","17","INTEGRA","0","200","1fc0644a463d881acd29fd96feb508b60e8bda93e457d669beaa989149698144"
"RPM-2005-01-11:18:1","RPM-2005-01-11:18:1","18","INTEGRA","0","666","e3fc6e6fcdc8b460c96737bcf5f61cc239c4149c713281a2f74431093f8713c8"
"RPM-2005-01-11:19:1","RPM-2005-01-11:19:1","19","INTEGRA","0","310","347b12852b24c114a2be399e19961f1af60b79ac93e05b7acb07cb796c913402"
"RPM-2005-01-11:20:1","RPM-2005-01-11:20:1","20","INTEGRA","0","235","44546940b63d2e609c62c57f5b8401437dc7c7b558f01286475d713607430202"
"RPM-2005-01-11:21:1","RPM-2005-01-11:21:1","21","INTEGRA","0","616","0517626e205b628b3ba3faa4a884b125f3eafa351e7d6dc201eba76a9bab9c67"
"RPM-2005-01-11:22:1","RPM-2005-01-11:22:1","22","INTEGRA","0","388","12b15b5d2ebc0d45ee6f852c3371b7f4009303c2e7db7898175cb3d4ea05e4f1"
"RPM-2005-01-11:23:1","RPM-2005-01-11:23:1","23","INTEGRA","0","709","eab6d939eb5e108c33cea8114c820d07ea3953549cbd836830a3f1cc64ebd350"
"RPM-2005-01-11:24:1","RPM-2005-01-11:24:1","24","INTEGRA","0","354","d652ba37bfef960f5f936ad5385a3f99f8fd58d8628fd32b64a9575271cdaf6d"
"RPM-2005-01-11:25:1","RPM-2005-01-11:25:1","25","INTEGRA","0","332","fed7c5b2cc5a4f3c377e2e74a023c03d4b0376622a241b72069b7745f6496413"
"RPM-2005-01-11:26:1","RPM-2005-01-11:26:1","26","INTEGRA","0","109","62a23ee4bb3032888f0f56ba6173f4719bd8d72a0a6bf7160c17d0a3ec930e17"
"RPM-2005-01-11:27:1","RPM-2005-01-11:27:1","27","INTEGRA","0","147","eaa28a3377c7b6be3ebf0b58e4dde5159c3da59a6ea9dd87fb350617cbdc52e7"
"RPM-2005-01-11:28:1","RPM-2005-01-11:28:1","28","INTEGRA","0","128","8429f23f4c6a0235baf472dc7cb00815ca02a6d389acdc9416a310bd580a8910"
"RPM-2005-01-11:28:2","RPM-2005-01-11:28:2","28","INTEGRA","0","261","82157dc7a96ed971e0971220aeae0c5ad244c1c056928dad0dd91c34dc1ac7fd"
"RPM-2005-01-11:29:1","RPM-2005-01-11:29:1","29","INTEGRA","0","599","b06ae457926813bae2e035b22132ff864ab62196c404c9a929fd364a5973e749"
"RPM-2005-01-11:30:1","RPM-2005-01-11:30:1","30","INTEGRA","0","1742","1f62a5bfbcfa82a6a3aaf05705bee183c35a2ff0fab0fc15c8ec9080170dcde2"
"RPM-2005-01-11:31:1","RPM-2005-01-11:31:1","31","INTEGRA","0","346","a118cc3b1d04dbe30af349ba7c45260265d2a458dae9080a0bd3a4e7c4b5c7a8"
"RPM-2005-01-11:32:1","RPM-2005-01-11:32:1","32","INTEGRA","0","1473","3323d43f27d8e0b35bf6facf3eb3a1e92a453916d3451e00f0d1bd144efa5b0b"
"RPM-2005-01-11:33:1","RPM-2005-01-11:33:1","33","INTEGRA","0","1134","42e3b6fc0fed8f189fec5d6d004333ac97d703bbe0225bf5cf2d931ce467b798"
"RPM-2005-01-11:34:1","RPM-2005-01-11:34:1","34","INTEGRA","0","1520","6af1ef1af2e95ba980a614f8c5dc00645abde5bbef61c9dea6cde9a352e112d5"
"RPM-2005-01-11:35:1","RPM-2005-01-11:35:1","35","INTEGRA","0","1131","b995b61a7697480cbd662030049edf824aa631a8aaa0be630306a5a0654cd98b"
"RPM-2005-01-11:36:1","RPM-2005-01-11:36:1","36","INTEGRA","0","1569","7646df121eaa5819120f33fa245369a03b0aaecd168f97d66a4240419f0ef67d"
"RPM-2005-01-11:37:1","RPM-2005-01-11:37:1","37","INTEGRA","0","460","be097699d83a663b405c834ae66d044300681c5d3a9560b9cf8d1500739bc560"
"RPM-2005-01-11:38:1","RPM-2005-01-11:38:1","38","INTEGRA","0","5917","86e5721e62bd17259186064afba811d40f72d6c6e20bbb99729ed36e51ee7221"
"RPM-2005-01-11:39:1","RPM-2005-01-11:39:1","39","INTEGRA","0","1047","1287aaa3350ee8c3ba5cab088ac2a8af0e7c32d26319de0a9d61e6d50b5b4d4a"
"RPM-2005-01-11:40:1","RPM-2005-01-11:40:1","40","INTEGRA","0","69","b9689b5eaed084a69e2937a5673f03534bc86d22595fecb3f938877851ccaf48"
"RPM-2005-01-11:41:1","RPM-2005-01-11:41:1","41","INTEGRA","0","1143","af2005fcbc7d092b6454a6dc9b3f4e7f9ef66c4e89d47b7662225238bd87e9a4"
"RPM-2005-01-11:42:1","RPM-2005-01-11:42:1","42","INTEGRA","0","1654","0fec3ee368b759371906d4e747e69e92c5d23370c4bbf4ce06dcf122f50e9dcf"
"RPM-2005-01-11:43:1","RPM-2005-01-11:43:1","43","INTEGRA","0","748","c2f345436ca2008664129e41bde366e59e133b00800837e38e8d942fd34582a2"
"RPM-2005-01-11:44:1","RPM-2005-01-11:44:1","44","INTEGRA","0","934","4070fe1d163fcf6cdef6b8b8bdbf9432afff0a60932a924737f128670488401c"
"RPM-2005-01-11:45:1","RPM-2005-01-11:45:1","45","INTEGRA","0","184","b1a4a703a24186603d7e3ffbf8bb9157af20a04e40aa6992c838e3de3e1a62b7"
"RPM-2005-01-11:46:1","RPM-2005-01-11:46:1","46","INTEGRA","0","689","1dbc7fc0bfb32c5f697cd25179fa5aab769b35f99b708d6d11494253d2017f61"
"RPM-2005-01-11:47:1","RPM-2005-01-11:47:1","47","INTEGRA","0","71","172b2e4c190ee1c1f5b2ea326231d14b8e07708b1b4103496707324a8ffe59e7"
"RPM-2005-01-11:48:1","RPM-2005-01-11:48:1","48","INTEGRA","0","463","9c738dfa87f6bbeae3fb5de08feba2011902ce92ca0110231fb235b37a835a4d"
"RPM-2005-01-11:49:1","RPM-2005-01-11:49:1","49","INTEGRA","0","108","6437af3933a010780b481d7ec2ef038b7dd7414ef7f6d1d916f9c8a6c6127ea4"
"RPM-2005-01-11:50:1","RPM-2005-01-11:50:1","50","INTEGRA","0","2372","f885194f0f1e5b6a6f1c3f8147b4c4cd24e4995584d34c63cea90acc6c85128c"
"RPM-2005-01-11:51:1","RPM-2005-01-11:51:1","51","INTEGRA","0","3057","d09d67aa6a7efdecfeb0718f65c7aed48335f54d9d4cd26da2008453a51c6a1b"
"RPM-2005-01-11:52:1","RPM-2005-01-11:52:1","52","INTEGRA","0","2280","b2e65e91dde8237d9ae445884f76b551c0829c016ab1c60d9a4e3cd92b029291"
"RPM-2005-01-11:53:1","RPM-2005-01-11:53:1","53","INTEGRA","0","472","019e9a233ff85ae80d6f1a44592412b95f8ac87158818c0ddb0b8bbe5361a0d3"
"RPM-2005-01-11:54:1","RPM-2005-01-11:54:1","54","INTEGRA","0","2068","4b495533c3d306e9f0af6b0c6e5ccfb3396fb93c767bb78bb8d5627dd12f307d"
"RPM-2005-01-11:55:1","RPM-2005-01-11:55:1","55","INTEGRA","0","101","8b3bd913918c9eae95baedd785c17f08a2ccb8626a1dbbb8eae34dda81991819"
"RPM-2005-01-11:56:1","RPM-2005-01-11:56:1","56","INTEGRA","0","195","591961558fe7c47e22a2c22244663e91efe613558c6c773bbe5dc46076662998"
"RPM-2005-01-11:57:1","RPM-2005-01-11:57:1","57","INTEGRA","0","2100","34a58632b92e3bb5f7e1dd3f92af88e094867f008eb961bd2c522d2463ecb09b"
"RPM-2005-02-10:58:1","RPM-2005-02-10:58:1","58","INTEGRA","0","1145","8413574cbbe5f001effb3080a14e6e1e33ad732e49a09b3c6ce1c1c68fe0577d"
"RPM-2005-02-10:59:1","RPM-2005-02-10:59:1","59","INTEGRA","0","169","812bb2149862a5f85197c34ea417f1a5fbb1df9436bb5a027c3ed78ca79b8212"
"RPM-2005-02-10:60:1","RPM-2005-02-10:60:1","60","INTEGRA","0","806","d3f787600705c820eea83cef21c553b0a7c169e87fb57b7d74ac62c4622d3c40"
"RPM-2005-02-10:61:1","RPM-2005-02-10:61:1","61","INTEGRA","0","3838","05f3007439e52729e0cf90af3a39e326180064909c867080952fdda195661698"
"RPM-2005-02-10:62:1","RPM-2005-02-10:62:1","62","INTEGRA","0","3921","13f108d202914ea5a753b63ce49ba087610cb9907b6507e0072866d9c5f7733e"
"RPM-2005-02-10:63:1","RPM-2005-02-10:63:1","63","INTEGRA","0","3767","56c8fcff650ec6e103f27f1bf493d64e2e26a901e301b5bb272cc131c8d3b636"
"RPM-2005-02-10:64:1","RPM-2005-02-10:64:1","64","INTEGRA","0","3890","f0f2e674823a0e819cc39ccfdd3100c151236721ab9587fc8a44c51171e540d3"
"RPM-2005-02-10:65:1","RPM-2005-02-10:65:1","65","INTEGRA","0","3742","582c9a4e855f3235000945e27e23c918a97edf2785fa2d38ac1b251a04b69214"
"RPM-2005-02-10:66:1","RPM-2005-02-10:66:1","66","INTEGRA","0","3459","82924aecdfee10926de87e2dfc7d8beda35ed5f800d6e8cdc8cbdf51515c3778"
"RPM-2005-02-10:67:1","RPM-2005-02-10:67:1","67","INTEGRA","0","3572","1940b666d6ebfd82680a6e456d7d2fdb2a736afe70284b03881a132b2f7c0930"
"RPM-2005-02-10:68:1","RPM-2005-02-10:68:1","68","INTEGRA","0","3818","bf724a14bf365477aae9f24aa8a54986d6cfcebf79ae6e790dc9887efa9bc059"
"RPM-2005-02-10:69:1","RPM-2005-02-10:69:1","69","INTEGRA","0","3151","783122bbaf40895ea5ba48fcdd320db59f10a224fde9ff71bd676030bef09ba5"
"RPM-2005-02-10:70:1","RPM-2005-02-10:70:1","70","INTEGRA","0","2676","b2d968659e91b3b72a9459efe6d9a365d050e8c5bb8deedea8eae84629ded4a2"
"RPM-2005-02-10:71:1","RPM-2005-02-10:71:1","71","INTEGRA","0","160","a95a8d392bd0060a271367ffcd208c997df51e18415c54791df8aa4ffcbbc7f3"
"RPM-2005-02-10:72:1","RPM-2005-02-10:72:1","72","INTEGRA","0","579","7a5a924c583710420a9df76e1aeb86d111f8e6f6e0d167d0a8a0af01d2343c50"
"RPM-2005-02-10:73:1","RPM-2005-02-10:73:1","73","INTEGRA","0","105","b6e6f46deb394df36a53af6d15cd16d1d885cdb519a80c3ef523ae0bd4e2986b"
"RPM-2005-02-10:74:1","RPM-2005-02-10:74:1","74","INTEGRA","0","289","71ff4e92554e0a783484a620a7238ee80ced1725b1d0dbf14e9b1f77bb8254dc"
"RPM-2005-02-10:75:1","RPM-2005-02-10:75:1","75","INTEGRA","0","169","28f88833a22d6b7204e67ca23f6ea41c9a449a1b061fbc304e21888ff0398cb5"
"RPM-2005-02-10:76:1","RPM-2005-02-10:76:1","76","INTEGRA","0","354","9e43e239f1d20369ba279e58bf4d99d3aa213327ae2f73abcaea42bbaa522d90"
"RPM-2005-02-10:77:1","RPM-2005-02-10:77:1","77","INTEGRA","0","256","08778feed8ab852e3aaa6994f85bd77870589f98078545de52d8ff42b9572ba2"
"RPM-2005-02-10:78:1","RPM-2005-02-10:78:1","78","INTEGRA","0","164","bd6fe882299ca1a55cf619be7b44d3cd50fbe725d5f1c7434b41881ae7320a6a"
"RPM-2005-02-10:79:1","RPM-2005-02-10:79:1","79","INTEGRA","0","1011","4bf402e18d2abd46a28fdb9dfaa8e75048709846a62c0cd3c50888640962d635"
"RPM-2005-02-10:80:1","RPM-2005-02-10:80:1","80","INTEGRA","0","370","0d9721f5e2a0be539ccaadefd0aee3ee2124ae3b2eaee2ee91e3ed2982e79c2b"
"RPM-2005-02-10:81:1","RPM-2005-02-10:81:1","81","INTEGRA","0","767","f90369e73f9c615d024061e1f00d851e9f6c5badf8d839df77fda14d16d05dce"
"RPM-2005-02-10:82:1","RPM-2005-02-10:82:1","82","INTEGRA","0","601","06b6e6ccde71a38270abb8b778df740de78ac9f8e72f897d039da7ac6e079091"
"RPM-2005-02-10:83:1","RPM-2005-02-10:83:1","83","INTEGRA","0","107","1e168dd5da84a868e977b77da078e44ee31f18eace5f89bb54b7983783b3b41c"
"RPM-2005-02-10:84:1","RPM-2005-02-10:84:1","84","INTEGRA","0","321","cf3ea9a9fa305f2b34bada586562dea40616c92503610114a4a80388b4c62832"
"RPM-2005-02-10:85:1","RPM-2005-02-10:85:1","85","INTEGRA","0","577","90b7dabeb85eabb545ea55a150b9fdd5ff139584002752f379e885ffedac4323"
"RPM-2005-02-10:86:1","RPM-2005-02-10:86:1","86","INTEGRA","0","377","3d296fa3cc78d683308eb9fe235462b382cbcdab778008d5deb4881f7bd66225"
"RPM-2005-02-10:87:1","RPM-2005-02-10:87:1","87","INTEGRA","0","374","d9b8b7927a5f946135b6989df6054d77934b2d0d39e87e810fc2edb889324db3"
"RPM-2005-02-10:88:1","RPM-2005-02-10:88:1","88","INTEGRA","0","319","3460a06527904b1e088aed71e346e71db736b529a3b3b753b47309e18748f139"
"RPM-2005-02-10:89:1","RPM-2005-02-10:89:1","89","INTEGRA","0","280","a29afd87ba63dbb989aae1fb51a24d6ea58fb0a423e9208607805410ec397c26"
"RPM-2005-02-10:90:1","RPM-2005-02-10:90:1","90","INTEGRA","0","352","58d7b0c5a8d89d97a7f8f89e68d8a2b399357da973bd9a60c243fab4347745a5"
"RPM-2005-02-10:91:1","RPM-2005-02-10:91:1","91","INTEGRA","0","863","5f0107e1418b96bd089f20eb118ccc8928317ff2caadb1cf58eb593c7484110a"
"RPM-2005-02-10:92:1","RPM-2005-02-10:92:1","92","INTEGRA","0","195","cc841f6037cbf1a9baea11a89753b2b62e298a34829aaa0a69f9301efff8c465"
"RPM-2005-02-10:93:1","RPM-2005-02-10:93:1","93","INTEGRA","0","246","2b74133a5c315097d5046c713c6facc3ad1a27971cd6c89ba53490cf9b309a2e"
"RPM-2005-02-10:94:1","RPM-2005-02-10:94:1","94","INTEGRA","0","99","087ba548337cab5e34c345822e49043928a040e36116a59f15e2f816e8696222"
"RPM-2005-02-10:95:1","RPM-2005-02-10:95:1","95","INTEGRA","0","501","ba3292ee22df2c45a1cb7e0752e1882a90f6e9d249b4f585b1853cf1e98d07bc"
"RPM-2005-02-10:96:1","RPM-2005-02-10:96:1","96","INTEGRA","0","309","8d3e6755d4578f5cbbc26df7fbe438bb105ee3ce0d52f74e0f4698c4ccdbf55f"
"RPM-2005-02-10:97:1","RPM-2005-02-10:97:1","97","INTEGRA","0","321","0bc8130da5af60426fd3a0d6a07fd5eff8b2f9e062eb6b980ed2ba5e5a852a57"
"RPM-2005-02-10:98:1","RPM-2005-02-10:98:1","98","INTEGRA","0","1722","118ec25dcced6adfc8ebe1da124b754dc262ceacaf5e8478c609713ba2b56438"
"RPM-2005-02-10:99:1","RPM-2005-02-10:99:1","99","INTEGRA","0","184","b3cd6a0952c5cd9eff28ece968952b1b278030b2ebe9c2ba738461bfbf037a37"
"RPM-2005-02-10:100:1","RPM-2005-02-10:100:1","100","INTEGRA","0","3794","525a32b60de191c1e9de62274b4ec9e83c650372d3c5518583aa2f0a05808ca3"
"RPM-2005-02-10:101:1","RPM-2005-02-10:101:1","101","INTEGRA","0","920","926a822866847e5f05e945a323318a3a8ce78aa026b2c500f26df2834e0fdb15"
"RPM-2005-02-10:102:1","RPM-2005-02-10:102:1","102","INTEGRA","0","338","e8f846923d7cc10063452cce4153e4451e5443ef91366e495fd9a3535388c7b7"
"RPM-2005-02-10:103:1","RPM-2005-02-10:103:1","103","INTEGRA","0","281","c7bfa760930ddfe4ad8fd85fb286c389a63ec71fa25458a6dd2b9c74515a4376"
"RPM-2005-02-10:104:1","RPM-2005-02-10:104:1","104","INTEGRA","0","85","3c22325836a77bb9af4856abbea919beaeb8dc9a1bb38c92c032e0ae2ca0717b"
"RPM-2005-02-10:105:1","RPM-2005-02-10:105:1","105","INTEGRA","0","478","02be92aacd2e526bc64c79154cd378f75d9be23e3cfa034c86c9cb79c93ee59a"
"RPM-2005-02-10:106:1","RPM-2005-02-10:106:1","106","INTEGRA","0","603","60293430291591868a80b0d40b2dc4654349135bec7b393607dff46d67a8a209"
"RPM-2005-02-10:107:1","RPM-2005-02-10:107:1","107","INTEGRA","0","437","166878c4c7067d6427bfe0ebfdb0e46b1f46388a3dc88a570ea86635208738f0"
"RPM-2005-02-10:108:1","RPM-2005-02-10:108:1","108","INTEGRA","0","230","714830b4df1cf4cca26bf8b7e111da5fbcb44366c180de44b5c859a17152a792"
"RPM-2005-02-10:109:1","RPM-2005-02-10:109:1","109","INTEGRA","0","419","9de2090b6c17b76167dc7d35671862daa7e3b302aa1c8bf146d31c607b3eeaee"
"RPM-2005-02-10:110:1","RPM-2005-02-10:110:1","110","INTEGRA","0","376","869a29464936002069ba9b811bf11552e0c48c71d6f8112d3da11fc4a566e879"
"RPM-2005-02-10:111:1","RPM-2005-02-10:111:1","111","INTEGRA","0","1078","b709e081c3fcb957a215ca3122f5e3a2a17aa9d88636922e8f2d73b52dd4ba00"
"RPM-2005-02-10:112:1","RPM-2005-02-10:112:1","112","INTEGRA","0","410","0f95eafed75c9d73605160711b1897a9d68183a1aaf6a34da6f68e872994a397"
"RPM-2005-02-10:113:1","RPM-2005-02-10:113:1","113","INTEGRA","0","641","751b448d42fba7724f4a640c2866560cee74cefa4ab573404acf716213b86198"
"RPM-2005-02-10:114:1","RPM-2005-02-10:114:1","114","INTEGRA","0","288","a515a4a40345caf29a8d1eacd827983c08ff5ca814a03feb0875b547fafff892"
"RPM-2005-02-10:115:1","RPM-2005-02-10:115:1","115","INTEGRA","0","304","f6b6181cc3108fd7554d9e8d31dc478425cd045fc6d1be897422b49cc6226796"
"RPM-2005-02-10:116:1","RPM-2005-02-10:116:1","116","INTEGRA","0","302","6da8626a2cf01904495f74eaff5dd818b0afb0d8c73467362711446a7a9d02c5"
"RPM-2005-02-10:117:1","RPM-2005-02-10:117:1","117","INTEGRA","0","128","4cbb4b90993adcc6dde970ff7572079c70e7d8544641fb92113de8e334ed502d"
"RPM-2005-02-10:118:1","RPM-2005-02-10:118:1","118","INTEGRA","0","150","6c497b388ca66b875d1f547ec0cd65201b1c95a2f2acd33df7b29d556e5bda2a"
"RPM-2005-02-10:119:1","RPM-2005-02-10:119:1","119","INTEGRA","0","158","714046c20fa1f22fc26849d617a5313a85f02d0cf7a74075ddf2eefe3b928ab5"
"RPM-2005-02-10:120:1","RPM-2005-02-10:120:1","120","INTEGRA","0","2855","f33d3ed14fc7b8f112ba70a0ddd5e543a4b1f595ed6f70b8712974f13b356508"
"RPM-2005-02-10:121:1","RPM-2005-02-10:121:1","121","INTEGRA","0","3940","1fd7df4fc59ff688edad4f37f6162a6b6f35d41ed40d4b10070de41079642ed9"
"RPM-2005-02-10:122:1","RPM-2005-02-10:122:1","122","INTEGRA","0","1146","46d84f2879721fe69c9aabb5647164c2e0a6623d58b0b5214f0d149bd4065013"
"RPM-2005-02-10:123:1","RPM-2005-02-10:123:1","123","INTEGRA","0","69","b9689b5eaed084a69e2937a5673f03534bc86d22595fecb3f938877851ccaf48"
"RPM-2005-02-10:124:1","RPM-2005-02-10:124:1","124","INTEGRA","0","2291","6c2e1c77afd6543937813ca029845363ea35a8e959d3ba423e160e5d0ea70f6d"
"RPM-2005-02-10:125:1","RPM-2005-02-10:125:1","125","INTEGRA","0","526","31b356c00c35292c3605e8996e19a8595e2bc57c83fe4da75b130a7fe79fc5d9"
"RPM-2005-02-10:126:1","RPM-2005-02-10:126:1","126","INTEGRA","0","2605","b6d21b03677c6680648c63e8f5e3ac9bc145db3d6df0d63d900c7181e97545eb"
"RPM-2005-02-10:127:1","RPM-2005-02-10:127:1","127","INTEGRA","0","1180","cce2d5f4eb8b10a93d78fe11b2bfb5d6fbd98d5fdf9d1178e7dd712b8f6c5c00"
"RPM-2005-02-10:128:1","RPM-2005-02-10:128:1","128","INTEGRA","0","197","c931d7fc82d285813c3bef734fde4720666058b20a97d27a06bef25498e693b4"
"RPM-2005-02-10:129:1","RPM-2005-02-10:129:1","129","INTEGRA","0","1008","20b2f26adae3efb5dde70e80727bdcdc28cb1ca2ef7b2719cb455b3ea71caa4d"
"RPM-2005-02-10:130:1","RPM-2005-02-10:130:1","130","INTEGRA","0","146","60a5a5586ad90b1dde9798414b3376b02310bbc760389996078698386654c9f3"
"RPM-2005-02-10:131:1","RPM-2005-02-10:131:1","131","INTEGRA","0","108","6437af3933a010780b481d7ec2ef038b7dd7414ef7f6d1d916f9c8a6c6127ea4"
"RPM-2005-02-10:132:1","RPM-2005-02-10:132:1","132","INTEGRA","0","4146","3f72f50d043a5bffd64d0590ad0d536535ecd006b7aaeff05965e38c86782176"
"RPM-2005-02-10:133:1","RPM-2005-02-10:133:1","133","INTEGRA","0","2687","14aac10e48f65b9d7f01069169c6897528702758cdaaf10a1eeff965d3af8fc5"
"RPM-2005-02-10:134:1","RPM-2005-02-10:134:1","134","INTEGRA","0","3738","f7941793d040a92b401952182152613006997cf88b364b422ead477216a44ebd"
"RPM-2005-02-10:135:1","RPM-2005-02-10:135:1","135","INTEGRA","0","1064","79c650712d051fb63de7a9693f7451263b7e78f1910f9089329a5be723205e9d"
"RPM-2005-02-10:136:1","RPM-2005-02-10:136:1","136","INTEGRA","0","2367","37868ddc010a2c0e988c899d634d43fbca91a6b37102e7634900a51a96697765"
"RPM-2005-02-10:137:1","RPM-2005-02-10:137:1","137","INTEGRA","0","1311","58b44df2ab5312230a2a90fb966baf8456916086255253be40cf02ed12a364cf"
"RPM-2005-02-10:138:1","RPM-2005-02-10:138:1","138","INTEGRA","0","322","0c36969a49a93052095061aa5134c7f94c39a6bb345a6e3b50b3a1b317b62c0e"
"RPM-2005-02-10:139:1","RPM-2005-02-10:139:1","139","INTEGRA","0","1836","79f6c73ceaf497c6596cf6b296a3b9cad08c12ee9730bf6d83f1e4b35c06f5d7"
"RPM-2005-03-10:140:1","RPM-2005-03-10:140:1","140","INTEGRA","0","1299","11cf132c0b799425667166624b582dfbdad674e48f58af12c88c8d3aaba1fbfa"
"RPM-2005-03-10:141:1","RPM-2005-03-10:141:1","141","INTEGRA","0","181","c074896c3efd623475b29de5e860eca99fd19982939d85b53c0747d13aa7a327"
"RPM-2005-03-10:142:1","RPM-2005-03-10:142:1","142","INTEGRA","0","1149","1896e3b72637c3fef43f8cadad31884723c5a4635dc6ea7c6e449db69ac38acd"
"RPM-2005-03-10:143:1","RPM-2005-03-10:143:1","143","INTEGRA","0","4064","67c5cdbb72cda6b51a40a1f8a7e1e2c5578640f428e253a6c07581c9b74b79f6"
"RPM-2005-03-10:144:1","RPM-2005-03-10:144:1","144","INTEGRA","0","4005","b3a751f29dc57c9e8e813de2bf4b94ce80cc2623ad269249e7eea9bcfa36b479"
"RPM-2005-03-10:145:1","RPM-2005-03-10:145:1","145","INTEGRA","0","3784","673c9f02afc4e9f43a2d30951a7ba81a976d91583d82c41a7c94780a217e78af"
"RPM-2005-03-10:146:1","RPM-2005-03-10:146:1","146","INTEGRA","0","4066","3b2e0dd65ecca284f6eb7a59519bcff10440651254e9537b3a3cb1ea295007f1"
"RPM-2005-03-10:147:1","RPM-2005-03-10:147:1","147","INTEGRA","0","3472","8a1468bc5b03ef7bd6b929bd06e3051c5a1ed8f027352e5df0cecf0e3070c039"
"RPM-2005-03-10:148:1","RPM-2005-03-10:148:1","148","INTEGRA","0","3829","0baeedd90ffa0712ed5276b8209d1a6f0af72d1dd2d226fc6a734b9d3ff9487d"
"RPM-2005-03-10:149:1","RPM-2005-03-10:149:1","149","INTEGRA","0","3627","da7cac0cde655b12aa9a90c81471263af1e3bc7dbba59a5b1f1154ec4ac6cd4d"
"RPM-2005-03-10:150:1","RPM-2005-03-10:150:1","150","INTEGRA","0","3374","e4026ba5f990dee513e86fca344b5fb644c4432803a768b43a739a19085dd6d6"
"RPM-2005-03-10:151:1","RPM-2005-03-10:151:1","151","INTEGRA","0","3366","57b62ccd7916d895d4fc4b0e1c1c0695618e682aa9bf681ff05bce91ce758b79"
"RPM-2005-03-10:152:1","RPM-2005-03-10:152:1","152","INTEGRA","0","2828","18faa0f0b0b90ff7bb9183ab6efb5951beff2591659b8f178d012528a53a6818"
"RPM-2005-03-10:153:1","RPM-2005-03-10:153:1","153","INTEGRA","0","107","c142d1ab41eefdf624870de15beda46408f4e6a54488e8f7eaeec056e1255fa8"
"RPM-2005-03-10:154:1","RPM-2005-03-10:154:1","154","INTEGRA","0","248","d95d80b6f6517f85bc521c69fa4303e82cd63802d5e33c0052ad4c5e707acf57"
"RPM-2005-03-10:155:1","RPM-2005-03-10:155:1","155","INTEGRA","0","496","7463ad523c99c470a620e4df0c18f1ec76ed544b060a2cd9028cb1e568baa5b6"
"RPM-2005-03-10:156:1","RPM-2005-03-10:156:1","156","INTEGRA","0","1068","87d770b063c2e9d9b71d1d309d51354f5884078c1af11cb60dc3f301d0543a02"
