ID_Padre,SHA256_Texto_Padre,ID_Antes,ID_Actual,Actor,Relacion_Antes,Relacion_Actual,Turno_Antes,Turno_Actual,Texto
3222,581106e5cee3f487d38c45dc969ef87bf21b7acb8ce5956efe520e8566aa19f9,4679,4680,Sergio Lehmann Beresi,INICIO_EXPLICITO,CONTINUIDAD_EXPLICITA,RPM-2010-07-15:T20,RPM-2010-07-15:T20,"El señor Sergio Lehmann continúa , destacando que la diferencia fundamental respecto del IPoM se explica por China y Asia, ya que consideran una economía china algo más dinámica que lo contemplado en el IPoM y efectos sobre el resto de Asia y de la misma China que también son algo más importantes."
