Ciclos,ID_Padre,SHA256_Texto_Padre,Fecha,IDs_Antes,Actores_Antes,ID_Actual,Actor_Actual,Fuente_Actor,ID_Turno,Relacion_Turno,Alertas_Actuales,Texto_Actual
1,5679,274f8299e095563480bed1918bc43ce9c873cc5f4f72e6488cb2b048bdd11720,2013-07-11,7539,Claudio Soto Gamboa,7568,Claudio Soto Gamboa,SUJETO_ROL_NOMBRE,RPM-2013-07-11:T46,INICIO_EXPLICITO,,"El Gerente de Análisis Macroeconómico señor Claudio Soto solicita la palabra para resaltar que los temas relativos a las bases de comparación y el efecto de días hábiles incorporarán volatilidad al IMACEC. Anticipa que en el mes de junio, dicho índice estaría en torno a 4% y supone una variación mes a mes importante ascendente a 1,3%, atribuible fundamentalmente a la recuperación de la minería. Comenta, además, que esta cifra contempla como supuesto la reversión de algunos problemas que han estado incidiendo en el sector industria, que serían de carácter transitorio, tales como las ventas de celulosa y otros temas relacionados con ENAP. Por último, anticipa que en el mes de julio se registraría una variación mes a mes de solo 0,1% y una variación interanual de 5,6%, porque a un número mayor de días hábiles se sumará una baja de la base de comparación del año 2012. En consecuencia, es importante tener presente que la variación de 5,6% antedicha no implicará un rebote de la actividad, sino que se produce únicamente por efectos base y de días hábiles que estarán presentes en el próximo registro. Acota que en el mes de agosto próximo, se observaría nuevamente un dato menor."
1,5679,274f8299e095563480bed1918bc43ce9c873cc5f4f72e6488cb2b048bdd11720,2013-07-11,7539,Claudio Soto Gamboa,7569,Rodrigo Vergara Montes,SUJETO_ROL_NOMBRE,RPM-2013-07-11:T47,INICIO_EXPLICITO,,"Al no formularse otros comentarios, siendo la 13:20 horas, el Presidente señor Rodrigo Vergara suspende la presente Reunión y deja constancia que ella se reiniciará a las 15:30 horas para tratar lo referente a las opciones de política monetaria."
1,5679,274f8299e095563480bed1918bc43ce9c873cc5f4f72e6488cb2b048bdd11720,2013-07-11,7539,Claudio Soto Gamboa,7570,Consejo del Banco Central de Chile,ACTA/META,RPM-2013-07-11:T48,INSTITUCIONAL,,"A las 15:30 horas, se reanuda la Reunión de Política Monetaria N° 200, incorporándose a esta Sesión el Ministro de Hacienda señor Felipe Larraín."
1,5738,98fe39a34510b0db7dc0a161944516f07263b50fb12a021d4fbdf638f9b5ec2d,2013-08-13,7605,Luis Óscar Herrera Barriga,7636,Luis Óscar Herrera Barriga,SUJETO_NOMBRE,RPM-2013-08-13:T43,INICIO_EXPLICITO,,"El señor Luis Óscar Herrera agrega que el tema central en este período es el alto crecimiento de la demanda interna en sectores intensivos en empleo, lo que tiende a generar aumentos de salarios reales o apreciación del tipo de cambio real, como también, transferencias de mayores recursos al sector privado, lo que se ha traducido en un mayor dinamismo del consumo privado sin necesidad de recurrir a endeudamiento. Además, lo expresado permite estimar que en este ciclo, el ajuste del consumo será más lento que lo ocurrido en ciclos anteriores, oportunidad en que estuvo sustentado por endeudamiento, por lo que en esta ocasión su evolución será más acorde con la que exhiba el mercado del trabajo."
1,5738,98fe39a34510b0db7dc0a161944516f07263b50fb12a021d4fbdf638f9b5ec2d,2013-08-13,7605,Luis Óscar Herrera Barriga,7637,Rodrigo Vergara Montes,SUJETO_ROL_NOMBRE,RPM-2013-08-13:T44,INICIO_EXPLICITO,,"Al no formularse otros comentarios, siendo la 13:25 horas, el Presidente señor Rodrigo Vergara suspende la presente Reunión y deja constancia que ella se reiniciará a las 16:00 horas para tratar lo referente a las opciones de política monetaria."
1,5738,98fe39a34510b0db7dc0a161944516f07263b50fb12a021d4fbdf638f9b5ec2d,2013-08-13,7605,Luis Óscar Herrera Barriga,7638,Consejo del Banco Central de Chile,ACTA/META,RPM-2013-08-13:T45,INSTITUCIONAL,,"A las 16:00 horas, se reanuda la Reunión de Política Monetaria N° 201."
1,5798,8b1df80a7bb846bf15393ea2eff2b9d768e131f3391c0cf843efd3da13ee2c0d,2013-09-12,7669,Luis Óscar Herrera Barriga,7702,Luis Óscar Herrera Barriga,SUJETO_NOMBRE,RPM-2013-09-12:T45,INICIO_EXPLICITO,,"El señor Luis Óscar Herrera plantea que constituye un tema de preocupación la discrepancia entre los datos de demanda final y la evolución del comercio exterior y el producto. En efecto, la desaceleración de existencias ha generado algunas dudas respecto de su sustentabilidad, porque no se ha detectado que ella responda a una intención de reducir inventarios, sino que más bien podría ser de carácter casual y, por lo tanto, se podría observar algún rebote en las cifras de actividad o en las de exportaciones. Lo expresado corresponde a una señal de cautela ante el planteamiento referente a la mantención del dinamismo del consumo privado como un factor de riesgo, ya que en la medida que se ha ido concentrando en este componente de variación de existencias, es posible que en el corto plazo se abra un nuevo frente de riesgo."
1,5798,8b1df80a7bb846bf15393ea2eff2b9d768e131f3391c0cf843efd3da13ee2c0d,2013-09-12,7669,Luis Óscar Herrera Barriga,7703,Rodrigo Vergara Montes,SUJETO_ROL_NOMBRE,RPM-2013-09-12:T46,INICIO_EXPLICITO,,"Al no formularse otros comentarios, siendo las 13:15 horas, el Presidente señor Rodrigo Vergara suspende la presente Reunión y deja constancia que ella se reiniciará a las 15:30 horas para tratar lo referente a las opciones de política monetaria. H ^ ."
1,5798,8b1df80a7bb846bf15393ea2eff2b9d768e131f3391c0cf843efd3da13ee2c0d,2013-09-12,7669,Luis Óscar Herrera Barriga,7704,Consejo del Banco Central de Chile,ACTA/META,RPM-2013-09-12:T47,INSTITUCIONAL,,"A las 15:30 horas, se reanuda la Reunión de Política Monetaria N° 202."
1,5842,5d7f273245562a93171345326c88b12001d2e0833b04610cf8de9604d8b6da99,2013-10-17,7715,Claudio Raddatz Kiefer,7750,Claudio Raddatz Kiefer,SUJETO_ROL_NOMBRE,RPM-2013-10-17:T30,INICIO_EXPLICITO,,"El Gerente de Investigación Económica señor Claudio Raddatz menciona que las proyecciones y los escenarios de mediano plazo asociados con el escenario externo y el ciclo de inversión parecen bastante claros. Sin perjuicio de ello, hace notar el riesgo de más corto plazo asociado a nuestras proyecciones sobre la evolución de la economía, si se considera la dirección que han tenido las sorpresas producidas en materia de empleo y la masa salarial, así como de los componentes de la demanda en el último trimestre. En su opinión, estas sorpresas introducen algún riesgo en el corto plazo, que debería ser considerado."
1,5842,5d7f273245562a93171345326c88b12001d2e0833b04610cf8de9604d8b6da99,2013-10-17,7715,Claudio Raddatz Kiefer,7751,Rodrigo Vergara Montes,SUJETO_ROL_NOMBRE,RPM-2013-10-17:T31,INICIO_EXPLICITO,,"Al no formularse otros comentarios, siendo la 13:10 horas, el Presidente señor Rodrigo Vergara suspende la presente Reunión y deja constancia que ella se reiniciará a las 15:30 horas para tratar lo referente a las opciones de política monetaria."
1,5842,5d7f273245562a93171345326c88b12001d2e0833b04610cf8de9604d8b6da99,2013-10-17,7715,Claudio Raddatz Kiefer,7752,Consejo del Banco Central de Chile,ACTA/META,RPM-2013-10-17:T32,INSTITUCIONAL,,"A las 15:30 horas, se reanuda la Reunión de Política Monetaria N°203, incorporándose a esta Sesión el Ministro de Hacienda señor Felipe Larraín."
1,5884,c46ddb7b7f3f9c013d0f301c430da95c831b09fd41dae3fab8f4b1c83829ed58,2013-11-19,7759,Claudio Soto Gamboa,7796,Claudio Soto Gamboa,ROL+NOMBRE,RPM-2013-11-19:T27,SIN_CONTINUIDAD_CONFIRMADA,ATRIBUCION_HEURISTICA_LEGADA,"El Gerente de Análisis Macroeconómico señor Claudio Soto procede a dar respuesta a los temas planteados precedentemente. En relación con el crecimiento del crédito, expuesto por el Consejero señor Sebastián Claro, señala que no se aprecia una disrupción clara y en este contexto, hace presente que si bien se produjeron cambios regulatorios, así como ajustes a la baja en las velocidades que incidieron en las tasas de crecimiento de los créditos de consumo, no se advierte una caída que pueda calificarse de significativa. Consigna que actualmente la tasa de crecimiento de créditos es menor, ya que las que se observaron en el período 2011 - 2012 reflejaron la recuperación de la economía post crisis y, por lo tanto, resulta natural esperar tasas de crecimiento mayores. Por su parte, los créditos comerciales, en cambio, sí exhiben caídas en sus tasas de crecimiento, asociadas más bien a un cambio en la composición del financiamiento. En lo concerniente a la balanza comercial, deja constancia del compromiso de esa Gerencia a revisar las cifras correspondientes al período noviembre y diciembre. Sobre este aspecto, expresa que el año pasado, las cifras de exportaciones del mes de octubre estuvieron distorsionadas por el paro portuario del mes anterior, lo cual hace compleja la lectura de los datos del presente año. Además, atendida la sorpresiva alza de las exportaciones que se produjo en el tercer trimestre, se ha supuesto que los niveles de inventarios de minería no les permitirían crecer mayormente hacia fines de año, lo que podría diferir del patrón histórico. En lo referente al tema cambiario, informa que los supuestos de corto plazo consideran un tipo de cambio estable, cuyo efecto es acotado hasta ahora en las proyecciones, pero atendida la magnitud de la depreciación registrada últimamente, es posible que algunos componentes subyacentes puedan exhibir una inflación mayor. Finalmente, informa que en lo atinente al gasto fiscal, la ejecución del presupuesto ha estado más bien acorde con lo programado y que, como es habitual, se espera una aceleración en su grado de ejecución en los meses restantes, de manera que se cumpla conforme a lo proyectado."
1,5884,c46ddb7b7f3f9c013d0f301c430da95c831b09fd41dae3fab8f4b1c83829ed58,2013-11-19,7759,Claudio Soto Gamboa,7797,Rodrigo Vergara Montes,SUJETO_ROL_NOMBRE,RPM-2013-11-19:T28,INICIO_EXPLICITO,,"Al no formularse otros comentarios, siendo las 13:05 horas, el Presidente señor Rodrigo Vergara suspende la presente Reunión y deja constancia que ella se reiniciará a las 15:30 horas para tratar lo referente a las opciones de política monetaria."
1,5884,c46ddb7b7f3f9c013d0f301c430da95c831b09fd41dae3fab8f4b1c83829ed58,2013-11-19,7759,Claudio Soto Gamboa,7798,Consejo del Banco Central de Chile,ACTA/META,RPM-2013-11-19:T29,INSTITUCIONAL,,"A las 15:30 horas, se reanuda la Reunión de Política Monetaria N° 204."
2,5910,832b9d1155ccb16fe1e5d60f5758a23665c91f3f250cbf79f6cae618eb6b5507,2013-12-12,7786,Joaquín Vial Ruiz-Tagle,7825,Joaquín Vial Ruiz-Tagle,SUJETO_ROL_NOMBRE,RPM-2013-12-12:T6,INICIO_EXPLICITO,,"El Consejero señor Joaquín Vial comenta que el gobierno argentino, junto con alcanzar un acuerdo con la empresa Repsol, habría tenido acercamientos con el Club de París, y que a ello se suma que el Fondo Monetario Internacional emitió un comunicado en que informa sobre el plazo que habría otorgado a ese país para corregir sus estadísticas en materia de inflación."
2,5910,832b9d1155ccb16fe1e5d60f5758a23665c91f3f250cbf79f6cae618eb6b5507,2013-12-12,7786,Joaquín Vial Ruiz-Tagle,7826,Sergio Lehmann Beresi,CONTEXTO_REVISADO,RPM-2013-12-12:T7,SIN_CONTINUIDAD_CONFIRMADA,,"Por último, el señor Sergio Lehmann consigna que las recientes protestas persiguen mejoras salariales y que la huelga de la policía ha facilitado que se efectúen saqueos en algunas provincias de ese país. Al proseguir con su presentación, menciona las principales noticias en materia de actividad y precios. En primer término, indica que el PIB de Estados Unidos de América del tercer trimestre del año alcanzó a 3,6% trimestre a trimestre anualizado, superando las expectativas y la primera entrega de este dato; y destaca el incremento de los inventarios y que el Beige Book apunta a mejoras en los sectores manufacturero e inmobiliario. En lo atinente a la Zona Euro, manifiesta que el crecimiento fue de 0,3% trimestre a trimestre anualizado, pero destaca que el dinamismo de la inversión y de las exportaciones netas ha comenzado a incidir negativamente. En Japón, el PIB registró un crecimiento menor que lo informado preliminarmente, que se explica por una menor inversión bruta e indicadores de corto plazo bajo las expectativas. En su opinión, estos resultados habrían incentivado la adopción del conjunto de medidas económicas anunciado recientemente en dicho país. Además, resalta que en las economías avanzadas, el PMI manufacturero vuelve a expandirse por sobre las expectativas, mientras que en las emergentes muestra un grado de estancamiento. Latinoamérica, por su parte, exhibe resultados mixtos, ya que el PIB de Brasil cae y el de México se expande, aun cuando se mantiene la tendencia a una moderación de la actividad. Agrega que la Zona Euro revierte su tendencia a la deflación y Japón acelera su inflación. Por último, indica que la Organización para la Cooperación y el Desarrollo Económicos, OCDE, redujo las proyecciones de crecimiento mundial y advirtió sobre riesgos de carácter financiero y fragilidad de las economías."
1,5942,aa9e2ccd8ee40f98786a8d33e24523978a1700c27831a5e110264885f01cfa60,2013-12-12,7818,Luis Óscar Herrera Barriga,7858,Luis Óscar Herrera Barriga,SUJETO_NOMBRE,RPM-2013-12-12:T39,INICIO_EXPLICITO,,"El señor Luis Óscar Herrera manifiesta que esa diferencia se debe a que el impulso inicial de depreciación lo originó la salida de los NDF, lo cual genera distorsiones en el mercado que hacen más atractivo a los fondos de pensiones invertir en el exterior y a las empresas obtener crédito en Chile, en lugar de hacerlo en el extranjero. En cuanto a la inflación, señala que el alza reciente obedece a un ajuste de precios relativos; y que desde una perspectiva de mediano y largo plazo, tanto las expectativas como las proyecciones internas y privadas la atribuyen a elementos transitorios."
1,5942,aa9e2ccd8ee40f98786a8d33e24523978a1700c27831a5e110264885f01cfa60,2013-12-12,7818,Luis Óscar Herrera Barriga,7859,Rodrigo Vergara Montes,SUJETO_ROL_NOMBRE,RPM-2013-12-12:T40,INICIO_EXPLICITO,,"Al no formularse otros comentarios, siendo las 13:00 horas, el Presidente señor Rodrigo Vergara suspende la presente Reunión y deja constancia que ella se reiniciará a las 15:30 horas para tratar lo referente a las opciones de política monetaria."
1,5942,aa9e2ccd8ee40f98786a8d33e24523978a1700c27831a5e110264885f01cfa60,2013-12-12,7818,Luis Óscar Herrera Barriga,7860,Consejo del Banco Central de Chile,ACTA/META,RPM-2013-12-12:T41,INSTITUCIONAL,,"A las 15:30 horas, se reanuda la Reunión de Política Monetaria N° 205, incorporándose a esta Sesión el Ministro de Hacienda señor Felipe Larraín."
1,5991,74becdbf6d4ca32f59b425ce9aeb847784d75b257ac9857a970b200a4229ba60,2014-01-16,7869,Claudio Soto Gamboa,7911,Claudio Soto Gamboa,ROL+NOMBRE,RPM-2014-01-16:T29,SIN_CONTINUIDAD_CONFIRMADA,ATRIBUCION_HEURISTICA_LEGADA,"El Gerente de Análisis Macroeconómico señor Claudio Soto alude al rebote de las proyecciones de crecimiento. Sobre el particular, expresa que si bien la reciente desaceleración obedece en parte a hechos puntuales y transitorios, como el cierre de plantas en algunos sectores, ella responde principalmente a una evaluación de los fundamentos del ciclo que se presenta con bastante incertidumbre y riesgos. Sin embargo, el dinamismo del consumo y la desacumulación de inventarios sugieren mayor actividad en los meses venideros, pero sujeta a riesgos de importancia. Plantea que la depreciación del tipo de cambio real debería favorecer a algunos sectores y que la disminución registrada por la industria se debería revertir en aquellos sectores que están recuperando competitividad. En consecuencia, existen argumentos que sugieren un mayor dinamismo futuro, con ciertos riesgos. Por último, señala que las expectativas de inflación no han variado mayormente desde la Reunión pasada, pero sí se advierte un grado de confusión en el mercado por el cambio de canasta del INE, que se espera sea transitorio, mientras se alcanza una cabal comprensión de sus modificaciones y funcionamiento. Deja constancia que los distintos análisis efectuados internamente sugieren que la nueva canasta implicará un sesgo al alza en algunos casos y en otros, a la baja."
1,5991,74becdbf6d4ca32f59b425ce9aeb847784d75b257ac9857a970b200a4229ba60,2014-01-16,7869,Claudio Soto Gamboa,7912,Rodrigo Vergara Montes,SUJETO_ROL_NOMBRE,RPM-2014-01-16:T30,INICIO_EXPLICITO,,"Al no formularse otros comentarios, siendo las 13:15 horas, el Presidente señor Rodrigo Vergara suspende la presente Reunión y deja constancia que ella se reiniciará a las 15:30 horas para tratar lo referente a las opciones de política monetaria."
1,5991,74becdbf6d4ca32f59b425ce9aeb847784d75b257ac9857a970b200a4229ba60,2014-01-16,7869,Claudio Soto Gamboa,7913,Consejo del Banco Central de Chile,ACTA/META,RPM-2014-01-16:T31,INSTITUCIONAL,,"A las 15:30 horas, se reanuda la Reunión de Política Monetaria N° 206."
1,6039,24abb2fea2e8c2d8720d616e5d5e4f9a54e0e61191d92af65312aadd7228cfa0,2014-02-18,7918;7919;7920,Rodrigo Vergara Montes;Felipe Larraín Bascuñán;Rodrigo Vergara Montes,7962,Rodrigo Vergara Montes,SUJETO_ROL_NOMBRE,RPM-2014-02-18:T32,INICIO_EXPLICITO,,"El Presidente señor Rodrigo Vergara, antes de concluir esta primera parte de la Reunión de Política Monetaria, señala que es la última oportunidad en que el señor Rodrigo Cerda asiste a estas Sesiones en calidad de Asesor del Ministro de Hacienda, razón por la que le agradece, en nombre suyo y del Consejo, su apoyo, análisis y disposición a colaborar con esta Institución. Asimismo, hace propicia esta oportunidad para desearle el mayor éxito en sus nuevas funciones. Al no formularse otros comentarios, siendo las 13:30 horas, el Presidente señor Rodrigo Vergara suspende la presente Reunión y deja constancia que ella se reiniciará a las 15:30 horas para tratar lo referente a las opciones de política monetaria."
1,6039,24abb2fea2e8c2d8720d616e5d5e4f9a54e0e61191d92af65312aadd7228cfa0,2014-02-18,7918;7919;7920,Rodrigo Vergara Montes;Felipe Larraín Bascuñán;Rodrigo Vergara Montes,7963,Consejo del Banco Central de Chile,ACTA/META,RPM-2014-02-18:T33,INSTITUCIONAL,,"A las 15:30 horas, se reanuda la Reunión de Política Monetaria N° 207, incorporándose a esta Sesión el Ministro de Hacienda señor Felipe Larraín."
1,6039,24abb2fea2e8c2d8720d616e5d5e4f9a54e0e61191d92af65312aadd7228cfa0,2014-02-18,7918;7919;7920,Rodrigo Vergara Montes;Felipe Larraín Bascuñán;Rodrigo Vergara Montes,7964,Rodrigo Vergara Montes,SUJETO_ROL_NOMBRE,RPM-2014-02-18:T34,INICIO_EXPLICITO,,"El Presidente señor Rodrigo Vergara señala que la de hoy es la última Reunión de Política Monetaria a la que asiste el señor Felipe Larraín en carácter de Ministro de Hacienda, motivo por el cual, en nombre propio y del Consejo, le agradece su presencia en las sesiones de Política Monetaria, sus análisis y opiniones, que en algunas oportunidades presentaron diferencias que son normales en el ejercicio de estas funciones, así como su valioso aporte."
1,6039,24abb2fea2e8c2d8720d616e5d5e4f9a54e0e61191d92af65312aadd7228cfa0,2014-02-18,7918;7919;7920,Rodrigo Vergara Montes;Felipe Larraín Bascuñán;Rodrigo Vergara Montes,7965,Felipe Larraín Bascuñán,SUJETO_ROL_NOMBRE,RPM-2014-02-18:T35,INICIO_EXPLICITO,,"El Ministro señor Felipe Larraín agradece las palabras del señor Presidente y la cooperación prestada por todas las personas que asisten a estas sesiones y destaca la relevancia de contar con un Banco Central autónomo en cuyo contexto el Ministerio de Hacienda y esta Institución pueden discrepar ocasionalmente, pero siempre buscando el mejor interés del país y la combinación de políticas macroeconómicas que es reconocida en el mundo."
1,6039,24abb2fea2e8c2d8720d616e5d5e4f9a54e0e61191d92af65312aadd7228cfa0,2014-02-18,7918;7919;7920,Rodrigo Vergara Montes;Felipe Larraín Bascuñán;Rodrigo Vergara Montes,7966,Rodrigo Vergara Montes,SUJETO_ROL_NOMBRE,RPM-2014-02-18:T36,INICIO_EXPLICITO,,"A continuación, el Presidente señor Rodrigo Vergara deja constancia que la Reunión de Política Monetaria de agosto de 2014 se efectuará el día jueves 14 de ese mes y concede la palabra al Gerente de Análisis Macroeconómico señor Claudio Soto a fin de que presente al Consejo las Opciones de Política Monetaria que se han considerado en esta oportunidad."
2,6050,aa3b8de83d90ddc05d5a0e66e459d25f761d9b761b1cdea0d360a5467c7c568d,2014-02-18,7931,Rodrigo Vergara Montes,7977,Rodrigo Vergara Montes,SUJETO_ROL_NOMBRE,RPM-2014-02-18:T46,INICIO_EXPLICITO,,"El Presidente señor Rodrigo Vergara agradece la presentación del Consejero señor Pablo García y, a continuación, concede la palabra al Consejero señor Joaquín Vial."
2,6050,aa3b8de83d90ddc05d5a0e66e459d25f761d9b761b1cdea0d360a5467c7c568d,2014-02-18,7931,Rodrigo Vergara Montes,7978,Joaquín Vial Ruiz-Tagle,CONTEXTO_REVISADO,RPM-2014-02-18:T47,SIN_CONTINUIDAD_CONFIRMADA,FINAL_SIN_PUNTUACION,"En el plano internacional, indica que lo más destacable es que el escenario de actividad va más o menos en línea con el panorama delineado en el último IPoM. Sin embargo, hace notar tres elementos que se comienzan a perfilar con más fuerza. En primer término, los riesgos sobre la economía china vinculados con su sistema financiero parecen ir en aumento. En efecto, en un plazo de pocas semanas se han observado ya dos rescates de empresas emisoras de deuda intermediadas fuera de los balances bancarios, siendo el mayor riesgo que esto derive en un freno brusco del crédito y, con ello, del crecimiento de la economía china. En segundo lugar, señala que en el último tiempo se ha visto que países como Brasil han intervenido en el mercado cambiario y subido las tasas de interés, sin embargo sus monedas se han apreciado; o como en el caso de Perú, cuya tasa de interés de largo plazo sigue subiendo, a pesar de bajas en su TPM. A su juicio, todo ello sugiere que el entorno externo está poniendo nuevos límites a la política monetaria y que su situación debe ser monítoreada con cuidado para sacar lecciones apropiadas para nuestro caso. Por último, expresa que si bien el precio del cobre ha fluctuado en una banda acotada en los últimos meses, ha habido sorpresas importantes que resultan difíciles de interpretar. En este sentido, si bien los inventarios caen en la Bolsa de Londres, ellos han aumentado fuertemente en Shanghái, lo cual coincide a su vez con aumentos de las importaciones de cobre de China, que no parecen consistentes con los datos de actividad de ese país. En resumen, manifiesta que la tendencia general se mantiene, pero hay suficientes razones como para pensar que los riesgos no han desaparecido, ni mucho menos. A todo lo anterior se agrega un panorama de tensiones políticas desbordadas en Ucrania y Venezuela, que se suman a los puntos de tensión y conflicto ya existentes. En lo referente al plano local, consigna que la desaceleración ha sido algo mayor que lo previsto y la sorpresa parece concentrarse en la inversión, en particular, en el componente de Obras de Infraestructura, que incluye tanto construcciones como importaciones de maquinarias y equipos. En su opinión, ello parece tener su origen en la terminación de algunos grandes proyectos mineros y energéticos, que coincide con postergaciones de otros, así como con una caída muy significativa de la Inversión Pública en la última parte del año pasado. Sin embargo, informa que las proyecciones de la Corporación de Bienes de Capital sugieren que este componente debería experimentar una recuperación en el curso del año. Por otra parte, el empleo, el consumo, y más recientemente, las colocaciones bancarias, muestran bastante fortaleza. A nivel de sectores, llama la atención sobre la recuperación que se observa en el margen en actividades como servicios empresariales y la propia industria manufacturera, que en el año 2013 tuvieron un desempeño muy pobre. En este cuadro, estima que las opciones planteadas por la Gerencia de División Estudios son las correctas, y que si bien varios de los antecedentes mencionados anteriormente podrían sugerir la conveniencia de esperar algo más para reducir la TPM, su voto en esta ocasión es por bajarla a 4,25% en respuesta a la rebaja en las proyecciones de actividad, para ser consistentes con el sesgo del último Comunicado, y para evitar una sorpresa difícil de interpretar por el mercado. A título de reflexión final, el Consejero señor Joaquín Vial plantea que si bien lo más probable es que el próximo movimiento de la tasa sea a la baja, no le parece que ello deba ocurrir de inmediato. En este sentido, su impresión es que ya se ha entrado en un territorio en que la política monetaria tiene un claro sesgo expansivo, lo que se refleja en las tasas de interés de largo plazo. Además, los diferenciales de tasas respecto de otros países relevantes se han reducido significativamente. Por otra parte, si bien el déficit en cuenta corriente ha disminuido, sigue siendo elevado dada la menor tolerancia que muestran los mercados financieros internacionales con las economías"
2,6050,aa3b8de83d90ddc05d5a0e66e459d25f761d9b761b1cdea0d360a5467c7c568d,2014-02-18,7931,Rodrigo Vergara Montes,7979,Rodrigo Vergara Montes,SUJETO_ROL_NOMBRE,RPM-2014-02-18:T48,INICIO_EXPLICITO,,"El Presidente señor Rodrigo Vergara agradece la presentación del Consejero señor Joaquín Vial y, a continuación, concede la palabra al Consejero señor Sebastián Claro."
1,6093,f49672b25fef6fda749e7ad5a4e1e166e310376dcac2fa88989b5afa2b6be22b,2014-03-13,7979,Luis Óscar Herrera Barriga,8027,Luis Óscar Herrera Barriga,ROL+NOMBRE,RPM-2014-03-13:T40,SIN_CONTINUIDAD_CONFIRMADA,ATRIBUCION_HEURISTICA_LEGADA,"El Gerente de División Estudios señor Luis Óscar Herrera procede a responder las consultas y comentarios. En primer término, informa que esa Gerencia de División efectuará un análisis referido al pass through para efectos de determinar, entre otros aspectos, su magnitud, evolución en el tiempo y su variación ante diferentes condiciones, como shocks internos de portafolio o shocks de depreciación de carácter endógeno a una desaceleración de la economía que lleva involucrado un ajuste en la política monetaria. Agrega que también se debe tener presente que las variables tienen distintas velocidades de sobrerreacción al tipo de cambio respecto de sus niveles de más largo plazo. Asimismo, se debe considerar que algunos componentes de la demanda, como aquellos que tienen una lógica de stock, concentran sus ajustes en el corto plazo y luego se normalizan, sin mediar un cambio o mejora de importancia. Aquellos componentes que tienen un carácter más inercial, como el consumo y el gasto fiscal, registran un ajuste más lento. En su opinión, en la medida que el mercado de crédito continúa funcionando en forma normal, permite suavizar este tipo de elementos. En cuanto al sector industrial, confirma que parte de la sustitución de importaciones ha ido desapareciendo, pero, a diferencia de las empresas ligadas al cobre, destaca que las perspectivas se algunas empresas, como las agroexportadoras y forestales, han mejorado. De hecho, consigna alguna expansión del sector forestal. Por último, adelanta que un próximo estudio abordará el impacto de las depreciaciones del tipo de cambio sobre las exportaciones agrícolas e industriales, desagregadas por mercado y por países."
1,6093,f49672b25fef6fda749e7ad5a4e1e166e310376dcac2fa88989b5afa2b6be22b,2014-03-13,7979,Luis Óscar Herrera Barriga,8028,Rodrigo Vergara Montes,SUJETO_ROL_NOMBRE,RPM-2014-03-13:T41,INICIO_EXPLICITO,,"Al no formularse otros comentarios, siendo las 14:05 horas, el Presidente señor Rodrigo Vergara suspende la presente Reunión y deja constancia que ella se reiniciará a las 16:00 horas para tratar lo referente a las opciones de política monetaria."
1,6093,f49672b25fef6fda749e7ad5a4e1e166e310376dcac2fa88989b5afa2b6be22b,2014-03-13,7979,Luis Óscar Herrera Barriga,8029,Consejo del Banco Central de Chile,ACTA/META,RPM-2014-03-13:T42,INSTITUCIONAL,,"A las 16:00 horas, se reanuda la Reunión de Política Monetaria N° 208, incorporándose a esta Sesión el Ministro de Hacienda señor Alberto Arenas."
1,6163,b78e43d2474fb5990b165eae82f83bb4be4d077b0debddef9be73b0b96783443,2014-04-17,8063,Matías Bernier Bórquez,8113,Matías Bernier Bórquez,SUJETO_NOMBRE,RPM-2014-04-17:T59,INICIO_EXPLICITO,,"El señor Matías Bernier precisa que se anticipa una variación de 0,16% para el mes de abril y de 0,22% para mayo. En opinión del Consejero señor Pablo García, se estaría produciendo un cambio marginal en la trayectoria esperada de la política monetaria, no solo en el corto plazo, hasta un nivel de 3,75% o de 3,5%, sino que también un aplanamiento de la curva con posterioridad. En consecuencia, el actual escenario de menor crecimiento no estaría incidiendo mayormente en el estímulo inmediato, sino que en la trayectoria posterior, que anticipa un alza de tasas a fin de año o a principios del próximo, generándose una diferencia con las expectativas que se extraen de las encuestas. A su juicio, la discusión de política monetaria debería centrarse en la trayectoria de la tasa rectora a mediano plazo, más que en una rebaja inmediata que ya no es objeto de discusión."
1,6163,b78e43d2474fb5990b165eae82f83bb4be4d077b0debddef9be73b0b96783443,2014-04-17,8063,Matías Bernier Bórquez,8114,Rodrigo Vergara Montes,SUJETO_ROL_NOMBRE,RPM-2014-04-17:T60,INICIO_EXPLICITO,,"Al no formularse otros comentarios, siendo las 13:25 horas, el Presidente señor Rodrigo Vergara suspende la presente Reunión y deja constancia que ella se reiniciará a las 16:00 horas para tratar lo referente a las opciones de política monetaria."
1,6163,b78e43d2474fb5990b165eae82f83bb4be4d077b0debddef9be73b0b96783443,2014-04-17,8063,Matías Bernier Bórquez,8115,Consejo del Banco Central de Chile,ACTA/META,RPM-2014-04-17:T61,INSTITUCIONAL,,"A las 16:00 horas, se reanuda la Reunión de Política Monetaria N° 209, incorporándose a esta Sesión el Ministro de Hacienda señor Alberto Arenas."
1,6220,3cae19d09f06ede8137d2127248f076a65747e908ea8db8d5676b77add4f7859,2014-05-15,8126,Luis Óscar Herrera Barriga,8178,Luis Óscar Herrera Barriga,SUJETO_ROL_NOMBRE,RPM-2014-05-15:T43,INICIO_EXPLICITO,,"El Gerente de División Estudios señor Luis Óscar Herrera manifiesta que de acuerdo con los antecedentes disponibles, se observa sistemáticamente que en los ciclos positivos, el empleo aumenta y el de cuenta propia cae, y viceversa, y que el efecto del empleo por cuenta propia es bastante incierto."
