Ciclos,ID_Padre,SHA256_Texto_Padre,Fecha,IDs_Antes,Actores_Antes,ID_Actual,Actor_Actual,Fuente_Actor,ID_Turno,Relacion_Turno,Alertas_Actuales,Texto_Actual
1,5141,1c277b5ca4c4acf60478d7bf39503621d96b3e7739ed69fa061086effc6f08be,2012-10-18,6963;6964,Enrique Marshall Rivera;Consejo del Banco Central de Chile,6975,Consejo del Banco Central de Chile,ACTA/META,RPM-2012-10-18:T51,INSTITUCIONAL,,"Siendo las 15:30 horas, se reanuda la Reunión de Política Monetaria N° 191, incorporándose a esta Sesión el Ministro de Hacienda señor Felipe Larraín."
1,5207,a18dcbbf60469ed7fe6f2caca3fc2e1736ab328521972e128ce461e513f97096,2012-11-13,7032;7033,Claudio Soto Gamboa;Consejo del Banco Central de Chile,7043,Claudio Soto Gamboa,ROL+NOMBRE,RPM-2012-11-13:T46,SIN_CONTINUIDAD_CONFIRMADA,ATRIBUCION_HEURISTICA_LEGADA,"El Gerente de Análisis Macroeconómico señor Claudio procede a responder las consultas y comentarios formulados por los señores Consejeros. En relación con la cuenta corriente y la minería, recuerda que en Sesión de Pre Consejo se presentaron algunos cálculos que reflejan que un punto de la cuenta corriente podría asociarse a la sobreinversión que se registra en minería en el último tiempo. En segundo término, comparte la apreciación de la existencia de un escenario complejo en la relación entre inflación y brecha, agregando que, en su opinión, la parte cambiaría ha contribuido a contener las presiones inflacionarias. De hecho, explica que la inflación de bienes ha sorprendido a la baja, no así la de servicios, atendido que la primera se encuentra más ligada al tipo de cambio. Agrega que al efectuar estimaciones de curvas de Phillips, da como resultado que en los últimos trimestres la brecha producto ha perdido significancia en relación a un año atrás, lo cual, de alguna manera, explica la desconexión que se observa entre la inflación y la brecha. Por último, indica que dentro de las próximas semanas se presentará un diagnóstico más completo sobre esta materia en Sesión de Pre Consejo. En lo concerniente a las exportaciones y su relación con el actual ciclo económico, señala que en un contexto de debilidad mundial, las cifras sobre exportaciones no resultan ser tan negativas este año, en razón de que gran parte corresponden a exportaciones mineras, cuyo ciclo de producción se encuentra aparentemente más disociado del ciclo de actividad mundial. En lo atinente a la política fiscal, expresa que bajo la premisa que el presupuesto del presente año se cumplirá íntegramente, debería observarse una reaceleración del gasto levemente más intensa hacia fines del año. Agrega que, en todo caso, ha sorprendido que haya estado bastante baja la parte extrapresupuestaria, con tasas de crecimiento negativas, al menos la tasa de crecimiento del tercer trimestre. Asimismo, para el último trimestre de este año también se anticipa una ejecución más débil de esa parte del presupuesto."
1,5207,a18dcbbf60469ed7fe6f2caca3fc2e1736ab328521972e128ce461e513f97096,2012-11-13,7032;7033,Claudio Soto Gamboa;Consejo del Banco Central de Chile,7044,Rodrigo Vergara Montes,SUJETO_ROL_NOMBRE,RPM-2012-11-13:T47,INICIO_EXPLICITO,,"Al no formularse otros comentarios, el Presidente señor Rodrigo Vergara suspende la presente Reunión y deja constancia que ella se reiniciará a las 16:00 horas para analizar las opciones de política monetaria."
1,5207,a18dcbbf60469ed7fe6f2caca3fc2e1736ab328521972e128ce461e513f97096,2012-11-13,7032;7033,Claudio Soto Gamboa;Consejo del Banco Central de Chile,7045,Consejo del Banco Central de Chile,ACTA/META,RPM-2012-11-13:T48,INSTITUCIONAL,,"Siendo las 16:00 horas, se reanuda la Reunión de Política Monetaria N° 192."
1,5313,2c4168b49100aafd940012a22a8c363c36c76316c77041fe40160993ddbaecd5,2013-01-17,7149;7150,Luis Óscar Herrera Barriga;Consejo del Banco Central de Chile,7161,Luis Óscar Herrera Barriga,ROL+NOMBRE,RPM-2013-01-17:T49,SIN_CONTINUIDAD_CONFIRMADA,ATRIBUCION_HEURISTICA_LEGADA,"El Gerente de División Estudios señor Luis Óscar Herrera se compromete a actualizar el análisis realizado al efecto con ocasión del último IPoM y a presentarlo próximamente en una reunión de coyuntura. Con respecto al tema inflacionario mencionado precedentemente, precisa que los bajos niveles comenzaron a observarse en el último trimestre del ejercicio. De hecho, recuerda que a inicios del año 2012, la inflación en doce meses llegaba a 4% y que luego fluctuó hasta llegar a 3% en el mes de octubre último. Agrega que en los últimos meses, contrario a lo esperado, sorprendió la caída experimentada por la inflación subyacente. Hace presente que dicha caída sería de carácter transitorio y que entre los factores que la explican figuran la apreciación cambiaría y el hecho que la respuesta de la inflación al ciclo económico ocurre con rezago. Enfatiza que la hipótesis de trabajo es que esta situación se va a normalizar, atendida la condición más bien transitoria del fenómeno anotado. Asimismo, plantea que también podrían existir factores de carácter más permanente relacionados con la productividad, en caso de presentarse un quiebre en la tendencia de crecimiento del producto. En este sentido, indica que de considerarse en la proyección de inflación un mayor crecimiento de la productividad, ello conduciría a sobrestimar el crecimiento de la inflación y, por ende, dicho fenómeno podría permanecer por más tiempo en la estimación del Banco. Explica que una mayor productividad debiera ser coherente con la observación de otros factores, como en el caso de los márgenes comerciales y las utilidades de las empresas, en cuanto a que de existir un incremento de la productividad se obtendría un mayor margen con los mismos insumos, lo que posteriormente podría traspasarse a precios. En este sentido, indica que en materia de márgenes comerciales actualmente se advierte una reducción de los mismos, lo cual no calzaría con la hipótesis de aumento de la productividad. Por ende, concluye resaltando la conveniencia de continuar revisando la evidencia que se vaya acumulando al respecto, para efectos de permitir la validación de las hipótesis de trabajo empleadas."
1,5313,2c4168b49100aafd940012a22a8c363c36c76316c77041fe40160993ddbaecd5,2013-01-17,7149;7150,Luis Óscar Herrera Barriga;Consejo del Banco Central de Chile,7162,Rodrigo Vergara Montes,SUJETO_ROL_NOMBRE,RPM-2013-01-17:T50,INICIO_EXPLICITO,,"Al no formularse otros comentarios, siendo la 13.05 horas, el Presidente señor Rodrigo Vergara suspende la presente Reunión y deja constancia que ella se reiniciará a las 15:30 horas para tratar las opciones de política monetaria."
1,5313,2c4168b49100aafd940012a22a8c363c36c76316c77041fe40160993ddbaecd5,2013-01-17,7149;7150,Luis Óscar Herrera Barriga;Consejo del Banco Central de Chile,7163,Consejo del Banco Central de Chile,ACTA/META,RPM-2013-01-17:T51,INSTITUCIONAL,,"Siendo las 15:30 horas, se reanuda la Reunión de Política Monetaria N° 194, incorporándose a esta Sesión el Ministro de Hacienda señor Felipe Larraín."
3,5368,c59749928089388f0205f435ea8a61a82e3567ec9fe72f8885a1c462726abeab,2013-02-14,7210,Luis Óscar Herrera Barriga,7223,Luis Óscar Herrera Barriga,SUJETO_NOMBRE,RPM-2013-02-14:T41,INICIO_EXPLICITO,,"El señor Luis Óscar Herrera precisa que atendido el proceso de profundización financiera en el tiempo, estos gráficos tienen por objeto mostrar la relevancia de las tasas de crecimiento de los créditos bancarios como fuente de financiamiento de la demanda interna."
3,5368,c59749928089388f0205f435ea8a61a82e3567ec9fe72f8885a1c462726abeab,2013-02-14,7210,Luis Óscar Herrera Barriga,7224,Miguel Fuentes Díaz,CONTEXTO_REVISADO,RPM-2013-02-14:T42,SIN_CONTINUIDAD_CONFIRMADA,,"Al proseguir con su presentación, el señor Miguel Fuentes indica que las expectativas, tanto de consumidores como de empresarios, se mantienen bastante optimistas. Destaca la persistencia de esta visión en los empresarios del sector construcción y que por otra parte, los consumidores siguen considerando que el periodo actual es el más propicio del último año para adquirir artículos para el hogar. En lo atinente al comportamiento específico de los componentes de la demanda agregada, plantea en primer término, que el consumo habitual ha incrementado sus tasas de crecimiento en doce meses y ha tendido a acelerarse hacia el término del año, en línea con el aumento de la masa salarial. A su vez, explica que la masa salarial se ha incrementado por el crecimiento de los salarios y el empleo y, además, por los bajos registros inflacionarios de fines del año pasado que se traducen en un alza de los salarios reales. En términos del consumo de durables, resalta que su mayor crecimiento obedece a un repunte en las ventas de automóviles, tal como se observa en el gráfico derecho de la lámina N° 48 de la presentación."
1,5381,b1fdddf60d723b61662ff39beb6dfdb45aa0b8e5620bf2d20ba48e5eecdb7e0e,2013-02-14,7224,Rodrigo Vergara Montes,7238,Rodrigo Vergara Montes,SUJETO_ROL_NOMBRE,RPM-2013-02-14:T55,INICIO_EXPLICITO,,"El Presidente señor Rodrigo Vergara agradece la presentación del Gerente de Análisis Macroeconómico Subrogante señor Miguel Fuentes. Al no formularse otros comentarios, el Presidente señor Rodrigo Vergara suspende la presente Reunión y deja constancia que ella se reiniciará a las 15:30 horas para tratar las opciones de política monetaria."
1,5381,b1fdddf60d723b61662ff39beb6dfdb45aa0b8e5620bf2d20ba48e5eecdb7e0e,2013-02-14,7224,Rodrigo Vergara Montes,7239,Consejo del Banco Central de Chile,ACTA/META,RPM-2013-02-14:T56,INSTITUCIONAL,,"A las 15:30 horas, se reanuda la Reunión de Política Monetaria N° 195, incorporándose a esta Sesión el Ministro de Hacienda señor Felipe Larraín."
1,5381,b1fdddf60d723b61662ff39beb6dfdb45aa0b8e5620bf2d20ba48e5eecdb7e0e,2013-02-14,7224,Rodrigo Vergara Montes,7240,Rodrigo Vergara Montes,SUJETO_ROL_NOMBRE,RPM-2013-02-14:T57,INICIO_EXPLICITO,,"El Presidente señor Rodrigo Vergara deja constancia que la Reunión de Política Monetaria de agosto de 2013 se efectuará el día 13 de ese mes y, a continuación, concede la palabra al Gerente de División Estudios señor Luis Óscar Herrera para que presente al Consejo las Opciones de Política Monetaria que se han considerado para esta oportunidad."
3,5417,0b110bda9616e8ae883f11941a200a9a2e9fa9dbf59505decb1561693a02c268,2013-03-14,7262,Enrique Marshall Rivera,7278,Enrique Marshall Rivera,SUJETO_ROL_NOMBRE,RPM-2013-03-14:T16,INICIO_EXPLICITO,,"El Consejero señor Enrique Marshall observa que la caída de los precios de los commodities constituye un fenómeno bastante generalizado. A su juicio, podría obedecer a los movimientos financieros aludidos precedentemente o, tal vez, al inicio de un proceso de normalización de la economía mundial en que estos precios tienden también a normalizarse."
3,5417,0b110bda9616e8ae883f11941a200a9a2e9fa9dbf59505decb1561693a02c268,2013-03-14,7262,Enrique Marshall Rivera,7279,Rodrigo Vergara Montes,CONTEXTO_REVISADO,RPM-2013-03-14:T17,SIN_CONTINUIDAD_CONFIRMADA,,"No habiendo más consultas ni comentarios en lo concerniente al escenario internacional, el Presidente señor Rodrigo Vergara da paso a la exposición del escenario interno, a cargo del Gerente de Análisis Macroeconómico señor Claudio Soto."
3,5418,b74340bdc7d1fa131ad89e97b76f2f652be063b36fde65b1bbe1478e738876b1,2013-03-14,7263,Claudio Soto Gamboa,7280,Claudio Soto Gamboa,SUJETO_ROL_NOMBRE,RPM-2013-03-14:T18,INICIO_EXPLICITO,FINAL_SIN_PUNTUACION,"El Gerente de Análisis Macroeconómico señor Claudio Soto inicia su presentación refiriéndose a los hechos destacados del escenario interno. En primer término, expresa que la actividad ha crecido levemente por sobre lo esperado, impulsada en lo más reciente por la minería. En segundo lugar, plantea que la demanda interna del año 2012 sorprendió al alza, fundamentalmente por la inversión fija y por el repunte del consumo privado en línea con la expansión de la masa salarial. Asimismo, manifiesta que las inflaciones total y subyacente han sido inferiores a lo esperado, ubicándose la primera por debajo del 2% y la subyacente, bajo el 1%. Agrega que las expectativas de mediano plazo para la inflación se han mantenido en torno a la meta de 3% anual. Indica, además, que la paridad peso-dólar se ha mantenido en niveles similares a los observados en la Reunión pasada, pero más apreciada en términos multilaterales y reales. A título de último hecho destacado del mes, señala que el mercado espera que la tasa de política monetaria permanezca en torno al nivel actual por varios trimestres y que se inicie un moderado ascenso a fines de este año o comienzos del próximo. El señor Claudio Soto consigna que el PIB creció 5,6% en el año 2012 y la demanda interna en 7,1%. Hace presente que en lo relativo a los datos de IMACEC conocidos previamente, las sorpresas más importantes a fines del año estuvieron vinculadas principalmente a los sectores de recursos naturales, específicamente, al crecimiento significativo de la minería. Agrega que la demanda también se corrigió de manera importante respecto de lo proyectado en el IPoM del mes de diciembre último, destacando la revisión del consumo, que finalizó el año con un dinamismo elevado, como también de la inversión, sobre todo aquella en maquinarias y equipos. Asimismo, menciona que las correcciones del PIB Resto fueron menores en la segunda parte del año, marginalmente al alza en el cuarto trimestre y a la baja en el segundo y tercer trimestre. De esta forma, indica que, en términos anuales, el PIB Resto no presenta mayores cambios que lo anticipado. Añade que la velocidad en el margen tampoco fue particularmente elevada. De hecho, consigna que destacó la velocidad del segundo trimestre, mientras que la del tercero y del cuarto trimestre estuvieron más bien alineadas con el crecimiento del PIB potencial. El señor Claudio Soto resalta que las tasas de crecimiento de la demanda han presentado una trayectoria al alza y que las velocidades implícitas de la demanda final han sido bastante elevadas, en torno a 10% en los últimos dos trimestres, impulsadas tanto por la inversión como por el consumo. Destaca que en el margen, el dato de IMACEC también sorprendió al alza en el mes de enero, al anotar un crecimiento de 6,7%, superior al 6,2% anticipado. Con ello, señala que la proyección se ha revisado al alza debido al incremento que exhibe el sector recursos naturales, no así el sector Resto, cuyo comportamiento ha llevado a corregir la proyección del PIB Resto levemente a la baja para la primera parte del presente año. Indica que el crecimiento de IMACEC antedicho no es coherente con el cierre de Cuentas Nacionales"
3,5418,b74340bdc7d1fa131ad89e97b76f2f652be063b36fde65b1bbe1478e738876b1,2013-03-14,7263,Claudio Soto Gamboa,7281,Ricardo Vicuña Poblete,CONTEXTO_REVISADO,RPM-2013-03-14:T19,SIN_CONTINUIDAD_CONFIRMADA,,"y en este sentido, el Gerente de División Estadísticas señor Ricardo Vicuña precisa que la revisión marginal de este dato es de dos décimas, desde 6,7% a 6,5%."
3,5418,b74340bdc7d1fa131ad89e97b76f2f652be063b36fde65b1bbe1478e738876b1,2013-03-14,7263,Claudio Soto Gamboa,7282,Claudio Soto Gamboa,SUJETO_NOMBRE,RPM-2013-03-14:T20,INICIO_EXPLICITO,,"El señor Claudio Soto señala que en el contexto de la revisión de Cuentas Nacionales, destaca la corrección al alza del consumo, explicada fundamentalmente por el indicador de ventas del comercio minorista del INE, que tiene una trayectoria ascendente, y también por el repunte en las tasas de crecimiento de la masa salarial, impulsado a su vez por un mayor crecimiento de los salarios reales. Asimismo, menciona que los últimos datos sugieren que se mantendrá el dinamismo de la demanda. En este sentido, comenta que los datos de importaciones correspondientes al primer bimestre del año fueron elevados, particularmente en el mes de enero, oportunidad en que se registró un crecimiento de 20% en términos reales. Agrega que las exportaciones de dicho mes también fueron elevadas, mientras que en febrero sorprendieron en la dirección opuesta, sobre todo los envíos mineros. En lo concerniente a la minería, plantea que el IMACEC del sector registró un crecimiento de 10,2% en el mes de enero, al anotar los niveles de producción más altos en 10 años para dicho mes. Precisa que ello se explica fundamentalmente por el avance de un proyecto de la empresa minera La Escondida que se conoció hacia fines del 2012, específicamente el proyecto Ore Access que entró en operación. Señala, además, que los menores niveles de producción exhibidos por dicha empresa minera durante el año 2012 se debieron a cambios en los procesos y a la implementación del proyecto antedicho; por lo tanto, durante el presente ejercicio deberían observarse niveles muy superiores a los registrados el año pasado. En todo caso, precisa que en las proyecciones se considera que los planes de producción de Codelco no crecerán en términos anuales respecto al año 2012, porque el yacimiento Collahuasi ha tenido un desempeño bastante bajo y no existen elementos que permitan esperar una reversión en el corto plazo. En síntesis, manifiesta que el sector minero crecerá alrededor de 4% este año, cifra superior al 2% previsto en el IPoM de diciembre último. En lo relativo al rubro inmobiliario y de edificación, comenta que los indicadores de demanda de insumos y empleo se han desacelerado a partir de niveles elevados, lo que podría sugerir alguna moderación en el sector construcción. En todo caso, advierte que esta evidencia no solo es de carácter preliminar, sino que además algo contradictoria con otros indicadores como el de ventas de viviendas, que siguen bastante dinámicas y cuyo componente sobre aquellas que se encuentran en proceso de construcción refleja que aún existe bastante actividad futura para cubrir esas ventas. En concordancia con lo anterior, señala que las expectativas de las empresas del sector construcción se mantienen muy optimistas a pesar de registrar cierta moderación, y que siguen siendo las más optimistas entre los sectores analizados. Por otra parte, indica que las expectativas de los consumidores siguen repuntando, lo cual ha tenido una correlación con la trayectoria del consumo y sugiere que su dinámica podría seguir elevada en los próximos trimestres. Al proseguir con su presentación, el señor Claudio Soto plantea que las condiciones financieras son algo más favorables que las exhibidas hace algunos meses. Sin embargo, se aprecian ciertas reversiones en el margen del índice sintético de riesgo para Chile en el mes de enero pasado, explicado en parte importante por un cierto aumento del EMBI. En relación con las tasas de las colocaciones, señala que exhiben alzas en algunos segmentos, como es el caso de las tasas de las colocaciones comerciales y de consumo pertenecientes al tramo entre 90 y 360 días, mientras que las correspondientes a los créditos hipotecarios muestran alzas marginales. Además, hace notar que las colocaciones exhiben una trayectoria descendente, especialmente las de consumo, que se mantendría en los próximos meses; que las colocaciones hipotecarias continúan bastante estables y no registrarían cambios en adelante; que los créditos comerciales presentan una desaceleración algo más tenue que los de consumo; y que los referentes a comercio exterior muestran un rebote, principalmente asociado al mayor dinamismo de las importaciones. \ Asimismo, destaca que la tasa de desempleo alcanzó el mínimo de 6% principalmente por factores estacionales. Agrega que la tasa de crecimiento del empleo se ubicó en torno a 1,5% en el período agosto-septiembre y que a partir de esa fecha ha registrado un cierto repunte en el crecimiento del empleo, alcanzando actualmente cifras cercanas al 2%. Hace presente que la mayor creación del empleo se explica fundamentalmente por el aumento del empleo asalariado, tanto agrícola como de los sectores comercio y servicios. En materia de proyecciones, resalta la corrección del dato de demanda interna correspondiente al cuarto trimestre de 2012 desde 6,7% a 8,2%, que es la más importante respecto de lo contemplado en la Reunión previa, y que se explica en parte por la corrección del consumo desde 6,5% a 7,3%. Añade que también se ha revisado al alza el componente de inversión, tanto en construcción como en maquinarias y equipos, razón por la cual se ha reevaluado la proyección de la demanda interna para el primer trimestre de este año desde 7,3% hasta un 8%, así como también la del consumo privado desde 6,1% a 7,3%."
1,5435,34fa4a1097cadde33d7b21fa5e4e7b4656e839c6290806252253ca78494a9ed2,2013-03-14,7280,Kevin Cowan Logan,7299,Kevin Cowan Logan,ROL+NOMBRE,RPM-2013-03-14:T35,SIN_CONTINUIDAD_CONFIRMADA,ATRIBUCION_HEURISTICA_LEGADA,"El Gerente de División Política Financiera señor Kevin Cowan alude a los riesgos financieros, señalando que se dispone de instrumentos de primer nivel. En particular, indica que en el último Informe de Estabilidad Financiera se identificaron dos riesgos, el derivado de la banca mediana en el sector inmobiliario y el relativo a la flexibilidad cambiaría y las tasas de interés. En cuanto al primero, menciona que la Superintendencia de Bancos e Instituciones Financieras cuenta con herramientas específicas para abordar el riesgo inmobiliario, que se califican de primer nivel. En ese sentido, estima que es importante transmitir el análisis que se ha efectuado en el Comité de Estabilidad Financiera sobre la materia y que el avance de los planteamientos de esa Superintendencia sobre la forma de ir abordando estos riesgos constituye una medida que se puede calificar en ese nivel. En cuanto al tema de la flexibilidad cambiaría y las tasas de interés, plantea que resulta relativamente evidente que el interés por los activos chilenos y el consiguiente ingreso de capitales al país no es solo función de las tasas libres de riesgo externas. En su opinión, la discusión se centra actualmente en que más allá de los programas de Quantitative Easing y otras medidas, la perspectiva del retorno y riesgo sobre otros activos en las economías desarrolladas pueden tener efectos relevantes sobre la demanda de otros activos, tales como renta fija y renta variable. Por consiguiente, en la medida que la economía norteamericana se recupere, se podría advertir una menor demanda de no residentes por activos en Chile, lo cual debería tenerse presente en la oportunidad en que se definan las opciones de política, por cuanto hay ciertos márgenes que pueden abrirse conforme el escenario base siga mejorando. Por último, el señor Kevin Cowan manifiesta compartir la visión de que el escenario de riesgo sigue siendo muy complejo, porque la situación política financiera en Europa es de larga resolución. No obstante, estima que el escenario base ha mejorado en el margen y que, en ese contexto, se genera un espacio que debería ser objeto de análisis en el marco del próximo IPoM."
1,5435,34fa4a1097cadde33d7b21fa5e4e7b4656e839c6290806252253ca78494a9ed2,2013-03-14,7280,Kevin Cowan Logan,7300,Rodrigo Vergara Montes,SUJETO_ROL_NOMBRE,RPM-2013-03-14:T36,INICIO_EXPLICITO,,"Al no formularse otros comentarios, siendo la 13:25 horas, el Presidente señor Rodrigo Vergara suspende la presente Reunión y deja constancia que ella se reiniciará a las 15:30 horas para tratar las opciones de política monetaria."
1,5435,34fa4a1097cadde33d7b21fa5e4e7b4656e839c6290806252253ca78494a9ed2,2013-03-14,7280,Kevin Cowan Logan,7301,Consejo del Banco Central de Chile,ACTA/META,RPM-2013-03-14:T37,INSTITUCIONAL,,"A las 15:30 horas, se reanuda la Reunión de Política Monetaria N° 196, incorporándose a esta Sesión el Ministro de Hacienda señor Felipe Larraín."
1,5498,064278e3d4db9839e6847954db8734516c42038f26b2302423a3f678e9ce4ee5,2013-04-11,7348,Rodrigo Vergara Montes,7369,Rodrigo Vergara Montes,SUJETO_ROL_NOMBRE,RPM-2013-04-11:T47,INICIO_EXPLICITO,,"El Presidente señor Rodrigo Vergara agradece la presentación del Gerente de Análisis Macroeconómico señor Claudio Soto. Al no formularse otros comentarios, siendo la 13:15 horas, el Presidente señor Rodrigo Vergara suspende la presente Reunión y deja constancia que ella se reiniciará a las 15:30 horas para tratar las opciones de política monetaria."
1,5498,064278e3d4db9839e6847954db8734516c42038f26b2302423a3f678e9ce4ee5,2013-04-11,7348,Rodrigo Vergara Montes,7370,Consejo del Banco Central de Chile,ACTA/META,RPM-2013-04-11:T48,INSTITUCIONAL,,"A las 15:30 horas, se reanuda la Reunión de Política Monetaria N° 197, incorporándose a esta Sesión el Ministro de Hacienda señor Felipe Larraín."
1,5498,064278e3d4db9839e6847954db8734516c42038f26b2302423a3f678e9ce4ee5,2013-04-11,7348,Rodrigo Vergara Montes,7371,Rodrigo Vergara Montes,SUJETO_ROL_NOMBRE,RPM-2013-04-11:T49,INICIO_EXPLICITO,,"El Presidente señor Rodrigo Vergara deja constancia que la Reunión de Política Monetaria de octubre de 2013 se efectuará el día 17 de ese mes. A continuación, concede la palabra al Gerente de División Estudios señor Luis Óscar Herrera a fin de que presente al Consejo las Opciones de Política Monetaria que se han considerado en esta oportunidad."
1,5548,3e048d600b1e43dc30d64b5fc9ee391299a28db162385f96384582640846650a,2013-05-16,7401,Luis Óscar Herrera Barriga,7424,Luis Óscar Herrera Barriga,SUJETO_ROL_NOMBRE,RPM-2013-05-16:T32,INICIO_EXPLICITO,,"El Gerente de División Estudios señor Luis Óscar Herrera señala que dentro del diagnóstico de la coyuntura actual, no se puede desconocer que los últimos datos constituyen una sorpresa negativa, pero se trata de señales muy recientes y contradictorias en el caso de algunos indicadores que son más volátiles. Por lo tanto, se podría afirmar que la economía ha entrado en una trayectoria de desaceleración, cuya velocidad se desconoce, pero que otorga un grado mayor de seguridad acerca de que la convergencia deseada comienza a materializarse. En segundo término, hace presente que la sorpresa de carácter más permanente y duradero proviene de la inflación. Menciona que las expectativas inflacionarias no son todavía muy claras, porque difieren entre las reflejadas por las encuestas y los distintos precios financieros. Hace notar que estos últimos tienen implícita una inflación por debajo de la meta que de consolidarse daría cuenta de que hay una restricción no deseada de la política monetaria, en términos de que están aumentando las tasas de interés reales. Agrega que también son relevantes las rebajas de tasas de interés adoptadas por otras economías, lo que se traduce en que nuestra TPM sea más alta y restrictiva en términos relativos, con las consiguientes consecuencias cambiarias. A título de síntesis, expresa que más allá de las recientes señales de desaceleración del producto, es preciso destacar la persistencia de los bajos registros inflacionarios."
1,5548,3e048d600b1e43dc30d64b5fc9ee391299a28db162385f96384582640846650a,2013-05-16,7401,Luis Óscar Herrera Barriga,7425,Rodrigo Vergara Montes,SUJETO_ROL_NOMBRE,RPM-2013-05-16:T33,INICIO_EXPLICITO,,"Al no formularse otros comentarios, siendo la 13:25 horas, el Presidente señor Rodrigo Vergara suspende la presente Reunión y deja constancia que ella se reiniciará a las 15:30 horas para tratar las opciones de política monetaria."
1,5548,3e048d600b1e43dc30d64b5fc9ee391299a28db162385f96384582640846650a,2013-05-16,7401,Luis Óscar Herrera Barriga,7426,Consejo del Banco Central de Chile,ACTA/META,RPM-2013-05-16:T34,INSTITUCIONAL,,"A las 15:30 horas, se reanuda la Reunión de Política Monetaria N° 198, incorporándose a esta Sesión el Ministro de Hacienda señor Felipe Larraín."
1,5548,3e048d600b1e43dc30d64b5fc9ee391299a28db162385f96384582640846650a,2013-05-16,7401,Luis Óscar Herrera Barriga,7427,Rodrigo Vergara Montes,CONTEXTO_REVISADO,RPM-2013-05-16:T35,SIN_CONTINUIDAD_CONFIRMADA,,"Antes de procederse a la presentación de las Opciones de Política Monetaria que la Gerencia de División Estudios ha considerado en esta oportunidad, el Presidente señor Rodrigo Vergara concede la palabra al Gerente de Análisis Internacional señor Sergio Lehmann para que se refiera a las razones específicas que motivaron la rebaja de las tasas de política monetaria acordadas por el Banco de la Reserva de Australia y el Banco de Israel."
1;3,5615,4c88687d18bd0feb3553676f8ce31543c1cf9ee21e25b50458025844d64d8952,2013-06-13,7472,Luis Óscar Herrera Barriga,7498,Luis Óscar Herrera Barriga,SUJETO_ROL_NOMBRE,RPM-2013-06-13:T49,INICIO_EXPLICITO,,"El Gerente de División Estudios señor Luis Óscar Herrera señala que la sorpresa negativa en materia de actividad y demanda se ha concentrado en los componentes más volátiles, esto es, maquinarias, equipos e inventarios, razón por la cual las proyecciones del segundo semestre no contemplan una reversión de ello, manteniéndose la trayectoria anterior, por lo que en otros términos, no se ha traspasado esa información a un ajuste de dichas proyecciones. Sin perjuicio de ello, reconoce que ha aumentado el riesgo en orden a que ciertos efectos sorpresa vuelvan a repetirse en el segundo semestre, entre otras razones, por el deterioro que exhibe el escenario externo. Plantea que a partir de ello, deberían observarse efectos adicionales sobre el empleo, la confianza y el consumo. Agrega que la depreciación del tipo de cambio también debiera incidir en el consumo de durables e importaciones y en cuanto a la rapidez con que podrían materializarse los ajustes antedichos, expresa que estos no serían graduales, porque el consumo se sustenta sobre fundamentos sólidos. Por último, alude a la inflación y sobre el particular, señala que resulta poco probable que se registre un quiebre brusco de expectativas o de la inflación, porque existen algunas correcciones pendientes, la brecha es apretada y se suma la depreciación reciente del tipo de cambio. En consecuencia, si bien el escenario que de ello se deriva otorga un plazo para reaccionar y determinar cuál de estos escenarios se está materializando, reconoce que la economía enfrenta un riesgo mayor y que ninguna de las sorpresas mencionadas se encuentra incorporada en las proyecciones actuales."
1;3,5615,4c88687d18bd0feb3553676f8ce31543c1cf9ee21e25b50458025844d64d8952,2013-06-13,7472,Luis Óscar Herrera Barriga,7499,Claudio Soto Gamboa,CONTEXTO_REVISADO,RPM-2013-06-13:T50,SIN_CONTINUIDAD_CONFIRMADA,,"Antes de concluir la Sesión, el Gerente de Análisis Macroeconómico señor Claudio Soto precisa que el crecimiento de las importaciones en el mes de abril alcanzó a 12% en términos nominales y a 16% en términos reales, y que de acuerdo con la proyección para el mes de mayo, sería también mayor en términos reales."
1;3,5615,4c88687d18bd0feb3553676f8ce31543c1cf9ee21e25b50458025844d64d8952,2013-06-13,7472,Luis Óscar Herrera Barriga,7500,Rodrigo Vergara Montes,SUJETO_ROL_NOMBRE,RPM-2013-06-13:T51,INICIO_EXPLICITO,,"Al no formularse otros comentarios, siendo la 13:35 horas, el Presidente señor Rodrigo Vergara suspende la presente Reunión y deja constancia que ella se reiniciará a las 15:30 horas para tratar lo referente a las opciones de política monetaria."
1;3,5615,4c88687d18bd0feb3553676f8ce31543c1cf9ee21e25b50458025844d64d8952,2013-06-13,7472,Luis Óscar Herrera Barriga,7501,Consejo del Banco Central de Chile,ACTA/META,RPM-2013-06-13:T52,INSTITUCIONAL,,"A las 15:30 horas, se reanuda la Reunión de Política Monetaria N° 199, incorporándose a esta Sesión el Ministro de Hacienda señor Felipe Larraín."
