ID_Padre,SHA256_Texto_Padre,Campo,Antes,Despues,Texto
3811,004744d099a3eb017aa26042e2e2277c3a65010277c5e1c27a485df588e029a4,Relacion_Turno,INICIO_EXPLICITO,CONTINUIDAD_EXPLICITA,"El Consejero señor Enrique Marshall indica, a continuación, que las noticias del último mes configuran un panorama bastante más complejo que el visualizado con anterioridad. En el frente externo, señala que el crecimiento se ha afirmado y que los sentimientos de mercado han mejorado, destacando, al respecto, que las cifras provenientes de los países desarrollados han hecho una positiva contribución en ese sentido. Hace presente que las buenas noticias en materia de actividad se han visto acompañadas de alzas en las tasas largas y nuevos incrementos en los precios de las materias primas, y que esto último ha reforzado la preocupación por la evolución futura de la inflación, que ya no se circunscribe solo al mundo emergente, sino que se extiende a nivel global. Con todo, advierte que los riesgos para el escenario mundial identificados con anterioridad no han desaparecido, sobre todo los que responden a problemas estructurales cuya solución definitiva tomará algún tiempo. Sin embargo, sostiene que el foco de las preocupaciones se ha desplazado hacia los efectos de la recuperación en curso y los desafíos de política que esta conlleva para las autoridades. En el frente interno, comenta que las noticias en materia de actividad e inflación efectiva no han deparado grandes sorpresas, no obstante lo cual sí se han observado novedades en el comportamiento de los mercados financieros y cambíanos. Subraya, además, que el peso se ha apreciado, revirtiendo en parte el movimiento posterior al anuncio de la intervención cambiaría. En su opinión, ello parece responder principalmente a factores fundamentales, considerando que el precio del cobre ha alcanzado nuevos máximos históricos. / . Agrega que los mercados financieros locales han reaccionado a las noticias del último tiempo, que las expectativas de inflación de mediano plazo han aumentado y que, junto con ello, el apetito por papeles largos en pesos ha disminuido, con lo cual sus rendimientos se han elevado. El Consejero señor Enrique Marshall menciona, asimismo, que las cifras de actividad del último mes estuvieron levemente por debajo de lo esperado, pero que ello no configura un cambio de panorama en materia de crecimiento, destacando que tanto es así que la encuesta de expectativas volvió a arrojar un 6% de crecimiento proyectado para este año, lo que está en línea con las proyecciones del Banco. Plantea también que las condiciones que sostienen esta expansión se mantienen sólidas y que no se advierten cambios muy relevantes en un horizonte previsible, aclarando que se refiere, específicamente, a las expectativas de hogares y empresas, a los proyectos de inversión en carpeta, a las políticas crediticias de los bancos, y a la evolución del empleo y la masa salarial. A su juicio, todo ello conduce a reafirmar el panorama de crecimiento anticipado para los próximos trimestres. Hace presente, además, que las cifras de inflación efectiva tampoco resultaron sorpresivas y que, por el momento, dan cuenta de una trayectoria bastante normal, en línea con el proceso de gradual cierre de las holguras de capacidad. Sin embargo, subraya que las expectativas inflacionarias se han ajustado alza. Por el lado de los costos, indica que varios desarrollos requieren atención. En primer lugar, señala que está la evolución de las remuneraciones, que si bien crecen dentro de rangos acotados, su tasa de variación anual muestra una clara tendencia al alza, congruente con la significativa reducción de holguras que se observa en el mercado laboral. Comenta que en segundo lugar están las restricciones enfrentadas por el sector de generación y distribución eléctrica, las que podrían afectar los precios de cara a los consumidores y los costos de producción de las empresas; y que, finalmente, está la evolución del tipo de cambio. Al respecto, manifiesta que si bien en la Reunión de enero se anticipaba que la depreciación agregaría algunas décimas a la tasa de variación del IPC en el curso de los próximos meses, los desarrollos recientes introducen una nota de cautela e incertidumbre sobre la materia. En opinión del Consejero señor Enrique Marshall, con estos antecedentes se corrobora, en lo fundamental, la estrategia de política delineada en el último IPoM, lo que supone proseguir con el proceso de normalización monetaria. En esa perspectiva, estima que la opción de elevar la TPM en 25 puntos base surge con bastante claridad, argumentando que esta reafirmaría el compromiso del Banco con el proceso de normalización monetaria y el control de la inflación. Sostiene que una pausa no es una opción razonable, considerando los riesgos inflacionarios que se han incubado y las expectativas que el mercado tiene sobre los resultados de esta Reunión. Al respecto, señala que la decisión de mantener generaría confusión y podría comprometer la credibilidad en el accionar del Banco. Agrega que un alza de 50 puntos base tampoco le parece una opción razonable, porque entregaría una señal de atraso o premura, que no se condice con el diagnóstico del Instituto Emisor ni con las señales entregadas en lo más reciente. Plantea que una decisión de este tipo generaría también ruido en el mercado. El Consejero señor Enrique Marshall prosigue, indicando que las expectativas de inflación han aumentado y que ello requiere de un cuidadoso análisis y seguimiento, pero que no le parece prudente sobre reaccionar en estos momentos. A su juicio, lo importante es reafirmar el compromiso antiinflacionario del Banco y que ello se logra con un alza de 25 puntos base en esta Reunión. Por cierto, enfatiza que no se puede descartar que la normalización deba ir algo más rápido que lo visualizado, pero que este es un asunto que deberá ser analizado en las próximas Reuniones. En razón de lo expuesto, el Consejero señor Enrique Marshall vota por aumentar la TPM en 25 puntos base para dejada en 3,5%."
5231,1165efb10ed3873613a9d39565c20713ebaa28d4ff4cf4e3c4f5184ce20f8d40,Fuente_Actor,NOMBRE+VERBO,SUJETO_NOMBRE,"El señor Sergio Lehmann se compromete a revisar las cifras en detalle para determinar las razones que lo explicarían. En todo caso, indica que los CDS soberanos muestran movimientos bastante acotados y que en Italia registraron una variación marginal con motivo del anuncio de renuncia del Primer Ministro Mario Monti. A continuación se refiere a la caída que exhiben los spreads bancarios, que obedecería en parte a una positiva mirada sobre la forma en que se conduce el proceso en materia de supervisión bancaria, así como lo referente a la ayuda comprometida por la Unión Europea a la banca española."
5231,1165efb10ed3873613a9d39565c20713ebaa28d4ff4cf4e3c4f5184ce20f8d40,Motivos_Revision,ATRIBUCION_HEURISTICA_LEGADA,,"El señor Sergio Lehmann se compromete a revisar las cifras en detalle para determinar las razones que lo explicarían. En todo caso, indica que los CDS soberanos muestran movimientos bastante acotados y que en Italia registraron una variación marginal con motivo del anuncio de renuncia del Primer Ministro Mario Monti. A continuación se refiere a la caída que exhiben los spreads bancarios, que obedecería en parte a una positiva mirada sobre la forma en que se conduce el proceso en materia de supervisión bancaria, así como lo referente a la ayuda comprometida por la Unión Europea a la banca española."
5231,1165efb10ed3873613a9d39565c20713ebaa28d4ff4cf4e3c4f5184ce20f8d40,Relacion_Turno,SIN_CONTINUIDAD_CONFIRMADA,INICIO_EXPLICITO,"El señor Sergio Lehmann se compromete a revisar las cifras en detalle para determinar las razones que lo explicarían. En todo caso, indica que los CDS soberanos muestran movimientos bastante acotados y que en Italia registraron una variación marginal con motivo del anuncio de renuncia del Primer Ministro Mario Monti. A continuación se refiere a la caída que exhiben los spreads bancarios, que obedecería en parte a una positiva mirada sobre la forma en que se conduce el proceso en materia de supervisión bancaria, así como lo referente a la ayuda comprometida por la Unión Europea a la banca española."
5647,09ec80183f30efee597fe32f0ee0cc3a8e631cd90dc74017e7cb5597d278623c,Motivos_Revision,,POSIBLE_OTRO_HABLANTE_O_MENCION,"El Presidente señor Rodrigo Vergara observa que las variaciones que acumulan las paridades desde el mes de diciembre de 2012 a la fecha difieren de las informadas por la Gerencia de Análisis Internacional en forma diaria, por lo que el señor Sergio Lehmann se compromete a revisar dicha información. En lo atinente a las intervenciones cambiarías, hace presente que Perú ha vendido dólares estadounidenses con el propósito de moderar la depreciación de su moneda; en Brasil no se han adoptado acciones directas en el mercado cambiario, pero sí algunas medidas tendientes a proveer liquidez en dólares estadounidenses que no han sido muy efectivas para reducir las presiones de depreciación sobre el real; y, Colombia ha reducido su programa de compra de dólares. Por otra parte, añade que la República de Corea ha desacumulado reservas internacionales, generando una leve apreciación de su moneda."
