ID_Padre,SHA256_Texto_Padre,ID_Antes,ID_Actual,Actor,Relacion_Antes,Relacion_Actual,Turno_Antes,Turno_Actual,Texto
3967,dbdf2018b30b0cdad402535ccb29046f10eb63d0fdc4ad9414c46a7f75c49e36,5588,5593,Enrique Marshall Rivera,INICIO_EXPLICITO,CONTINUIDAD_EXPLICITA,RPM-2011-04-12:T76,RPM-2011-04-12:T76,"El Consejero señor Enrique Marshall plantea que el principal impulso para la actividad proviene de la demanda interna, que sigue mostrando un elevado dinamismo, favorecido por expectativas que son en general positivas, condiciones financieras que apoyan la expansión del crédito y un crecimiento apreciable de la masa salarial, que resulta de la evolución tanto del empleo como de los salarios. En todo caso, indica que un factor de riesgo que debe ser monitoreado es que la demanda no se modere en los términos contemplados en las proyecciones internas. Hace presente que la inflación se muestra al alza, de acuerdo con lo anticipado Al respecto, precisa que la inflación total, después de su último registro, ha sobrepasado el 3% y que la subyacente, desde niveles más bajos, sigue la misma tendencia. Subraya que esta trayectoria alcista, que permanecerá por algún tiempo, despierta bastante preocupación y que ello responde, en lo fundamental, a la evolución de los precios de los combustibles y los alimentos, especificando que en el caso del petróleo, este se ha instalado en niveles por sobre los anticipados y continúa subiendo. Señala, además, que se sabe, por experiencia propia, que los incrementos en el precio del petróleo se transmiten con rapidez a los precios internos, y que es por ello que los desarrollos recientes han reafirmado esta preocupación por la inflación. Por el lado de los costos, destaca que un antecedente que debe ser mencionado es que los salarios siguen aumentando a un ritmo relevante, y que también requiere atención la evolución del costo de generación de la energía eléctrica. Comenta que, como resultado de todo ello, las expectativas de inflación se mantienen altas e incluso han vuelto a subir como lo recogen algunos indicadores, y que las expectativas para la TPM se han ajustado al alza en el corto plazo, sugiriendo un adelantamiento de la normalización monetaria. Sin embargo, hace notar que no se advierte un desplazamiento generalizado de la curva de tasas, puesto que los niveles a los cuales se espera que converja la TPM en el horizonte de política no han cambiado sustancialmente. Plantea que de este cuadro macroeconómico, que no difiere en lo sustancial con el descrito en el reciente IPoM, se deduce con claridad la necesidad de proseguir con la normalización de la política monetaria. El Consejero señor Enrique Marshall declara coincidir con las opciones que presenta la Minuta de Opciones de la Gerencia de División Estudios y concuerda, al mismo tiempo, con que un alza de 50 puntos base es la alternativa más adecuada en estas circunstancias. A su juicio, esta opción es muy coherente con las señales entregadas al mercado y reforzaría el compromiso del Banco Central por lograr que la inflación, afectada transitoriamente por factores no controlables, converja nuevamente a la meta en un horizonte de mediano plazo. Además, estima que un alza de 50 puntos constituye un mejor seguro frente a dos riesgos relevantes que se enfrentan, como son una nueva escalada del precio del petróleo y un comportamiento más dinámico de la demanda interna. Sostiene que son riesgos que, de materializarse, tendrían un impacto no menor sobre la trayectoria de la inflación, particularmente si ambos se presentan en forma conjunta. Argumenta también que como la TPM se encuentra todavía por debajo de su nivel neutral, existe espacio para adelantar un tanto la normalización monetaria, sin comprometer excesivamente los próximos pasos. Por último, hace presente que el mercado espera un alza de la magnitud sugerida, de manera que la decisión debería ser bien asimilada. Por todo lo anterior, el Consejero señor Enrique Marshall vota por subir la TPM en 50 puntos base, para dejada en 4,5%."
