ID_Padre,Tipo,SHA256_Texto_Padre,Version,ID,Id_Sesion,Fecha,Actor_Original,Actor_Final,Actor_Corregido,Rol_Fuente,Rol_Final,Rol_Corregido,Rol_Detectado_Texto,Rol_Lista_Asistencia,Fuente_Rol,Tipo_Acta,Fuente_Actor,Página,Texto,Tema_Original,Tema_Categoria,Palabra_Clave_Original,Palabra_Clave_Categoria,Texto_Truncado,Duplicado_Exacto,Duplicado_Formula,Nota,ID_Intervencion,Numero_Segmento,Fuente_Texto,Duplicado_Exacto_Origen,Duplicado_Formula_Origen,ID_Bloque_Texto,Estado_Revision,Motivos_Revision,ID_Turno,Relacion_Turno,ID_Antecedente_Continuidad,ID_Ancla_Actor
1871,ESTRUCTURAL,90c9661e04af4f00dc1ec77663bf1f1b899069663a251bf79b603a34e596f147,Antes,2575,RPM-2008-06-10,2008-06-10 00:00:00,José De Gregorio Rebeco,José De Gregorio Rebeco,NO,Presidente del Banco Central,Presidente del Banco Central,NO,,Presidente del Banco Central,LISTA_ASISTENCIA,,SUJETO_ROL_SESION,11,"El señor Presidente comenta que los precios de estos tres productos agrícolas casi se triplican comparados con el año 2002, lo que comparte el señor Lehmann, quien agrega que lo más decidor es que se prevé que se mantendrán en esos niveles hasta el año 2017, por lo menos.",Análisis del escenario macroeconómico internacional,escenario_internacional,escenario internacional,escenario_internacional,NO,NO,NO,Rol según lista de asistencia: Presidente del Banco Central,RPM-2008-06-10:1871:1,1,XLSX_ORIGINAL,NO,NO,RPM-2008-06-10:1871:B1,SIN_ALERTAS_AUTOMATICAS,,RPM-2008-06-10:T44,INICIO_EXPLICITO,,RPM-2008-06-10:1871:1
1871,ESTRUCTURAL,90c9661e04af4f00dc1ec77663bf1f1b899069663a251bf79b603a34e596f147,Antes,2576,RPM-2008-06-10,2008-06-10 00:00:00,José De Gregorio Rebeco,Sergio Lehmann Beresi,SI,Presidente del Banco Central,Gerente de Análisis Internacional,SI,,Gerente de Análisis Internacional,LISTA_ASISTENCIA,,SUJETO_ROL_NOMBRE,11,"Finalmente, el Gerente señor Lehmann menciona que en materia de proyecciones en el precio del cobre, no hay un cambio significativo, y tampoco en el precio de cereales, ya que los movimientos que tuvieron están anticipados en las proyecciones que ya se tenían. Comenta que lo claramente novedoso está en el petróleo y en la gasolina, que se revisan al alza en línea con los movimientos de los futuros.",Análisis del escenario macroeconómico internacional,escenario_internacional,escenario internacional,escenario_internacional,NO,NO,NO,Rol según lista de asistencia: Gerente de Análisis Internacional,RPM-2008-06-10:1871:2,2,XLSX_ORIGINAL,NO,NO,RPM-2008-06-10:1871:B2,SIN_ALERTAS_AUTOMATICAS,,RPM-2008-06-10:T45,INICIO_EXPLICITO,,RPM-2008-06-10:1871:2
1871,ESTRUCTURAL,90c9661e04af4f00dc1ec77663bf1f1b899069663a251bf79b603a34e596f147,Antes,2577,RPM-2008-06-10,2008-06-10 00:00:00,José De Gregorio Rebeco,José De Gregorio Rebeco,NO,Presidente del Banco Central,Presidente del Banco Central,NO,,Presidente del Banco Central,LISTA_ASISTENCIA,,SUJETO_ROL_NOMBRE,11,"A continuación, el Presidente señor José De Gregorio ofrece la palabra al Gerente de Análisis Macroeconómico señor Claudio Soto Gamboa, para que presente la exposición sobre la parte nacional.",Análisis del escenario macroeconómico internacional,escenario_internacional,escenario internacional,escenario_internacional,NO,NO,NO,Rol según lista de asistencia: Presidente del Banco Central,RPM-2008-06-10:1871:3,3,XLSX_ORIGINAL,NO,NO,RPM-2008-06-10:1871:B3,SIN_ALERTAS_AUTOMATICAS,,RPM-2008-06-10:T46,INICIO_EXPLICITO,,RPM-2008-06-10:1871:3
1871,ESTRUCTURAL,90c9661e04af4f00dc1ec77663bf1f1b899069663a251bf79b603a34e596f147,Despues,2575,RPM-2008-06-10,2008-06-10 00:00:00,José De Gregorio Rebeco,José De Gregorio Rebeco,NO,Presidente del Banco Central,Presidente del Banco Central,NO,,Presidente del Banco Central,LISTA_ASISTENCIA,,SUJETO_ROL_SESION,11,"El señor Presidente comenta que los precios de estos tres productos agrícolas casi se triplican comparados con el año 2002,",Análisis del escenario macroeconómico internacional,escenario_internacional,escenario internacional,escenario_internacional,NO,NO,NO,Rol según lista de asistencia: Presidente del Banco Central,RPM-2008-06-10:1871:1,1,XLSX_ORIGINAL,NO,NO,RPM-2008-06-10:1871:B1,PENDIENTE_REVISION,FINAL_SIN_PUNTUACION,RPM-2008-06-10:T44,INICIO_EXPLICITO,,RPM-2008-06-10:1871:1
1871,ESTRUCTURAL,90c9661e04af4f00dc1ec77663bf1f1b899069663a251bf79b603a34e596f147,Despues,2576,RPM-2008-06-10,2008-06-10 00:00:00,José De Gregorio Rebeco,Sergio Lehmann Beresi,SI,Presidente del Banco Central,Gerente de Análisis Internacional,SI,,Gerente de Análisis Internacional,LISTA_ASISTENCIA,,CONTEXTO_REVISADO,11,"lo que comparte el señor Lehmann, quien agrega que lo más decidor es que se prevé que se mantendrán en esos niveles hasta el año 2017, por lo menos.",Análisis del escenario macroeconómico internacional,escenario_internacional,escenario internacional,escenario_internacional,NO,NO,NO,Hablante por contexto documentado: HAB-20260908-L23-1871-124 (data/curation/revisiones_hablantes.json; no cotejo PDF); Rol según lista de asistencia: Gerente de Análisis Internacional,RPM-2008-06-10:1871:2,2,XLSX_ORIGINAL,NO,NO,RPM-2008-06-10:1871:B2,SIN_ALERTAS_AUTOMATICAS,,RPM-2008-06-10:T45,SIN_CONTINUIDAD_CONFIRMADA,,
1871,ESTRUCTURAL,90c9661e04af4f00dc1ec77663bf1f1b899069663a251bf79b603a34e596f147,Despues,2577,RPM-2008-06-10,2008-06-10 00:00:00,José De Gregorio Rebeco,Sergio Lehmann Beresi,SI,Presidente del Banco Central,Gerente de Análisis Internacional,SI,,Gerente de Análisis Internacional,LISTA_ASISTENCIA,,SUJETO_ROL_NOMBRE,11,"Finalmente, el Gerente señor Lehmann menciona que en materia de proyecciones en el precio del cobre, no hay un cambio significativo, y tampoco en el precio de cereales, ya que los movimientos que tuvieron están anticipados en las proyecciones que ya se tenían. Comenta que lo claramente novedoso está en el petróleo y en la gasolina, que se revisan al alza en línea con los movimientos de los futuros.",Análisis del escenario macroeconómico internacional,escenario_internacional,escenario internacional,escenario_internacional,NO,NO,NO,Rol según lista de asistencia: Gerente de Análisis Internacional,RPM-2008-06-10:1871:3,3,XLSX_ORIGINAL,NO,NO,RPM-2008-06-10:1871:B3,SIN_ALERTAS_AUTOMATICAS,,RPM-2008-06-10:T46,INICIO_EXPLICITO,,RPM-2008-06-10:1871:3
1871,ESTRUCTURAL,90c9661e04af4f00dc1ec77663bf1f1b899069663a251bf79b603a34e596f147,Despues,2578,RPM-2008-06-10,2008-06-10 00:00:00,José De Gregorio Rebeco,José De Gregorio Rebeco,NO,Presidente del Banco Central,Presidente del Banco Central,NO,,Presidente del Banco Central,LISTA_ASISTENCIA,,SUJETO_ROL_NOMBRE,11,"A continuación, el Presidente señor José De Gregorio ofrece la palabra al Gerente de Análisis Macroeconómico señor Claudio Soto Gamboa, para que presente la exposición sobre la parte nacional.",Análisis del escenario macroeconómico internacional,escenario_internacional,escenario internacional,escenario_internacional,NO,NO,NO,Rol según lista de asistencia: Presidente del Banco Central,RPM-2008-06-10:1871:4,4,XLSX_ORIGINAL,NO,NO,RPM-2008-06-10:1871:B4,SIN_ALERTAS_AUTOMATICAS,,RPM-2008-06-10:T47,INICIO_EXPLICITO,,RPM-2008-06-10:1871:4
2027,ESTRUCTURAL,ec828c142ff8416a1ccabb28ecfaac6c9a2c30c3428472e17562e47b1ad618f2,Antes,2802,RPM-2008-08-14,2008-08-14 00:00:00,Jorge Desormeaux Jiménez,Jorge Desormeaux Jiménez,NO,Vicepresidente del Banco Central,Vicepresidente del Banco Central,NO,,Vicepresidente del Banco Central,LISTA_ASISTENCIA,,SUJETO_ROL_NOMBRE,16,"El Vicepresidente señor Desormeaux agrega que le da la impresión de que las cifras de la Universidad de Chile registran una baja en la tasa de desempleo, lo que confirma el Gerente de Análisis Macroeconómico señor Soto.",Evolución del mercado laboral y empleo,mercado_laboral,mercado laboral,mercado_laboral,NO,NO,NO,Rol según lista de asistencia: Vicepresidente del Banco Central,RPM-2008-08-14:2027:1,1,XLSX_ORIGINAL,NO,NO,RPM-2008-08-14:2027:B1,SIN_ALERTAS_AUTOMATICAS,,RPM-2008-08-14:T69,INICIO_EXPLICITO,,RPM-2008-08-14:2027:1
2027,ESTRUCTURAL,ec828c142ff8416a1ccabb28ecfaac6c9a2c30c3428472e17562e47b1ad618f2,Despues,2803,RPM-2008-08-14,2008-08-14 00:00:00,Jorge Desormeaux Jiménez,Jorge Desormeaux Jiménez,NO,Vicepresidente del Banco Central,Vicepresidente del Banco Central,NO,,Vicepresidente del Banco Central,LISTA_ASISTENCIA,,SUJETO_ROL_NOMBRE,16,"El Vicepresidente señor Desormeaux agrega que le da la impresión de que las cifras de la Universidad de Chile registran una baja en la tasa de desempleo,",Evolución del mercado laboral y empleo,mercado_laboral,mercado laboral,mercado_laboral,NO,NO,NO,Rol según lista de asistencia: Vicepresidente del Banco Central,RPM-2008-08-14:2027:1,1,XLSX_ORIGINAL,NO,NO,RPM-2008-08-14:2027:B1,PENDIENTE_REVISION,FINAL_SIN_PUNTUACION,RPM-2008-08-14:T69,INICIO_EXPLICITO,,RPM-2008-08-14:2027:1
2027,ESTRUCTURAL,ec828c142ff8416a1ccabb28ecfaac6c9a2c30c3428472e17562e47b1ad618f2,Despues,2804,RPM-2008-08-14,2008-08-14 00:00:00,Jorge Desormeaux Jiménez,Claudio Soto Gamboa,SI,Vicepresidente del Banco Central,Gerente de Análisis Macroeconómico,SI,,Gerente de Análisis Macroeconómico,LISTA_ASISTENCIA,,CONTEXTO_REVISADO,16,lo que confirma el Gerente de Análisis Macroeconómico señor Soto.,Evolución del mercado laboral y empleo,mercado_laboral,mercado laboral,mercado_laboral,NO,NO,NO,Hablante por contexto documentado: HAB-20260908-L23-2027-154 (data/curation/revisiones_hablantes.json; no cotejo PDF); Rol según lista de asistencia: Gerente de Análisis Macroeconómico,RPM-2008-08-14:2027:2,2,XLSX_ORIGINAL,NO,NO,RPM-2008-08-14:2027:B2,SIN_ALERTAS_AUTOMATICAS,,RPM-2008-08-14:T70,SIN_CONTINUIDAD_CONFIRMADA,,
