"ID_Intervencion","Inicio_Fila_En_Padre","Posicion_En_Fila","Prefijo_Personal","Constancia_Y_Residuo","SHA256_Fila","Alcance"
"RPM-2012-04-17:4788:1","0","1947","El Presidente señor Rodrigo Vergara destaca que la inflación sorprendió a la baja en marzo pasado y que las expectativas no presentan cambios significativos con respecto a la Reunión anterior. Sobre el particular, plantea que a pesar de la baja reciente en el precio de las materias primas ya mencionada, tanto el petróleo como los alimentos siguen con sus precios elevados, y que si a ello se le suma un mercado laboral estrecho y brechas de capacidad cerradas, se puede apreciar que los riegos de mayor inflación han aumentado con respecto a fines del año pasado. Añade que el riesgo de un escenario externo mucho más adverso, con efectos a la baja en actividad y precios internacionales, sigue presente, pero que su probabilidad de ocurrencia es menor que hace unos meses. En estas circunstancias, indica que las opciones que la Gerencia de División Estudios ha presentado al Consejo son las más razonables. En cuanto a subir la TPM, señala que esa alternativa sería concordante con mayores riesgos inflacionarios. No obstante, estima que es todavía temprano para apartarse del escenario base, más aún tomando en cuenta los registros de inflación subyacente que siguen estando, en general, en la parte baja del rango de proyección. Además, considera que las expectativas en el horizonte de proyección se mantienen ancladas en la meta. Por último, recuerda que el mercado espera alzas en la TPM, pero solo a partir de los últimos meses de este año. En razón de lo anterior, el Presidente señor Rodrigo Vergara plantea que la opción de mantener la TPM es lo adecuado en esta oportunidad, y que en las próximas Reuniones se considerará si las condiciones cambian o se acercan más a algunos de los escenarios de riesgos contemplados. Por último, manifiesta ser partidario de mantener el tono del Comunicado anterior. El Presidente señor Rodrigo Vergara señala que en mérito de los fundamentos expuestos, su voto es por mantener la TPM en 5% anual. ","En consecuencia, el Presidente señor Rodrigo Vergara deja constancia que se acuerda por unanimidad de los señores Consejeros mantener la TPM en 5,0% anual. Sesión N° 184 Página 23 de 26","519d76f642b1c94f6fddf6edbfba4d10c8c24a4c1bfb430b1dfde7c9fe611715","PROPUESTA_FUNCIONAL_NO_APLICADA_NO_CAMBIO_DE_HABLANTE"
"RPM-2012-05-17:4849:1","0","154","El Presidente señor Rodrigo Vergara señala que en mérito de los fundamentos expuestos, su voto es por mantener la Tasa de Política Monetaria en 5% anual. ","En consecuencia, el Presidente señor Rodrigo Vergara deja constancia que se acuerda por unanimidad de los señores Consejeros mantener la Tasa de Política Monetaria en 5,0% anual.","e2fda683ad674251b93d2016f4b509533ffbcdc12cea79f18470e8f79afc137b","PROPUESTA_FUNCIONAL_NO_APLICADA_NO_CAMBIO_DE_HABLANTE"
"RPM-2012-06-14:4899:1","0","220","El Presidente señor Rodrigo Vergara señala que en mérito de los fundamentos expuestos, su voto es por mantener la TPM en 5% anual. Asimismo, sugiere mantener el tono y la neutralidad en el sesgo del Comunicado anterior. ","En consecuencia, el Presidente señor Rodrigo Vergara deja constancia que se acuerda por unanimidad de los señores Consejeros mantener la Tasa de Política Monetaria en 5,0% anual.","7d90b764b49deb901eab545b74550b541aba5449f8629e8784397ca6a7609b71","PROPUESTA_FUNCIONAL_NO_APLICADA_NO_CAMBIO_DE_HABLANTE"
