ID_Turno,Fecha,Anio,Actor_Final,Rol_Final,Grupo_Actor,Naturaleza_Turno,Palabras,Lex_Score,HD_Score_Modelo,HD_Clase_Modelo,Margen,HD_Confianza_Modelo,En_Universo_Entrenado,En_Muestra_500,HD_Score_Oro,HD_Clase_Oro
RPM-2005-01-11:T1,2005-01-11,2005,Consejo del Banco Central de Chile,Consejo,CONSEJO,INSTITUCIONAL,184,0.0,-0.5029,DOVISH,0.192,0.5649,false,false,,
RPM-2005-01-11:T2,2005-01-11,2005,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,INTERVENCION,23,0.0,-0.0539,NEUTRAL,0.717,0.8293,false,false,,
RPM-2005-01-11:T3,2005-01-11,2005,Pablo García Silva,Gerente de Análisis Macroeconómico,STAFF,INTERVENCION,2675,0.1059,-0.0018,NEUTRAL,0.8945,0.9303,true,false,,
RPM-2005-01-11:T4,2005-01-11,2005,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,INTERVENCION,22,0.0,-0.2497,NEUTRAL,0.4079,0.6885,false,false,,
RPM-2005-01-11:T5,2005-01-11,2005,Nicolás Eyzaguirre Guzmán,Ministro de Hacienda,HACIENDA,INTERVENCION,40,0.0,-0.2782,NEUTRAL,0.1084,0.4983,false,false,,
RPM-2005-01-11:T6,2005-01-11,2005,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,INTERVENCION,75,0.0,-0.0186,NEUTRAL,0.9356,0.9632,false,false,,
RPM-2005-01-11:T7,2005-01-11,2005,Rodrigo Valdés Pulido,Gerente de División Estudios,STAFF,INTERVENCION,42,0.0,0.0019,NEUTRAL,0.9784,0.9863,false,false,,
RPM-2005-01-11:T8,2005-01-11,2005,Nicolás Eyzaguirre Guzmán,Ministro de Hacienda,HACIENDA,INTERVENCION,26,0.0,0.0725,NEUTRAL,0.7223,0.839,false,false,,
RPM-2005-01-11:T9,2005-01-11,2005,José De Gregorio Rebeco,Vicepresidente del Banco Central,CONSEJO,INTERVENCION,46,0.0,-0.0143,NEUTRAL,0.7877,0.8632,false,false,,
RPM-2005-01-11:T10,2005-01-11,2005,Manuel Marfán Lewis,Consejero,CONSEJO,INTERVENCION,36,0.0,0.1772,NEUTRAL,0.5135,0.7348,false,false,,
RPM-2005-01-11:T11,2005-01-11,2005,Luis Óscar Herrera Barriga,Gerente de División Política Financiera,STAFF,INTERVENCION,98,0.0,-0.0123,NEUTRAL,0.9664,0.9817,false,false,,
RPM-2005-01-11:T12,2005-01-11,2005,Esteban Jadresic Marinovic,Gerente de División Internacional,STAFF,INTERVENCION,137,0.0,-0.0019,NEUTRAL,0.9515,0.9683,false,false,,
RPM-2005-01-11:T13,2005-01-11,2005,Nicolás Eyzaguirre Guzmán,Ministro de Hacienda,HACIENDA,INTERVENCION,54,0.0,-0.013,NEUTRAL,0.9345,0.9607,false,false,,
RPM-2005-01-11:T14,2005-01-11,2005,Pablo García Silva,Gerente de Análisis Macroeconómico,STAFF,INTERVENCION,65,0.0,0.0445,NEUTRAL,0.8564,0.9191,false,false,,
RPM-2005-01-11:T15,2005-01-11,2005,Nicolás Eyzaguirre Guzmán,Ministro de Hacienda,HACIENDA,INTERVENCION,40,0.0,0.6164,HAWKISH,0.2504,0.6223,false,false,,
RPM-2005-01-11:T16,2005-01-11,2005,Pablo García Silva,Gerente de Análisis Macroeconómico,STAFF,INTERVENCION,116,0.0,-0.3216,NEUTRAL,0.2779,0.6258,false,false,,
RPM-2005-01-11:T17,2005-01-11,2005,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,INTERVENCION,56,0.0,-0.066,NEUTRAL,0.8464,0.9196,false,false,,
RPM-2005-01-11:T18,2005-01-11,2005,Nicolás Eyzaguirre Guzmán,Ministro de Hacienda,HACIENDA,INTERVENCION,38,0.0,-0.5216,DOVISH,0.4733,0.665,false,false,,
RPM-2005-01-11:T19,2005-01-11,2005,Ricardo Vicuña Poblete,Gerente de Información e Investigación Estadística,STAFF,INTERVENCION,112,0.0,0.0273,NEUTRAL,0.6693,0.7887,false,false,,
RPM-2005-01-11:T20,2005-01-11,2005,Manuel Marfán Lewis,Consejero,CONSEJO,INTERVENCION,64,0.0,-0.0727,NEUTRAL,0.8052,0.8944,false,false,,
RPM-2005-01-11:T21,2005-01-11,2005,Pablo García Silva,Gerente de Análisis Macroeconómico,STAFF,INTERVENCION,117,0.0,-0.24,NEUTRAL,0.4095,0.6863,false,false,,
RPM-2005-01-11:T22,2005-01-11,2005,Jorge Desormeaux Jiménez,Consejero,CONSEJO,INTERVENCION,60,0.0,0.0791,NEUTRAL,0.8226,0.9081,false,false,,
RPM-2005-01-11:T23,2005-01-11,2005,Pablo García Silva,Gerente de Análisis Macroeconómico,STAFF,INTERVENCION,63,0.0,-0.021,NEUTRAL,0.9528,0.9755,false,false,,
RPM-2005-01-11:T24,2005-01-11,2005,Nicolás Eyzaguirre Guzmán,Ministro de Hacienda,HACIENDA,INTERVENCION,18,0.0,0.3672,HAWKISH,0.1803,0.5158,false,false,,
RPM-2005-01-11:T25,2005-01-11,2005,Pablo García Silva,Gerente de Análisis Macroeconómico,STAFF,INTERVENCION,25,0.0,-0.1281,NEUTRAL,0.4612,0.6835,false,false,,
RPM-2005-01-11:T26,2005-01-11,2005,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,INTERVENCION,23,0.0,-0.0666,NEUTRAL,0.7837,0.878,false,false,,
RPM-2005-01-11:T27,2005-01-11,2005,Consejo del Banco Central de Chile,Consejo,CONSEJO,INSTITUCIONAL,40,0.0,0.0013,NEUTRAL,0.8398,0.8937,false,false,,
RPM-2005-01-11:T28,2005-01-11,2005,Nicolás Eyzaguirre Guzmán,Ministro de Hacienda,HACIENDA,INTERVENCION,107,-0.2,-0.5224,DOVISH,0.5224,0.7084,false,false,,
RPM-2005-01-11:T29,2005-01-11,2005,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,INTERVENCION,299,0.4286,0.9625,HAWKISH,0.9563,0.973,true,true,0.5,HAWKISH
RPM-2005-01-11:T30,2005-01-11,2005,Nicolás Eyzaguirre Guzmán,Ministro de Hacienda,HACIENDA,INTERVENCION,63,0.0,0.2174,NEUTRAL,0.3529,0.641,false,false,,
RPM-2005-01-11:T31,2005-01-11,2005,José De Gregorio Rebeco,Vicepresidente del Banco Central,CONSEJO,INTERVENCION,266,0.0,0.2122,HAWKISH,0.2032,0.4718,true,false,,
RPM-2005-01-11:T32,2005-01-11,2005,Nicolás Eyzaguirre Guzmán,Ministro de Hacienda,HACIENDA,INTERVENCION,194,0.0,0.8521,HAWKISH,0.7417,0.8646,true,false,,
RPM-2005-01-11:T33,2005-01-11,2005,Rodrigo Valdés Pulido,Gerente de División Estudios,STAFF,INTERVENCION,263,0.0,0.0869,NEUTRAL,0.7785,0.8813,true,true,0.25,NEUTRAL
RPM-2005-01-11:T34,2005-01-11,2005,Nicolás Eyzaguirre Guzmán,Ministro de Hacienda,HACIENDA,INTERVENCION,203,0.0,0.2212,NEUTRAL,0.0548,0.4436,true,false,,
RPM-2005-01-11:T35,2005-01-11,2005,Manuel Marfán Lewis,Consejero,CONSEJO,INTERVENCION,284,0.0,0.075,NEUTRAL,0.686,0.8157,true,false,,
RPM-2005-01-11:T36,2005-01-11,2005,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,INTERVENCION,69,0.0,-0.0366,NEUTRAL,0.8595,0.9185,false,false,,
RPM-2005-01-11:T37,2005-01-11,2005,Rodrigo Valdés Pulido,Gerente de División Estudios,STAFF,INTERVENCION,950,0.4286,0.2276,NEUTRAL,0.5115,0.7502,true,false,,
RPM-2005-01-11:T38,2005-01-11,2005,Rodrigo Valdés Pulido,Gerente de División Estudios,STAFF,INTERVENCION,172,0.0,0.8884,HAWKISH,0.7947,0.8944,true,false,,
RPM-2005-01-11:T39,2005-01-11,2005,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,INTERVENCION,10,0.0,-0.0636,NEUTRAL,0.7575,0.8595,false,false,,
RPM-2005-01-11:T40,2005-01-11,2005,Klaus Schmidt-Hebbel Dunker,Gerente de Investigación Económica,STAFF,INTERVENCION,194,0.0,0.9523,HAWKISH,0.9438,0.9654,true,true,0.75,HAWKISH
RPM-2005-01-11:T41,2005-01-11,2005,Nicolás Eyzaguirre Guzmán,Ministro de Hacienda,HACIENDA,INTERVENCION,306,0.0,-0.1732,NEUTRAL,0.5755,0.7748,true,true,0.25,NEUTRAL
RPM-2005-01-11:T42,2005-01-11,2005,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,INTERVENCION,132,0.0,0.6482,HAWKISH,0.3899,0.6794,false,false,,
RPM-2005-01-11:T43,2005-01-11,2005,José De Gregorio Rebeco,Vicepresidente del Banco Central,CONSEJO,INTERVENCION,165,0.0,0.0053,NEUTRAL,0.9374,0.96,true,false,,
RPM-2005-01-11:T44,2005-01-11,2005,Rodrigo Valdés Pulido,Gerente de División Estudios,STAFF,INTERVENCION,34,0.0,0.5552,HAWKISH,0.4043,0.6532,false,false,,
RPM-2005-01-11:T45,2005-01-11,2005,Luis Óscar Herrera Barriga,Gerente de División Política Financiera,STAFF,INTERVENCION,121,0.0,-0.0022,NEUTRAL,0.8822,0.9222,false,false,,
RPM-2005-01-11:T46,2005-01-11,2005,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,INTERVENCION,12,0.0,0.0279,NEUTRAL,0.8831,0.9313,false,false,,
RPM-2005-01-11:T47,2005-01-11,2005,Jorge Desormeaux Jiménez,Consejero,CONSEJO,INTERVENCION,83,0.0,0.2826,NEUTRAL,0.3144,0.6371,false,false,,
RPM-2005-01-11:T48,2005-01-11,2005,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,INTERVENCION,17,0.0,-0.0636,NEUTRAL,0.7575,0.8595,false,false,,
RPM-2005-01-11:T49,2005-01-11,2005,Manuel Marfán Lewis,Consejero,CONSEJO,INTERVENCION,388,-0.25,0.5206,HAWKISH,0.5206,0.7409,true,false,,
RPM-2005-01-11:T50,2005-01-11,2005,María Elena Ovalle Molina,Consejera,CONSEJO,INTERVENCION,487,0.0,0.9593,HAWKISH,0.9449,0.9681,true,false,,
RPM-2005-01-11:T51,2005-01-11,2005,Jorge Desormeaux Jiménez,Consejero,CONSEJO,INTERVENCION,394,0.4,0.8815,HAWKISH,0.7692,0.8835,true,true,0.75,HAWKISH
RPM-2005-01-11:T52,2005-01-11,2005,José De Gregorio Rebeco,Vicepresidente del Banco Central,CONSEJO,INTERVENCION,84,0.4286,0.8443,HAWKISH,0.723,0.8558,false,false,,
RPM-2005-01-11:T53,2005-01-11,2005,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,INTERVENCION,338,-0.2,0.9105,HAWKISH,0.8556,0.922,true,false,,
RPM-2005-01-11:T54,2005-01-11,2005,Consejo del Banco Central de Chile,Consejo,CONSEJO,INSTITUCIONAL,17,0.0,0.1532,NEUTRAL,0.6154,0.7947,false,false,,
RPM-2005-01-11:T55,2005-01-11,2005,Consejo del Banco Central de Chile,Consejo,CONSEJO,INSTITUCIONAL,34,0.0,0.0854,NEUTRAL,0.7882,0.8873,false,false,,
RPM-2005-01-11:T56,2005-01-11,2005,Consejo del Banco Central de Chile,Consejo,CONSEJO,INSTITUCIONAL,325,0.4286,0.4748,HAWKISH,0.4748,0.7036,false,false,,
RPM-2005-02-10:T1,2005-02-10,2005,Consejo del Banco Central de Chile,Consejo,CONSEJO,INSTITUCIONAL,170,0.0,-0.2294,NEUTRAL,0.4832,0.7319,false,false,,
RPM-2005-02-10:T2,2005-02-10,2005,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,INTERVENCION,33,0.0,-0.0366,NEUTRAL,0.7116,0.8199,false,false,,
RPM-2005-02-10:T3,2005-02-10,2005,Pablo García Silva,Gerente de Análisis Macroeconómico,STAFF,INTERVENCION,5925,-0.4483,0.0625,NEUTRAL,0.818,0.8995,true,false,,
RPM-2005-02-10:T4,2005-02-10,2005,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,INTERVENCION,22,0.0,-0.2497,NEUTRAL,0.4079,0.6885,false,false,,
RPM-2005-02-10:T5,2005-02-10,2005,Esteban Jadresic Marinovic,Gerente de División Internacional,STAFF,INTERVENCION,94,0.0,-0.0398,NEUTRAL,0.8117,0.8878,false,false,,
RPM-2005-02-10:T6,2005-02-10,2005,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,INTERVENCION,16,0.0,-0.0865,NEUTRAL,0.5953,0.759,false,false,,
RPM-2005-02-10:T7,2005-02-10,2005,Esteban Jadresic Marinovic,Gerente de División Internacional,STAFF,INTERVENCION,51,0.0,0.0128,NEUTRAL,0.777,0.8556,false,false,,
RPM-2005-02-10:T8,2005-02-10,2005,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,INTERVENCION,25,0.0,-0.38,NEUTRAL,0.0458,0.4906,false,false,,
RPM-2005-02-10:T9,2005-02-10,2005,Jorge Desormeaux Jiménez,Consejero,CONSEJO,INTERVENCION,57,0.0,0.2314,NEUTRAL,0.4614,0.718,false,false,,
RPM-2005-02-10:T10,2005-02-10,2005,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,INTERVENCION,43,0.0,0.1992,NEUTRAL,0.5756,0.7835,false,false,,
RPM-2005-02-10:T11,2005-02-10,2005,José De Gregorio Rebeco,Vicepresidente del Banco Central,CONSEJO,INTERVENCION,27,0.0,-0.545,DOVISH,0.1414,0.5621,false,false,,
RPM-2005-02-10:T12,2005-02-10,2005,Esteban Jadresic Marinovic,Gerente de División Internacional,STAFF,INTERVENCION,166,0.0,-0.01,NEUTRAL,0.9784,0.9889,true,false,,
RPM-2005-02-10:T13,2005-02-10,2005,Rodrigo Valdés Pulido,Gerente de División Estudios,STAFF,INTERVENCION,67,0.0,-0.0027,NEUTRAL,0.9512,0.9684,false,false,,
RPM-2005-02-10:T14,2005-02-10,2005,Jorge Desormeaux Jiménez,Consejero,CONSEJO,INTERVENCION,128,0.0,-0.0583,NEUTRAL,0.8584,0.925,false,false,,
RPM-2005-02-10:T15,2005-02-10,2005,Rodrigo Valdés Pulido,Gerente de División Estudios,STAFF,INTERVENCION,101,0.0,-0.0401,NEUTRAL,0.762,0.8547,false,false,,
RPM-2005-02-10:T16,2005-02-10,2005,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,INTERVENCION,16,0.0,-0.0573,NEUTRAL,0.8143,0.8953,false,false,,
RPM-2005-02-10:T17,2005-02-10,2005,Rodrigo Valdés Pulido,Gerente de División Estudios,STAFF,INTERVENCION,56,0.0,-0.0007,NEUTRAL,0.9642,0.9764,false,false,,
RPM-2005-02-10:T18,2005-02-10,2005,Manuel Marfán Lewis,Consejero,CONSEJO,INTERVENCION,95,0.0,0.2318,NEUTRAL,0.3311,0.6313,false,false,,
RPM-2005-02-10:T19,2005-02-10,2005,José De Gregorio Rebeco,Vicepresidente del Banco Central,CONSEJO,INTERVENCION,68,0.0,-0.3147,NEUTRAL,0.3531,0.6736,false,false,,
RPM-2005-02-10:T20,2005-02-10,2005,Pablo García Silva,Gerente de Análisis Macroeconómico,STAFF,INTERVENCION,65,0.0,0.0097,NEUTRAL,0.9696,0.983,false,false,,
RPM-2005-02-10:T21,2005-02-10,2005,Manuel Marfán Lewis,Consejero,CONSEJO,INTERVENCION,56,0.0,-0.0182,NEUTRAL,0.9125,0.9478,false,false,,
RPM-2005-02-10:T22,2005-02-10,2005,Pablo García Silva,Gerente de Análisis Macroeconómico,STAFF,INTERVENCION,50,0.0,0.0019,NEUTRAL,0.9204,0.9476,false,false,,
RPM-2005-02-10:T23,2005-02-10,2005,José De Gregorio Rebeco,Vicepresidente del Banco Central,CONSEJO,INTERVENCION,59,0.0,-0.8033,DOVISH,0.6493,0.8175,false,false,,
RPM-2005-02-10:T24,2005-02-10,2005,Manuel Marfán Lewis,Consejero,CONSEJO,INTERVENCION,150,0.0,-0.0187,NEUTRAL,0.9253,0.9564,true,true,0.0,NEUTRAL
RPM-2005-02-10:T25,2005-02-10,2005,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,INTERVENCION,32,0.0,-0.1225,NEUTRAL,0.7294,0.8604,false,false,,
RPM-2005-02-10:T26,2005-02-10,2005,José De Gregorio Rebeco,Vicepresidente del Banco Central,CONSEJO,INTERVENCION,44,0.0,-0.5505,DOVISH,0.1355,0.562,false,false,,
RPM-2005-02-10:T27,2005-02-10,2005,Rodrigo Valdés Pulido,Gerente de División Estudios,STAFF,INTERVENCION,15,-0.2,-0.0066,NEUTRAL,0.969,0.9815,false,false,,
RPM-2005-02-10:T28,2005-02-10,2005,Jorge Desormeaux Jiménez,Consejero,CONSEJO,INTERVENCION,82,0.0,-0.0149,NEUTRAL,0.9182,0.9504,false,false,,
RPM-2005-02-10:T29,2005-02-10,2005,Pablo García Silva,Gerente de Análisis Macroeconómico,STAFF,INTERVENCION,56,0.0,-0.0753,NEUTRAL,0.7933,0.8873,false,false,,
RPM-2005-02-10:T30,2005-02-10,2005,Esteban Jadresic Marinovic,Gerente de División Internacional,STAFF,INTERVENCION,51,-0.2,-0.0258,NEUTRAL,0.8902,0.9354,false,false,,
RPM-2005-02-10:T31,2005-02-10,2005,Pablo García Silva,Gerente de Análisis Macroeconómico,STAFF,INTERVENCION,288,0.0,-0.1988,NEUTRAL,0.4705,0.7133,true,false,,
RPM-2005-02-10:T32,2005-02-10,2005,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,INTERVENCION,28,0.0,0.0187,NEUTRAL,0.9032,0.9417,false,false,,
RPM-2005-02-10:T33,2005-02-10,2005,Mario Marcel Cullell,Ministro de Hacienda (S),HACIENDA,INTERVENCION,802,0.25,-0.0639,NEUTRAL,0.8209,0.9019,true,false,,
RPM-2005-02-10:T34,2005-02-10,2005,Rodrigo Valdés Pulido,Gerente de División Estudios,STAFF,INTERVENCION,54,0.0,-0.0124,NEUTRAL,0.9469,0.9687,false,false,,
RPM-2005-02-10:T35,2005-02-10,2005,Mario Marcel Cullell,Ministro de Hacienda (S),HACIENDA,INTERVENCION,50,0.0,0.0491,HAWKISH,0.0491,0.3848,false,false,,
RPM-2005-02-10:T36,2005-02-10,2005,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,INTERVENCION,12,0.0,-0.0541,NEUTRAL,0.7364,0.8423,false,false,,
RPM-2005-02-10:T37,2005-02-10,2005,Jorge Desormeaux Jiménez,Consejero,CONSEJO,INTERVENCION,79,0.0,0.202,NEUTRAL,0.555,0.7707,false,false,,
RPM-2005-02-10:T38,2005-02-10,2005,María Elena Ovalle Molina,Consejera,CONSEJO,INTERVENCION,204,0.0,-0.1087,NEUTRAL,0.5554,0.7398,true,false,,
RPM-2005-02-10:T39,2005-02-10,2005,Pablo García Silva,Gerente de Análisis Macroeconómico,STAFF,INTERVENCION,72,0.0,-0.1861,NEUTRAL,0.3499,0.6286,false,false,,
RPM-2005-02-10:T40,2005-02-10,2005,Rodrigo Valdés Pulido,Gerente de División Estudios,STAFF,INTERVENCION,67,0.0,0.1026,NEUTRAL,0.7834,0.8898,false,false,,
RPM-2005-02-10:T41,2005-02-10,2005,Manuel Marfán Lewis,Consejero,CONSEJO,INTERVENCION,195,0.0,0.0418,NEUTRAL,0.8939,0.9432,true,false,,
RPM-2005-02-10:T42,2005-02-10,2005,Mario Marcel Cullell,Ministro de Hacienda (S),HACIENDA,INTERVENCION,66,0.0,-0.6519,DOVISH,0.6032,0.7517,false,false,,
RPM-2005-02-10:T43,2005-02-10,2005,José De Gregorio Rebeco,Vicepresidente del Banco Central,CONSEJO,INTERVENCION,110,0.0,-0.3105,NEUTRAL,0.342,0.6648,false,false,,
RPM-2005-02-10:T44,2005-02-10,2005,Rodrigo Valdés Pulido,Gerente de División Estudios,STAFF,INTERVENCION,47,0.0,0.0244,NEUTRAL,0.8839,0.9307,false,false,,
RPM-2005-02-10:T45,2005-02-10,2005,Manuel Marfán Lewis,Consejero,CONSEJO,INTERVENCION,56,0.0,0.0677,NEUTRAL,0.8111,0.8967,false,false,,
RPM-2005-02-10:T46,2005-02-10,2005,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,INTERVENCION,70,0.0,0.4315,NEUTRAL,0.0359,0.5011,false,false,,
RPM-2005-02-10:T47,2005-02-10,2005,Consejo del Banco Central de Chile,Consejo,CONSEJO,INSTITUCIONAL,24,0.0,0.0537,NEUTRAL,0.7148,0.8278,false,false,,
RPM-2005-02-10:T48,2005-02-10,2005,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,INTERVENCION,23,0.0,-0.0004,NEUTRAL,0.9813,0.9877,false,false,,
RPM-2005-02-10:T49,2005-02-10,2005,Rodrigo Valdés Pulido,Gerente de División Estudios,STAFF,INTERVENCION,447,0.5714,0.231,NEUTRAL,0.5022,0.7451,true,false,,
RPM-2005-02-10:T50,2005-02-10,2005,Rodrigo Valdés Pulido,Gerente de División Estudios,STAFF,INTERVENCION,798,-0.1,0.3322,NEUTRAL,0.2281,0.5962,true,false,,
RPM-2005-02-10:T51,2005-02-10,2005,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,INTERVENCION,10,0.0,-0.0636,NEUTRAL,0.7575,0.8595,false,false,,
RPM-2005-02-10:T52,2005-02-10,2005,Klaus Schmidt-Hebbel Dunker,Gerente de Investigación Económica,STAFF,INTERVENCION,458,0.4286,0.4678,HAWKISH,0.1925,0.5534,true,false,,
RPM-2005-02-10:T53,2005-02-10,2005,Camilo Carrasco Alfonso,Gerente General,STAFF,INTERVENCION,434,0.0,0.4031,NEUTRAL,0.0725,0.516,true,false,,
RPM-2005-02-10:T54,2005-02-10,2005,Mario Marcel Cullell,Ministro de Hacienda (S),HACIENDA,INTERVENCION,198,0.4286,0.6557,HAWKISH,0.6411,0.7656,true,false,,
RPM-2005-02-10:T55,2005-02-10,2005,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,INTERVENCION,34,0.0,-0.0905,NEUTRAL,0.6699,0.8101,false,false,,
RPM-2005-02-10:T56,2005-02-10,2005,José De Gregorio Rebeco,Vicepresidente del Banco Central,CONSEJO,INTERVENCION,176,0.0,-0.0174,NEUTRAL,0.4314,0.6267,true,false,,
RPM-2005-02-10:T57,2005-02-10,2005,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,INTERVENCION,40,0.0,-0.0193,NEUTRAL,0.8562,0.9106,false,false,,
RPM-2005-02-10:T58,2005-02-10,2005,Manuel Marfán Lewis,Consejero,CONSEJO,INTERVENCION,672,0.6,0.9455,HAWKISH,0.9213,0.9556,true,false,,
RPM-2005-02-10:T59,2005-02-10,2005,Jorge Desormeaux Jiménez,Consejero,CONSEJO,INTERVENCION,429,0.0,0.8841,HAWKISH,0.8167,0.9003,true,false,,
RPM-2005-02-10:T60,2005-02-10,2005,María Elena Ovalle Molina,Consejera,CONSEJO,INTERVENCION,611,0.5385,0.5721,HAWKISH,0.5721,0.7687,true,false,,
RPM-2005-02-10:T61,2005-02-10,2005,José De Gregorio Rebeco,Vicepresidente del Banco Central,CONSEJO,INTERVENCION,570,0.7073,0.9766,HAWKISH,0.9647,0.9804,true,true,0.75,HAWKISH
RPM-2005-02-10:T62,2005-02-10,2005,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,INTERVENCION,223,0.0,0.5643,HAWKISH,0.3024,0.6222,true,false,,
RPM-2005-02-10:T63,2005-02-10,2005,Consejo del Banco Central de Chile,Consejo,CONSEJO,INSTITUCIONAL,53,0.0,0.4942,HAWKISH,0.0137,0.5026,false,false,,
RPM-2005-02-10:T64,2005-02-10,2005,Consejo del Banco Central de Chile,Consejo,CONSEJO,INSTITUCIONAL,294,0.0,0.978,HAWKISH,0.9647,0.9809,false,false,,
RPM-2005-03-10:T1,2005-03-10,2005,Consejo del Banco Central de Chile,Consejo,CONSEJO,INSTITUCIONAL,196,0.0,-0.33,NEUTRAL,0.2249,0.5933,false,false,,
RPM-2005-03-10:T2,2005-03-10,2005,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,INTERVENCION,38,0.0,-0.01,NEUTRAL,0.9454,0.9669,false,false,,
RPM-2005-03-10:T3,2005-03-10,2005,Pablo García Silva,Gerente de Análisis Macroeconómico,STAFF,INTERVENCION,6233,-0.0667,0.0566,NEUTRAL,0.7365,0.8432,true,false,,
RPM-2005-03-10:T4,2005-03-10,2005,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,INTERVENCION,16,0.0,-0.0636,NEUTRAL,0.7575,0.8595,false,false,,
RPM-2005-03-10:T5,2005-03-10,2005,Nicolás Eyzaguirre Guzmán,Ministro de Hacienda,HACIENDA,INTERVENCION,40,0.0,0.0757,NEUTRAL,0.5529,0.7272,false,false,,
RPM-2005-03-10:T6,2005-03-10,2005,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,INTERVENCION,80,0.0,0.0041,NEUTRAL,0.9439,0.964,false,false,,
RPM-2005-03-10:T7,2005-03-10,2005,Esteban Jadresic Marinovic,Gerente de División Internacional,STAFF,INTERVENCION,178,0.0,0.0214,NEUTRAL,0.8528,0.909,true,true,0.0,NEUTRAL
RPM-2005-03-10:T8,2005-03-10,2005,Manuel Marfán Lewis,Consejero,CONSEJO,INTERVENCION,67,0.0,-0.0623,NEUTRAL,0.8136,0.8965,false,false,,
RPM-2005-03-10:T9,2005-03-10,2005,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,INTERVENCION,113,-0.3333,-0.0072,NEUTRAL,0.9181,0.9478,false,false,,
RPM-2005-03-10:T10,2005-03-10,2005,José De Gregorio Rebeco,Vicepresidente del Banco Central,CONSEJO,INTERVENCION,46,0.0,-0.1776,NEUTRAL,0.6357,0.8163,false,false,,
RPM-2005-03-10:T11,2005-03-10,2005,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,INTERVENCION,105,-0.3333,-0.0402,NEUTRAL,0.9122,0.9549,false,false,,
RPM-2005-03-10:T12,2005-03-10,2005,Luis Óscar Herrera Barriga,Gerente de División Política Financiera,STAFF,INTERVENCION,267,0.0,0.0531,NEUTRAL,0.8111,0.8918,true,false,,
RPM-2005-03-10:T13,2005-03-10,2005,Manuel Marfán Lewis,Consejero,CONSEJO,INTERVENCION,32,0.0,0.0123,NEUTRAL,0.8517,0.9052,false,false,,
RPM-2005-03-10:T14,2005-03-10,2005,Luis Óscar Herrera Barriga,Gerente de División Política Financiera,STAFF,INTERVENCION,49,0.0,0.0252,NEUTRAL,0.7999,0.875,false,false,,
RPM-2005-03-10:T15,2005-03-10,2005,Nicolás Eyzaguirre Guzmán,Ministro de Hacienda,HACIENDA,INTERVENCION,293,0.0,-0.2477,NEUTRAL,0.1587,0.5217,true,false,,
RPM-2005-03-10:T16,2005-03-10,2005,Pablo García Silva,Gerente de Análisis Macroeconómico,STAFF,INTERVENCION,120,0.0,-0.233,NEUTRAL,0.3919,0.6723,false,false,,
RPM-2005-03-10:T17,2005-03-10,2005,Luis Óscar Herrera Barriga,Gerente de División Política Financiera,STAFF,INTERVENCION,98,0.0,-0.049,NEUTRAL,0.7875,0.8747,false,false,,
RPM-2005-03-10:T18,2005-03-10,2005,Nicolás Eyzaguirre Guzmán,Ministro de Hacienda,HACIENDA,INTERVENCION,93,0.0,0.103,NEUTRAL,0.2294,0.5206,false,false,,
RPM-2005-03-10:T19,2005-03-10,2005,Manuel Marfán Lewis,Consejero,CONSEJO,INTERVENCION,113,0.0,-0.0462,NEUTRAL,0.8288,0.9013,false,false,,
