"ID_Intervencion","ID_Padre","Fecha","Actor_Final","Institucional","Fuente_Actor","Caracteres","Otras_Personas_Roster","Nombres","Motivos_Revision","Alerta_Motor","Leida_En_Lote9","Veredicto"
"RPM-2006-05-11:655:1","655","2006-05-11","Consejo del Banco Central de Chile","SI","ACTA/META","1581","14","Andrés Velasco Brañes; Beltrán de Ramón Acevedo; Enrique Marshall Rivera; Esteban Jadresic Marinovic; Igal Magendzo Weinberger; Jorge Desormeaux Jiménez; José De Gregorio Rebeco; Luis Felipe Céspedes Cifuentes; Luis Óscar Herrera Barriga; Manuel Marfán Lewis; Ricardo Vicuña Poblete; Rodrigo Valdés Pulido; Sergio Lehmann Beresi; Vittorio Corbo Lioi","","NO","NO",""
"RPM-2006-05-11:657:1","657","2006-05-11","Vittorio Corbo Lioi","NO","SUJETO_ROL_SESION","684","2","Igal Magendzo Weinberger; Sergio Lehmann Beresi","","NO","SI","DOS_VOCES"
"RPM-2006-05-11:660:1","660","2006-05-11","Vittorio Corbo Lioi","NO","SUJETO_ROL_NOMBRE","173","1","Igal Magendzo Weinberger","","NO","SI","UNA_SOLA_VOZ"
"RPM-2006-06-15:675:1","675","2006-06-15","Consejo del Banco Central de Chile","SI","ACTA/META","1433","16","Andrés Velasco Brañes; Beltrán de Ramón Acevedo; Enrique Marshall Rivera; Esteban Jadresic Marinovic; Igal Magendzo Weinberger; Jorge Desormeaux Jiménez; José De Gregorio Rebeco; Luis Alberto Álvarez Vallejos; Luis Felipe Céspedes Cifuentes; Manuel Marfán Lewis; Miguel Ángel Nacrur Gazali; Pablo García Silva; Ricardo Vicuña Poblete; Rodrigo Valdés Pulido; Sergio Lehmann Beresi; Vittorio Corbo Lioi","","NO","NO",""
"RPM-2006-06-15:676:1","676","2006-06-15","Vittorio Corbo Lioi","NO","SUJETO_ROL_NOMBRE","1308","5","Andrés Velasco Brañes; Igal Magendzo Weinberger; Luis Alberto Álvarez Vallejos; Pablo García Silva; Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2006-06-15:696:1","696","2006-06-15","Vittorio Corbo Lioi","NO","SUJETO_ROL_NOMBRE","189","1","Igal Magendzo Weinberger","","NO","SI","UNA_SOLA_VOZ"
"RPM-2006-06-15:727:2","727","2006-06-15","Consejo del Banco Central de Chile","SI","ACTA/META","172","1","Andrés Velasco Brañes","","NO","NO",""
"RPM-2006-07-13:742:1","742","2006-07-13","Consejo del Banco Central de Chile","SI","ACTA/META","1591","17","Andrés Velasco Brañes; Beltrán de Ramón Acevedo; Enrique Marshall Rivera; Esteban Jadresic Marinovic; Igal Magendzo Weinberger; Jorge Desormeaux Jiménez; José De Gregorio Rebeco; Luis Alberto Álvarez Vallejos; Luis Felipe Céspedes Cifuentes; Luis Óscar Herrera Barriga; Manuel Marfán Lewis; Miguel Ángel Nacrur Gazali; Pablo García Silva; Ricardo Vicuña Poblete; Rodrigo Valdés Pulido; Sergio Lehmann Beresi; Vittorio Corbo Lioi","","NO","NO",""
"RPM-2006-07-13:744:1","744","2006-07-13","Vittorio Corbo Lioi","NO","SUJETO_ROL_SESION","465","2","Igal Magendzo Weinberger; Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2006-07-13:753:1","753","2006-07-13","Vittorio Corbo Lioi","NO","SUJETO_ROL_NOMBRE","173","1","Igal Magendzo Weinberger","","NO","SI","UNA_SOLA_VOZ"
"RPM-2006-07-13:781:1","781","2006-07-13","Consejo del Banco Central de Chile","SI","ACTA/META","159","1","José De Gregorio Rebeco","","NO","NO",""
"RPM-2006-08-10:782:1","782","2006-08-10","Consejo del Banco Central de Chile","SI","ACTA/META","1465","14","Beltrán de Ramón Acevedo; Enrique Marshall Rivera; Esteban Jadresic Marinovic; Igal Magendzo Weinberger; Jorge Desormeaux Jiménez; José De Gregorio Rebeco; Luis Alberto Álvarez Vallejos; Luis Felipe Céspedes Cifuentes; Manuel Marfán Lewis; Pablo García Silva; Ricardo Vicuña Poblete; Rodrigo Valdés Pulido; Sergio Lehmann Beresi; Vittorio Corbo Lioi","","NO","NO",""
"RPM-2006-08-10:783:1","783","2006-08-10","Vittorio Corbo Lioi","NO","SUJETO_ROL_NOMBRE","816","2","Igal Magendzo Weinberger; Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2006-08-10:807:1","807","2006-08-10","Vittorio Corbo Lioi","NO","SUJETO_ROL_NOMBRE","189","1","Igal Magendzo Weinberger","","NO","SI","UNA_SOLA_VOZ"
"RPM-2006-09-07:828:1","828","2006-09-07","Consejo del Banco Central de Chile","SI","ACTA/META","1639","16","Alberto Arenas de Mesa; Beltrán de Ramón Acevedo; Enrique Marshall Rivera; Esteban Jadresic Marinovic; Igal Magendzo Weinberger; Jorge Desormeaux Jiménez; José De Gregorio Rebeco; Leonardo Hernández Tagle; Luis Alberto Álvarez Vallejos; Luis Felipe Céspedes Cifuentes; Manuel Marfán Lewis; Pablo García Silva; Ricardo Vicuña Poblete; Rodrigo Valdés Pulido; Sergio Lehmann Beresi; Vittorio Corbo Lioi","","NO","NO",""
"RPM-2006-09-07:829:1","829","2006-09-07","Vittorio Corbo Lioi","NO","SUJETO_ROL_NOMBRE","981","3","Alberto Arenas de Mesa; Beltrán de Ramón Acevedo; Leonardo Hernández Tagle","","NO","SI","UNA_SOLA_VOZ"
"RPM-2006-09-07:830:1","830","2006-09-07","Vittorio Corbo Lioi","NO","SUJETO_ROL_SESION","464","1","Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2006-09-07:846:1","846","2006-09-07","Vittorio Corbo Lioi","NO","SUJETO_ROL_NOMBRE","189","1","Igal Magendzo Weinberger","","NO","SI","UNA_SOLA_VOZ"
"RPM-2006-09-07:848:1","848","2006-09-07","Consejo del Banco Central de Chile","SI","ACTA/META","138","1","Alberto Arenas de Mesa","","NO","NO",""
"RPM-2006-09-07:865:2","865","2006-09-07","Consejo del Banco Central de Chile","SI","ACTA/META","162","1","Alberto Arenas de Mesa","","NO","NO",""
"RPM-2006-10-12:879:1","879","2006-10-12","Consejo del Banco Central de Chile","SI","ACTA/META","1465","17","Andrés Velasco Brañes; Beltrán de Ramón Acevedo; Enrique Marshall Rivera; Esteban Jadresic Marinovic; Igal Magendzo Weinberger; Jorge Desormeaux Jiménez; José De Gregorio Rebeco; Leonardo Hernández Tagle; Luis Alberto Álvarez Vallejos; Luis Felipe Céspedes Cifuentes; Manuel Marfán Lewis; Miguel Ángel Nacrur Gazali; Pablo García Silva; Ricardo Vicuña Poblete; Rodrigo Valdés Pulido; Sergio Lehmann Beresi; Vittorio Corbo Lioi","","NO","NO",""
"RPM-2006-10-12:880:1","880","2006-10-12","Vittorio Corbo Lioi","NO","SUJETO_ROL_SESION","601","2","Igal Magendzo Weinberger; Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2006-10-12:895:1","895","2006-10-12","Vittorio Corbo Lioi","NO","SUJETO_ROL_NOMBRE","489","1","Igal Magendzo Weinberger","","NO","SI","UNA_SOLA_VOZ"
"RPM-2006-11-16:944:1","944","2006-11-16","Consejo del Banco Central de Chile","SI","ACTA/META","1397","15","Beltrán de Ramón Acevedo; Enrique Marshall Rivera; Igal Magendzo Weinberger; Jorge Desormeaux Jiménez; José De Gregorio Rebeco; Leonardo Hernández Tagle; Luis Alberto Álvarez Vallejos; Luis Felipe Céspedes Cifuentes; Manuel Marfán Lewis; Miguel Ángel Nacrur Gazali; Pablo García Silva; Ricardo Vicuña Poblete; Rodrigo Valdés Pulido; Sergio Lehmann Beresi; Vittorio Corbo Lioi","","NO","NO",""
"RPM-2006-11-16:945:1","945","2006-11-16","Vittorio Corbo Lioi","NO","SUJETO_ROL_SESION","776","2","Igal Magendzo Weinberger; Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2006-11-16:954:1","954","2006-11-16","Vittorio Corbo Lioi","NO","SUJETO_ROL_NOMBRE","189","1","Igal Magendzo Weinberger","","NO","SI","UNA_SOLA_VOZ"
"RPM-2006-12-14:988:1","988","2006-12-14","Consejo del Banco Central de Chile","SI","ACTA/META","1411","15","Andrés Velasco Brañes; Enrique Marshall Rivera; Esteban Jadresic Marinovic; Igal Magendzo Weinberger; José De Gregorio Rebeco; Leonardo Hernández Tagle; Luis Alberto Álvarez Vallejos; Luis Felipe Céspedes Cifuentes; Manuel Marfán Lewis; Miguel Ángel Nacrur Gazali; Pablo García Silva; Ricardo Vicuña Poblete; Rodrigo Valdés Pulido; Sergio Lehmann Beresi; Vittorio Corbo Lioi","","NO","NO",""
"RPM-2006-12-14:990:1","990","2006-12-14","Vittorio Corbo Lioi","NO","SUJETO_ROL_SESION","448","2","Igal Magendzo Weinberger; Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2006-12-14:1002:1","1002","2006-12-14","Vittorio Corbo Lioi","NO","SUJETO_ROL_NOMBRE","173","1","Igal Magendzo Weinberger","","NO","SI","UNA_SOLA_VOZ"
"RPM-2006-12-14:1011:3","1011","2006-12-14","Consejo del Banco Central de Chile","SI","ACTA/META","143","2","Andrés Velasco Brañes; Luis Felipe Céspedes Cifuentes","","NO","NO",""
"RPM-2006-12-14:1021:1","1021","2006-12-14","Consejo del Banco Central de Chile","SI","ACTA/META","126","1","Vittorio Corbo Lioi","","NO","NO",""
"RPM-2007-01-11:1022:1","1022","2007-01-11","Consejo del Banco Central de Chile","SI","ACTA/META","1514","16","Andrés Velasco Brañes; Beltrán de Ramón Acevedo; Enrique Marshall Rivera; Esteban Jadresic Marinovic; Igal Magendzo Weinberger; Jorge Desormeaux Jiménez; José De Gregorio Rebeco; Leonardo Hernández Tagle; Luis Alberto Álvarez Vallejos; Luis Felipe Céspedes Cifuentes; Manuel Marfán Lewis; Pablo García Silva; Ricardo Vicuña Poblete; Rodrigo Valdés Pulido; Sergio Lehmann Beresi; Vittorio Corbo Lioi","","NO","NO",""
"RPM-2007-01-11:1024:1","1024","2007-01-11","Vittorio Corbo Lioi","NO","SUJETO_ROL_SESION","448","2","Igal Magendzo Weinberger; Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2007-01-11:1033:1","1033","2007-01-11","Vittorio Corbo Lioi","NO","SUJETO_ROL_NOMBRE","173","1","Igal Magendzo Weinberger","","NO","SI","UNA_SOLA_VOZ"
"RPM-2007-01-11:1055:1","1055","2007-01-11","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","6353","1","Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2007-01-11:1058:1","1058","2007-01-11","Consejo del Banco Central de Chile","SI","ACTA/META","176","3","Jorge Desormeaux Jiménez; José De Gregorio Rebeco; Vittorio Corbo Lioi","","NO","NO",""
"RPM-2007-02-08:1059:1","1059","2007-02-08","Consejo del Banco Central de Chile","SI","ACTA/META","1374","15","Andrés Velasco Brañes; Beltrán de Ramón Acevedo; Enrique Marshall Rivera; Enrique Orellana Cifuentes; Esteban Jadresic Marinovic; Igal Magendzo Weinberger; Jorge Desormeaux Jiménez; José De Gregorio Rebeco; Luis Alberto Álvarez Vallejos; Luis Felipe Céspedes Cifuentes; Manuel Marfán Lewis; Pablo García Silva; Rodrigo Valdés Pulido; Sergio Lehmann Beresi; Vittorio Corbo Lioi","","NO","NO",""
"RPM-2007-02-08:1061:1","1061","2007-02-08","Vittorio Corbo Lioi","NO","SUJETO_ROL_SESION","448","2","Igal Magendzo Weinberger; Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2007-02-08:1075:1","1075","2007-02-08","Vittorio Corbo Lioi","NO","SUJETO_ROL_NOMBRE","173","1","Igal Magendzo Weinberger","","NO","SI","UNA_SOLA_VOZ"
"RPM-2007-02-08:1102:2","1102","2007-02-08","Consejo del Banco Central de Chile","SI","ACTA/META","2191","2","Andrés Velasco Brañes; Luis Felipe Céspedes Cifuentes","","NO","NO",""
"RPM-2007-03-15:1104:1","1104","2007-03-15","Consejo del Banco Central de Chile","SI","ACTA/META","1459","15","Andrés Velasco Brañes; Beltrán de Ramón Acevedo; Enrique Marshall Rivera; Enrique Orellana Cifuentes; Esteban Jadresic Marinovic; Igal Magendzo Weinberger; Jorge Desormeaux Jiménez; José De Gregorio Rebeco; Leonardo Hernández Tagle; Luis Alberto Álvarez Vallejos; Luis Felipe Céspedes Cifuentes; Manuel Marfán Lewis; Pablo García Silva; Ricardo Vicuña Poblete; Rodrigo Valdés Pulido","","NO","NO",""
"RPM-2007-03-15:1106:1","1106","2007-03-15","Rodrigo Valdés Pulido","NO","SUJETO_ROL_SESION","471","2","Igal Magendzo Weinberger; Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2007-03-15:1126:1","1126","2007-03-15","Vittorio Corbo Lioi","NO","SUJETO_ROL_NOMBRE","186","1","Igal Magendzo Weinberger","","NO","SI","UNA_SOLA_VOZ"
"RPM-2007-04-12:1169:1","1169","2007-04-12","Consejo del Banco Central de Chile","SI","ACTA/META","1452","17","Andrés Velasco Brañes; Beltrán de Ramón Acevedo; Enrique Marshall Rivera; Enrique Orellana Cifuentes; Esteban Jadresic Marinovic; Igal Magendzo Weinberger; Jorge Desormeaux Jiménez; José De Gregorio Rebeco; Leonardo Hernández Tagle; Luis Alberto Álvarez Vallejos; Luis Felipe Céspedes Cifuentes; Manuel Marfán Lewis; Pablo García Silva; Ricardo Vicuña Poblete; Rodrigo Valdés Pulido; Sergio Lehmann Beresi; Vittorio Corbo Lioi","","NO","NO",""
"RPM-2007-04-12:1170:1","1170","2007-04-12","Vittorio Corbo Lioi","NO","SUJETO_ROL_NOMBRE","365","1","Andrés Velasco Brañes","","NO","SI","UNA_SOLA_VOZ"
"RPM-2007-04-12:1171:1","1171","2007-04-12","Vittorio Corbo Lioi","NO","SUJETO_ROL_SESION","448","2","Igal Magendzo Weinberger; Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2007-04-12:1176:2","1176","2007-04-12","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","313","1","Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2007-04-12:1184:1","1184","2007-04-12","Vittorio Corbo Lioi","NO","SUJETO_ROL_NOMBRE","170","1","Igal Magendzo Weinberger","","NO","SI","UNA_SOLA_VOZ"
"RPM-2007-05-10:1222:1","1222","2007-05-10","Consejo del Banco Central de Chile","SI","ACTA/META","1535","17","Andrés Velasco Brañes; Beltrán de Ramón Acevedo; Enrique Marshall Rivera; Enrique Orellana Cifuentes; Esteban Jadresic Marinovic; Igal Magendzo Weinberger; Jorge Desormeaux Jiménez; José De Gregorio Rebeco; Leonardo Hernández Tagle; Luis Alberto Álvarez Vallejos; Luis Felipe Céspedes Cifuentes; Manuel Marfán Lewis; Pablo García Silva; Ricardo Vicuña Poblete; Rodrigo Valdés Pulido; Sergio Lehmann Beresi; Vittorio Corbo Lioi","","NO","NO",""
"RPM-2007-05-10:1223:1","1223","2007-05-10","Vittorio Corbo Lioi","NO","SUJETO_ROL_NOMBRE","367","1","Andrés Velasco Brañes","","NO","SI","UNA_SOLA_VOZ"
"RPM-2007-05-10:1224:1","1224","2007-05-10","Vittorio Corbo Lioi","NO","SUJETO_ROL_SESION","448","2","Igal Magendzo Weinberger; Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2007-05-10:1231:1","1231","2007-05-10","Vittorio Corbo Lioi","NO","SUJETO_ROL_NOMBRE","173","1","Igal Magendzo Weinberger","","NO","SI","UNA_SOLA_VOZ"
"RPM-2007-05-10:1251:2","1251","2007-05-10","Consejo del Banco Central de Chile","SI","ACTA/META","172","1","Andrés Velasco Brañes","","NO","NO",""
"RPM-2007-06-14:1262:1","1262","2007-06-14","Consejo del Banco Central de Chile","SI","ACTA/META","1421","15","Andrés Velasco Brañes; Beltrán de Ramón Acevedo; Enrique Marshall Rivera; Enrique Orellana Cifuentes; Esteban Jadresic Marinovic; Igal Magendzo Weinberger; Jorge Desormeaux Jiménez; José De Gregorio Rebeco; Leonardo Hernández Tagle; Luis Alberto Álvarez Vallejos; Luis Felipe Céspedes Cifuentes; Manuel Marfán Lewis; Ricardo Vicuña Poblete; Sergio Lehmann Beresi; Vittorio Corbo Lioi","","NO","NO",""
"RPM-2007-06-14:1264:1","1264","2007-06-14","Vittorio Corbo Lioi","NO","SUJETO_ROL_SESION","369","2","Igal Magendzo Weinberger; Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2007-06-14:1265:1","1265","2007-06-14","Vittorio Corbo Lioi","NO","SUJETO_ROL_NOMBRE","121","1","Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2007-06-14:1284:1","1284","2007-06-14","Vittorio Corbo Lioi","NO","SUJETO_ROL_NOMBRE","173","1","Igal Magendzo Weinberger","","NO","SI","UNA_SOLA_VOZ"
"RPM-2007-06-14:1309:1","1309","2007-06-14","Consejo del Banco Central de Chile","SI","ACTA/META","130","1","Vittorio Corbo Lioi","","NO","NO",""
"RPM-2007-07-12:1310:1","1310","2007-07-12","Consejo del Banco Central de Chile","SI","ACTA/META","1541","17","Beltrán de Ramón Acevedo; Enrique Marshall Rivera; Enrique Orellana Cifuentes; Esteban Jadresic Marinovic; Igal Magendzo Weinberger; Jorge Desormeaux Jiménez; José De Gregorio Rebeco; Leonardo Hernández Tagle; Luis Alberto Álvarez Vallejos; Luis Felipe Céspedes Cifuentes; Manuel Marfán Lewis; Miguel Ángel Nacrur Gazali; Pablo García Silva; Ricardo Vicuña Poblete; Rodrigo Valdés Pulido; Sergio Lehmann Beresi; Vittorio Corbo Lioi","","NO","NO",""
"RPM-2007-07-12:1311:1","1311","2007-07-12","Vittorio Corbo Lioi","NO","SUJETO_ROL_NOMBRE","731","2","Igal Magendzo Weinberger; Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2007-07-12:1322:1","1322","2007-07-12","Vittorio Corbo Lioi","NO","SUJETO_ROL_NOMBRE","173","1","Igal Magendzo Weinberger","","NO","SI","UNA_SOLA_VOZ"
"RPM-2007-07-12:1338:3","1338","2007-07-12","Esteban Jadresic Marinovic","NO","SUJETO_ROL_NOMBRE","3316","1","Igal Magendzo Weinberger","POSIBLE_OTRO_HABLANTE_O_MENCION","SI","SI","UNA_SOLA_VOZ"
"RPM-2007-08-09:1353:1","1353","2007-08-09","Consejo del Banco Central de Chile","SI","ACTA/META","1551","18","Andrés Velasco Brañes; Beltrán de Ramón Acevedo; Enrique Marshall Rivera; Enrique Orellana Cifuentes; Esteban Jadresic Marinovic; Igal Magendzo Weinberger; Jorge Desormeaux Jiménez; José De Gregorio Rebeco; Leonardo Hernández Tagle; Luis Alberto Álvarez Vallejos; Luis Felipe Céspedes Cifuentes; Manuel Marfán Lewis; Miguel Ángel Nacrur Gazali; Pablo García Silva; Ricardo Vicuña Poblete; Rodrigo Valdés Pulido; Sergio Lehmann Beresi; Vittorio Corbo Lioi","","NO","NO",""
"RPM-2007-08-09:1355:1","1355","2007-08-09","Vittorio Corbo Lioi","NO","SUJETO_ROL_SESION","360","2","Igal Magendzo Weinberger; Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2007-08-09:1356:1","1356","2007-08-09","Vittorio Corbo Lioi","NO","SUJETO_ROL_NOMBRE","121","1","Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2007-08-09:1358:1","1358","2007-08-09","Vittorio Corbo Lioi","NO","SUJETO_ROL_NOMBRE","115","1","Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2007-08-09:1359:1","1359","2007-08-09","Jorge Desormeaux Jiménez","NO","SUJETO_ROL_NOMBRE","247","1","Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2007-08-09:1365:1","1365","2007-08-09","Vittorio Corbo Lioi","NO","SUJETO_ROL_NOMBRE","182","1","Igal Magendzo Weinberger","","NO","SI","UNA_SOLA_VOZ"
"RPM-2007-08-09:1370:1","1370","2007-08-09","Jorge Desormeaux Jiménez","NO","SUJETO_ROL_NOMBRE","509","1","Igal Magendzo Weinberger","","NO","SI","UNA_SOLA_VOZ"
"RPM-2007-08-09:1392:1","1392","2007-08-09","Beltrán de Ramón Acevedo","NO","SUJETO_ROL_NOMBRE","2045","1","Igal Magendzo Weinberger","","NO","SI","UNA_SOLA_VOZ"
"RPM-2007-08-09:1403:1","1403","2007-08-09","Consejo del Banco Central de Chile","SI","ACTA/META","149","1","Jorge Desormeaux Jiménez","","NO","NO",""
"RPM-2007-09-13:1404:1","1404","2007-09-13","Consejo del Banco Central de Chile","SI","ACTA/META","1526","18","Andrés Velasco Brañes; Beltrán de Ramón Acevedo; Enrique Marshall Rivera; Enrique Orellana Cifuentes; Esteban Jadresic Marinovic; Igal Magendzo Weinberger; Jorge Desormeaux Jiménez; José De Gregorio Rebeco; Leonardo Hernández Tagle; Luis Alberto Álvarez Vallejos; Luis Felipe Céspedes Cifuentes; Manuel Marfán Lewis; Miguel Ángel Nacrur Gazali; Pablo García Silva; Ricardo Vicuña Poblete; Rodrigo Valdés Pulido; Sergio Lehmann Beresi; Vittorio Corbo Lioi","","NO","NO",""
"RPM-2007-09-13:1406:1","1406","2007-09-13","Vittorio Corbo Lioi","NO","SUJETO_ROL_SESION","360","2","Igal Magendzo Weinberger; Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2007-09-13:1407:1","1407","2007-09-13","Vittorio Corbo Lioi","NO","SUJETO_ROL_NOMBRE","121","1","Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2007-09-13:1433:1","1433","2007-09-13","Vittorio Corbo Lioi","NO","SUJETO_ROL_NOMBRE","178","1","Igal Magendzo Weinberger","","NO","SI","UNA_SOLA_VOZ"
"RPM-2007-09-13:1470:1","1470","2007-09-13","Consejo del Banco Central de Chile","SI","ACTA/META","158","2","Jorge Desormeaux Jiménez; José De Gregorio Rebeco","","NO","NO",""
"RPM-2007-10-11:1471:1","1471","2007-10-11","Consejo del Banco Central de Chile","SI","ACTA/META","1572","17","Andrés Velasco Brañes; Beltrán de Ramón Acevedo; Enrique Marshall Rivera; Enrique Orellana Cifuentes; Esteban Jadresic Marinovic; Igal Magendzo Weinberger; Jorge Desormeaux Jiménez; José De Gregorio Rebeco; Leonardo Hernández Tagle; Luis Alberto Álvarez Vallejos; Luis Felipe Céspedes Cifuentes; Manuel Marfán Lewis; Pablo García Silva; Ricardo Vicuña Poblete; Rodrigo Valdés Pulido; Sergio Lehmann Beresi; Vittorio Corbo Lioi","","NO","NO",""
"RPM-2007-10-11:1473:1","1473","2007-10-11","Vittorio Corbo Lioi","NO","SUJETO_ROL_SESION","360","2","Igal Magendzo Weinberger; Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2007-10-11:1474:1","1474","2007-10-11","Vittorio Corbo Lioi","NO","SUJETO_ROL_NOMBRE","121","1","Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2007-10-11:1483:1","1483","2007-10-11","Vittorio Corbo Lioi","NO","SUJETO_ROL_NOMBRE","180","1","Igal Magendzo Weinberger","","NO","SI","UNA_SOLA_VOZ"
"RPM-2007-10-11:1492:1","1492","2007-10-11","Klaus Schmidt-Hebbel Dunker","NO","SUJETO_ROL_NOMBRE","508","1","Igal Magendzo Weinberger","","NO","SI","UNA_SOLA_VOZ"
"RPM-2007-11-13:1521:1","1521","2007-11-13","Consejo del Banco Central de Chile","SI","ACTA/META","1477","17","Beltrán de Ramón Acevedo; Enrique Marshall Rivera; Enrique Orellana Cifuentes; Esteban Jadresic Marinovic; Igal Magendzo Weinberger; Jorge Desormeaux Jiménez; José De Gregorio Rebeco; Leonardo Hernández Tagle; Luis Alberto Álvarez Vallejos; Luis Felipe Céspedes Cifuentes; Manuel Marfán Lewis; María Olivia Recart Herrera; Miguel Ángel Nacrur Gazali; Pablo García Silva; Ricardo Vicuña Poblete; Sergio Lehmann Beresi; Vittorio Corbo Lioi","","NO","NO",""
"RPM-2007-11-13:1522:1","1522","2007-11-13","Vittorio Corbo Lioi","NO","SUJETO_ROL_NOMBRE","439","1","Andrés Velasco Brañes","","NO","SI","UNA_SOLA_VOZ"
"RPM-2007-11-13:1523:1","1523","2007-11-13","Vittorio Corbo Lioi","NO","SUJETO_ROL_SESION","378","2","Igal Magendzo Weinberger; Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2007-11-13:1524:1","1524","2007-11-13","Vittorio Corbo Lioi","NO","SUJETO_ROL_NOMBRE","121","1","Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2007-11-13:1543:1","1543","2007-11-13","Vittorio Corbo Lioi","NO","SUJETO_ROL_NOMBRE","188","1","Igal Magendzo Weinberger","","NO","SI","UNA_SOLA_VOZ"
"RPM-2007-11-13:1564:1","1564","2007-11-13","Vittorio Corbo Lioi","NO","SUJETO_ROL_SESION","849","1","María Olivia Recart Herrera","","NO","SI","DOS_VOCES"
"RPM-2007-12-13:1571:1","1571","2007-12-13","Consejo del Banco Central de Chile","SI","ACTA/META","1474","16","Andrés Velasco Brañes; Beltrán de Ramón Acevedo; Enrique Marshall Rivera; Enrique Orellana Cifuentes; Esteban Jadresic Marinovic; Igal Magendzo Weinberger; Jorge Desormeaux Jiménez; José De Gregorio Rebeco; Leonardo Hernández Tagle; Luis Alberto Álvarez Vallejos; Luis Felipe Céspedes Cifuentes; Manuel Marfán Lewis; Pablo García Silva; Ricardo Vicuña Poblete; Sebastián Claro Edwards; Sergio Lehmann Beresi","","NO","NO",""
"RPM-2007-12-13:1572:1","1572","2007-12-13","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","764","3","Jorge Desormeaux Jiménez; Sebastián Claro Edwards; Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2007-12-13:1587:1","1587","2007-12-13","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","1009","1","Igal Magendzo Weinberger","","NO","SI","UNA_SOLA_VOZ"
"RPM-2007-12-13:1599:2","1599","2007-12-13","Consejo del Banco Central de Chile","SI","ACTA/META","190","1","Andrés Velasco Brañes","","NO","NO",""
"RPM-2007-12-13:1599:3","1599","2007-12-13","José De Gregorio Rebeco","NO","SUJETO_ROL_SESION","343","1","Jorge Desormeaux Jiménez","","NO","SI","UNA_SOLA_VOZ"
"RPM-2007-12-13:1600:1","1600","2007-12-13","Andrés Velasco Brañes","NO","SUJETO_ROL_SESION","162","1","Sebastián Claro Edwards","","NO","SI","UNA_SOLA_VOZ"
"RPM-2007-12-13:1605:1","1605","2007-12-13","José De Gregorio Rebeco","NO","SUJETO_ROL_SESION","106","1","Pablo García Silva","","NO","SI","UNA_SOLA_VOZ"
"RPM-2007-12-13:1606:1","1606","2007-12-13","José De Gregorio Rebeco","NO","SUJETO_ROL_SESION","115","1","Beltrán de Ramón Acevedo","","NO","SI","UNA_SOLA_VOZ"
"RPM-2007-12-13:1607:1","1607","2007-12-13","José De Gregorio Rebeco","NO","SUJETO_ROL_SESION","118","1","Esteban Jadresic Marinovic","","NO","SI","UNA_SOLA_VOZ"
"RPM-2007-12-13:1608:1","1608","2007-12-13","José De Gregorio Rebeco","NO","SUJETO_ROL_SESION","91","1","Leonardo Hernández Tagle","","NO","SI","UNA_SOLA_VOZ"
