"ID_Intervencion","ID_Padre","Fecha","Actor_Final","Institucional","Fuente_Actor","Caracteres","Otras_Personas_Roster","Nombres","Motivos_Revision","Alerta_Motor","Leida_En_Lote9","Veredicto"
"RPM-2007-12-13:1608:3","1608","2007-12-13","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","112","1","Andrés Velasco Brañes","","NO","SI","UNA_SOLA_VOZ"
"RPM-2007-12-13:1615:1","1615","2007-12-13","Consejo del Banco Central de Chile","SI","ACTA/META","159","2","Jorge Desormeaux Jiménez; José De Gregorio Rebeco","","NO","NO",""
"RPM-2008-01-10:1616:1","1616","2008-01-10","Consejo del Banco Central de Chile","SI","ACTA/META","1375","15","Andrés Velasco Brañes; Beltrán de Ramón Acevedo; Enrique Marshall Rivera; Enrique Orellana Cifuentes; Igal Magendzo Weinberger; Jorge Desormeaux Jiménez; José De Gregorio Rebeco; Kevin Cowan Logan; Leonardo Hernández Tagle; Luis Alberto Álvarez Vallejos; Manuel Marfán Lewis; Pablo García Silva; Ricardo Vicuña Poblete; Sebastián Claro Edwards; Sergio Lehmann Beresi","","NO","NO",""
"RPM-2008-01-10:1617:1","1617","2008-01-10","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","329","1","Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2008-01-10:1632:1","1632","2008-01-10","José De Gregorio Rebeco","NO","SUJETO_ROL_SESION","115","1","Beltrán de Ramón Acevedo","","NO","SI","UNA_SOLA_VOZ"
"RPM-2008-01-10:1633:1","1633","2008-01-10","José De Gregorio Rebeco","NO","SUJETO_ROL_SESION","91","1","Leonardo Hernández Tagle","","NO","SI","UNA_SOLA_VOZ"
"RPM-2008-01-10:1633:3","1633","2008-01-10","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","112","1","Andrés Velasco Brañes","","NO","SI","UNA_SOLA_VOZ"
"RPM-2008-01-10:1642:1","1642","2008-01-10","Consejo del Banco Central de Chile","SI","ACTA/META","133","2","Jorge Desormeaux Jiménez; José De Gregorio Rebeco","","NO","NO",""
"RPM-2008-02-07:1643:1","1643","2008-02-07","Consejo del Banco Central de Chile","SI","ACTA/META","1346","14","Beltrán de Ramón Acevedo; Enrique Marshall Rivera; Igal Magendzo Weinberger; Jorge Desormeaux Jiménez; José De Gregorio Rebeco; Kevin Cowan Logan; Leonardo Hernández Tagle; Luis Felipe Céspedes Cifuentes; Manuel Marfán Lewis; María Olivia Recart Herrera; Pablo García Silva; Ricardo Vicuña Poblete; Sebastián Claro Edwards; Sergio Lehmann Beresi","","NO","NO",""
"RPM-2008-02-07:1644:1","1644","2008-02-07","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","407","1","Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2008-02-07:1650:1","1650","2008-02-07","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","182","1","Igal Magendzo Weinberger","","NO","SI","UNA_SOLA_VOZ"
"RPM-2008-02-07:1673:1","1673","2008-02-07","José De Gregorio Rebeco","NO","SUJETO_ROL_SESION","106","1","Kevin Cowan Logan","","NO","SI","UNA_SOLA_VOZ"
"RPM-2008-02-07:1676:1","1676","2008-02-07","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","134","1","María Olivia Recart Herrera","","NO","SI","UNA_SOLA_VOZ"
"RPM-2008-03-13:1687:1","1687","2008-03-13","Consejo del Banco Central de Chile","SI","ACTA/META","1398","16","Andrés Velasco Brañes; Beltrán de Ramón Acevedo; Enrique Marshall Rivera; Enrique Orellana Cifuentes; Igal Magendzo Weinberger; Jorge Desormeaux Jiménez; José De Gregorio Rebeco; Kevin Cowan Logan; Leonardo Hernández Tagle; Luis Alberto Álvarez Vallejos; Luis Felipe Céspedes Cifuentes; Manuel Marfán Lewis; Pablo García Silva; Ricardo Vicuña Poblete; Sebastián Claro Edwards; Sergio Lehmann Beresi","","NO","NO",""
"RPM-2008-03-13:1689:1","1689","2008-03-13","José De Gregorio Rebeco","NO","SUJETO_ROL_SESION","158","1","Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2008-03-13:1704:1","1704","2008-03-13","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","185","1","Igal Magendzo Weinberger","","NO","SI","UNA_SOLA_VOZ"
"RPM-2008-03-13:1744:1","1744","2008-03-13","Consejo del Banco Central de Chile","SI","ACTA/META","193","3","Enrique Marshall Rivera; Jorge Desormeaux Jiménez; José De Gregorio Rebeco","","NO","NO",""
"RPM-2008-04-10:1745:1","1745","2008-04-10","Consejo del Banco Central de Chile","SI","ACTA/META","1435","17","Andrés Velasco Brañes; Beltrán de Ramón Acevedo; Claudio Soto Gamboa; Enrique Marshall Rivera; Enrique Orellana Cifuentes; Jorge Desormeaux Jiménez; José De Gregorio Rebeco; Kevin Cowan Logan; Leonardo Hernández Tagle; Luis Alberto Álvarez Vallejos; Luis Felipe Céspedes Cifuentes; Manuel Marfán Lewis; Miguel Ángel Nacrur Gazali; Pablo García Silva; Ricardo Vicuña Poblete; Sebastián Claro Edwards; Sergio Lehmann Beresi","","NO","NO",""
"RPM-2008-04-10:1746:1","1746","2008-04-10","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","549","1","Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2008-04-10:1748:1","1748","2008-04-10","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","205","1","Claudio Soto Gamboa","","NO","SI","UNA_SOLA_VOZ"
"RPM-2008-04-10:1777:1","1777","2008-04-10","José De Gregorio Rebeco","NO","SUJETO_ROL_SESION","85","1","Andrés Velasco Brañes","","NO","SI","UNA_SOLA_VOZ"
"RPM-2008-05-08:1786:1","1786","2008-05-08","Consejo del Banco Central de Chile","SI","ACTA/META","1277","14","Beltrán de Ramón Acevedo; Claudio Soto Gamboa; Enrique Marshall Rivera; Enrique Orellana Cifuentes; Jorge Desormeaux Jiménez; José De Gregorio Rebeco; Kevin Cowan Logan; Luis Alberto Álvarez Vallejos; Manuel Marfán Lewis; María Olivia Recart Herrera; Pablo García Silva; Ricardo Vicuña Poblete; Sebastián Claro Edwards; Sergio Lehmann Beresi","","NO","NO",""
"RPM-2008-05-08:1788:1","1788","2008-05-08","José De Gregorio Rebeco","NO","SUJETO_ROL_SESION","158","1","Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2008-05-08:1815:3","1815","2008-05-08","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","207","1","Claudio Soto Gamboa","","NO","SI","UNA_SOLA_VOZ"
"RPM-2008-05-08:1841:1","1841","2008-05-08","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","134","1","María Olivia Recart Herrera","","NO","SI","UNA_SOLA_VOZ"
"RPM-2008-06-10:1851:1","1851","2008-06-10","Consejo del Banco Central de Chile","SI","ACTA/META","1379","16","Beltrán de Ramón Acevedo; Claudio Soto Gamboa; Enrique Marshall Rivera; Enrique Orellana Cifuentes; Jorge Desormeaux Jiménez; José De Gregorio Rebeco; Kevin Cowan Logan; Leonardo Hernández Tagle; Luis Alberto Álvarez Vallejos; Luis Felipe Céspedes Cifuentes; Manuel Marfán Lewis; Matías Bernier Bórquez; Pablo García Silva; Ricardo Vicuña Poblete; Sebastián Claro Edwards; Sergio Lehmann Beresi","","NO","NO",""
"RPM-2008-06-10:1853:1","1853","2008-06-10","José De Gregorio Rebeco","NO","SUJETO_ROL_SESION","158","1","Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2008-06-10:1871:4","1871","2008-06-10","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","192","1","Claudio Soto Gamboa","","NO","SI","UNA_SOLA_VOZ"
"RPM-2008-07-10:1914:1","1914","2008-07-10","Consejo del Banco Central de Chile","SI","ACTA/META","1449","15","Andrés Velasco Brañes; Beltrán de Ramón Acevedo; Claudio Soto Gamboa; Enrique Marshall Rivera; Enrique Orellana Cifuentes; Jorge Desormeaux Jiménez; José De Gregorio Rebeco; Leonardo Hernández Tagle; Luis Alberto Álvarez Vallejos; Luis Felipe Céspedes Cifuentes; Manuel Marfán Lewis; Matías Bernier Bórquez; Pablo García Silva; Sebastián Claro Edwards; Sergio Lehmann Beresi","","NO","NO",""
"RPM-2008-07-10:1916:1","1916","2008-07-10","José De Gregorio Rebeco","NO","SUJETO_ROL_SESION","158","1","Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2008-07-10:1928:1","1928","2008-07-10","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","176","1","Claudio Soto Gamboa","","NO","SI","UNA_SOLA_VOZ"
"RPM-2008-08-14:1978:1","1978","2008-08-14","Consejo del Banco Central de Chile","SI","ACTA/META","1543","17","Andrés Velasco Brañes; Beltrán de Ramón Acevedo; Claudio Soto Gamboa; Enrique Marshall Rivera; Enrique Orellana Cifuentes; Jorge Desormeaux Jiménez; José De Gregorio Rebeco; Kevin Cowan Logan; Leonardo Hernández Tagle; Luis Alberto Álvarez Vallejos; Luis Felipe Céspedes Cifuentes; Manuel Marfán Lewis; Matías Bernier Bórquez; Pablo García Silva; Ricardo Vicuña Poblete; Sebastián Claro Edwards; Sergio Lehmann Beresi","","NO","NO",""
"RPM-2008-08-14:1980:1","1980","2008-08-14","José De Gregorio Rebeco","NO","SUJETO_ROL_SESION","158","1","Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2008-08-14:2006:1","2006","2008-08-14","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","179","1","Claudio Soto Gamboa","","NO","SI","UNA_SOLA_VOZ"
"RPM-2008-08-14:2046:1","2046","2008-08-14","Consejo del Banco Central de Chile","SI","ACTA/META","159","2","Jorge Desormeaux Jiménez; José De Gregorio Rebeco","","NO","NO",""
"RPM-2008-09-04:2047:1","2047","2008-09-04","Consejo del Banco Central de Chile","SI","ACTA/META","1613","16","Andrés Velasco Brañes; Beltrán de Ramón Acevedo; Claudio Soto Gamboa; Enrique Marshall Rivera; Enrique Orellana Cifuentes; Jorge Desormeaux Jiménez; José De Gregorio Rebeco; Leonardo Hernández Tagle; Luis Alberto Álvarez Vallejos; Luis Felipe Céspedes Cifuentes; Manuel Marfán Lewis; Matías Bernier Bórquez; Miguel Ángel Nacrur Gazali; Pablo García Silva; Sebastián Claro Edwards; Sergio Lehmann Beresi","","NO","NO",""
"RPM-2008-09-04:2049:1","2049","2008-09-04","José De Gregorio Rebeco","NO","SUJETO_ROL_SESION","158","1","Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2008-09-04:2056:3","2056","2008-09-04","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","195","1","Claudio Soto Gamboa","","NO","SI","UNA_SOLA_VOZ"
"RPM-2008-09-04:2100:1","2100","2008-09-04","Consejo del Banco Central de Chile","SI","ACTA/META","195","3","Enrique Marshall Rivera; Jorge Desormeaux Jiménez; José De Gregorio Rebeco","","NO","NO",""
"RPM-2008-10-09:2101:1","2101","2008-10-09","Consejo del Banco Central de Chile","SI","ACTA/META","1500","14","Andrés Velasco Brañes; Beltrán de Ramón Acevedo; Claudio Soto Gamboa; Enrique Marshall Rivera; Jorge Desormeaux Jiménez; José De Gregorio Rebeco; Kevin Cowan Logan; Luis Alberto Álvarez Vallejos; Luis Felipe Céspedes Cifuentes; Manuel Marfán Lewis; Matías Bernier Bórquez; Pablo García Silva; Ricardo Vicuña Poblete; Sebastián Claro Edwards","","NO","NO",""
"RPM-2008-10-09:2112:4","2112","2008-10-09","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","279","1","Pablo García Silva","","NO","SI","UNA_SOLA_VOZ"
"RPM-2008-10-09:2114:1","2114","2008-10-09","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","181","1","Pablo García Silva","","NO","SI","UNA_SOLA_VOZ"
"RPM-2008-10-09:2127:1","2127","2008-10-09","Consejo del Banco Central de Chile","SI","ACTA/META","2740","2","Enrique Marshall Rivera; Jorge Desormeaux Jiménez","","NO","NO",""
"RPM-2008-11-13:2128:1","2128","2008-11-13","Consejo del Banco Central de Chile","SI","ACTA/META","1513","17","Andrés Velasco Brañes; Beltrán de Ramón Acevedo; Claudio Soto Gamboa; Enrique Marshall Rivera; Enrique Orellana Cifuentes; Jorge Desormeaux Jiménez; José De Gregorio Rebeco; Kevin Cowan Logan; Leonardo Hernández Tagle; Luis Alberto Álvarez Vallejos; Luis Felipe Céspedes Cifuentes; Manuel Marfán Lewis; Matías Bernier Bórquez; Pablo García Silva; Ricardo Vicuña Poblete; Sebastián Claro Edwards; Sergio Lehmann Beresi","","NO","NO",""
"RPM-2008-11-13:2129:1","2129","2008-11-13","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","175","1","Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2008-11-13:2137:1","2137","2008-11-13","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","179","1","Claudio Soto Gamboa","","NO","SI","UNA_SOLA_VOZ"
"RPM-2008-11-13:2174:1","2174","2008-11-13","Consejo del Banco Central de Chile","SI","ACTA/META","159","2","Jorge Desormeaux Jiménez; José De Gregorio Rebeco","","NO","NO",""
"RPM-2008-12-11:2175:1","2175","2008-12-11","Consejo del Banco Central de Chile","SI","ACTA/META","1466","17","Andrés Velasco Brañes; Beltrán de Ramón Acevedo; Claudio Soto Gamboa; Enrique Marshall Rivera; Enrique Orellana Cifuentes; Jorge Desormeaux Jiménez; José De Gregorio Rebeco; Kevin Cowan Logan; Luis Alberto Álvarez Vallejos; Luis Felipe Céspedes Cifuentes; Manuel Marfán Lewis; Matías Bernier Bórquez; Miguel Ángel Nacrur Gazali; Pablo García Silva; Ricardo Vicuña Poblete; Sebastián Claro Edwards; Sergio Lehmann Beresi","","NO","NO",""
"RPM-2008-12-11:2176:1","2176","2008-12-11","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","705","1","Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2008-12-11:2204:1","2204","2008-12-11","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","179","1","Claudio Soto Gamboa","","NO","SI","UNA_SOLA_VOZ"
"RPM-2009-01-08:2255:1","2255","2009-01-08","Consejo del Banco Central de Chile","SI","ACTA/META","1459","16","Andrés Velasco Brañes; Beltrán de Ramón Acevedo; Claudio Soto Gamboa; Enrique Marshall Rivera; Enrique Orellana Cifuentes; Jorge Desormeaux Jiménez; José De Gregorio Rebeco; Kevin Cowan Logan; Luis Alberto Álvarez Vallejos; Luis Felipe Céspedes Cifuentes; Manuel Marfán Lewis; Matías Bernier Bórquez; Pablo García Silva; Ricardo Vicuña Poblete; Sebastián Claro Edwards; Sergio Lehmann Beresi","","NO","NO",""
"RPM-2009-01-08:2256:1","2256","2009-01-08","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","313","1","Andrés Velasco Brañes","","NO","SI","UNA_SOLA_VOZ"
"RPM-2009-01-08:2257:1","2257","2009-01-08","José De Gregorio Rebeco","NO","SUJETO_ROL_SESION","153","1","Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2009-01-08:2300:1","2300","2009-01-08","Consejo del Banco Central de Chile","SI","ACTA/META","159","2","Jorge Desormeaux Jiménez; José De Gregorio Rebeco","","NO","NO",""
"RPM-2009-02-12:2301:1","2301","2009-02-12","Consejo del Banco Central de Chile","SI","ACTA/META","1497","15","Beltrán de Ramón Acevedo; Claudio Soto Gamboa; Enrique Marshall Rivera; Jorge Desormeaux Jiménez; José De Gregorio Rebeco; Kevin Cowan Logan; Luis Alberto Álvarez Vallejos; Manuel Marfán Lewis; María Olivia Recart Herrera; Matías Bernier Bórquez; Miguel Ángel Nacrur Gazali; Pablo García Silva; Ricardo Vicuña Poblete; Sebastián Claro Edwards; Sergio Lehmann Beresi","","NO","NO",""
"RPM-2009-02-12:2302:1","2302","2009-02-12","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","382","1","María Olivia Recart Herrera","","NO","SI","UNA_SOLA_VOZ"
"RPM-2009-02-12:2303:1","2303","2009-02-12","José De Gregorio Rebeco","NO","SUJETO_ROL_SESION","163","1","Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2009-02-12:2328:1","2328","2009-02-12","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","400","1","María Olivia Recart Herrera","","NO","SI","UNA_SOLA_VOZ"
"RPM-2009-02-12:2332:1","2332","2009-02-12","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","394","1","Claudio Soto Gamboa","","NO","SI","UNA_SOLA_VOZ"
"RPM-2009-02-12:2369:1","2369","2009-02-12","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","230","1","María Olivia Recart Herrera","","NO","SI","UNA_SOLA_VOZ"
"RPM-2009-03-12:2383:1","2383","2009-03-12","Consejo del Banco Central de Chile","SI","ACTA/META","1591","16","Andrés Velasco Brañes; Beltrán de Ramón Acevedo; Claudio Soto Gamboa; Enrique Marshall Rivera; Enrique Orellana Cifuentes; Jorge Desormeaux Jiménez; José De Gregorio Rebeco; Kevin Cowan Logan; Luis Alberto Álvarez Vallejos; Luis Felipe Céspedes Cifuentes; Manuel Marfán Lewis; Matías Bernier Bórquez; Pablo García Silva; Ricardo Vicuña Poblete; Sebastián Claro Edwards; Sergio Lehmann Beresi","","NO","NO",""
"RPM-2009-03-12:2384:1","2384","2009-03-12","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","391","2","Andrés Velasco Brañes; Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2009-03-12:2397:1","2397","2009-03-12","Sebastián Claro Edwards","NO","SUJETO_ROL_NOMBRE","1537","1","Sergio Lehmann Beresi","POSIBLE_OTRO_HABLANTE_O_MENCION","SI","SI","UNA_SOLA_VOZ"
"RPM-2009-03-12:2399:2","2399","2009-03-12","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","181","1","Claudio Soto Gamboa","","NO","SI","UNA_SOLA_VOZ"
"RPM-2009-03-12:2432:1","2432","2009-03-12","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","195","1","Andrés Velasco Brañes","","NO","SI","UNA_SOLA_VOZ"
"RPM-2009-03-12:2439:1","2439","2009-03-12","Consejo del Banco Central de Chile","SI","ACTA/META","158","2","Jorge Desormeaux Jiménez; José De Gregorio Rebeco","","NO","NO",""
"RPM-2009-04-09:2440:1","2440","2009-04-09","Consejo del Banco Central de Chile","SI","ACTA/META","1543","17","Andrés Velasco Brañes; Beltrán de Ramón Acevedo; Claudio Soto Gamboa; Enrique Marshall Rivera; Enrique Orellana Cifuentes; Igal Magendzo Weinberger; Jorge Desormeaux Jiménez; José De Gregorio Rebeco; Kevin Cowan Logan; Luis Alberto Álvarez Vallejos; Luis Felipe Céspedes Cifuentes; Manuel Marfán Lewis; Matías Bernier Bórquez; Pablo García Silva; Ricardo Vicuña Poblete; Sebastián Claro Edwards; Sergio Lehmann Beresi","","NO","NO",""
"RPM-2009-04-09:2441:1","2441","2009-04-09","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","240","1","Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2009-04-09:2460:1","2460","2009-04-09","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","233","1","Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2009-04-09:2487:1","2487","2009-04-09","Enrique Marshall Rivera","NO","SUJETO_ROL_NOMBRE","1012","1","Kevin Cowan Logan","","NO","SI","UNA_SOLA_VOZ"
"RPM-2009-04-09:2490:1","2490","2009-04-09","José De Gregorio Rebeco","NO","SUJETO_ROL_SESION","161","1","Pablo García Silva","","NO","SI","UNA_SOLA_VOZ"
"RPM-2009-04-09:2491:1","2491","2009-04-09","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","181","1","Pablo García Silva","","NO","SI","UNA_SOLA_VOZ"
"RPM-2009-04-09:2502:1","2502","2009-04-09","Consejo del Banco Central de Chile","SI","ACTA/META","158","2","Jorge Desormeaux Jiménez; José De Gregorio Rebeco","","NO","NO",""
"RPM-2009-05-07:2503:1","2503","2009-05-07","Consejo del Banco Central de Chile","SI","ACTA/META","1497","16","Andrés Velasco Brañes; Beltrán de Ramón Acevedo; Claudio Soto Gamboa; Enrique Marshall Rivera; Igal Magendzo Weinberger; Jorge Desormeaux Jiménez; José De Gregorio Rebeco; Kevin Cowan Logan; Luis Alberto Álvarez Vallejos; Luis Felipe Céspedes Cifuentes; Manuel Marfán Lewis; Matías Bernier Bórquez; Pablo García Silva; Ricardo Vicuña Poblete; Sebastián Claro Edwards; Sergio Lehmann Beresi","","NO","NO",""
"RPM-2009-05-07:2505:1","2505","2009-05-07","José De Gregorio Rebeco","NO","SUJETO_ROL_SESION","161","1","Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2009-05-07:2551:1","2551","2009-05-07","Consejo del Banco Central de Chile","SI","ACTA/META","134","1","Jorge Desormeaux Jiménez","","NO","NO",""
"RPM-2009-06-16:2552:1","2552","2009-06-16","Consejo del Banco Central de Chile","SI","ACTA/META","1532","17","Beltrán de Ramón Acevedo; Claudio Soto Gamboa; Enrique Marshall Rivera; Enrique Orellana Cifuentes; Igal Magendzo Weinberger; Jorge Desormeaux Jiménez; José De Gregorio Rebeco; Kevin Cowan Logan; Luis Alberto Álvarez Vallejos; Luis Felipe Céspedes Cifuentes; Manuel Marfán Lewis; Matías Bernier Bórquez; Miguel Ángel Nacrur Gazali; Pablo García Silva; Ricardo Vicuña Poblete; Sebastián Claro Edwards; Sergio Lehmann Beresi","","NO","NO",""
"RPM-2009-06-16:2554:1","2554","2009-06-16","José De Gregorio Rebeco","NO","SUJETO_ROL_SESION","163","1","Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2009-07-09:2604:1","2604","2009-07-09","Consejo del Banco Central de Chile","SI","ACTA/META","1565","18","Andrés Velasco Brañes; Beltrán de Ramón Acevedo; Claudio Soto Gamboa; Enrique Marshall Rivera; Enrique Orellana Cifuentes; Igal Magendzo Weinberger; Jorge Desormeaux Jiménez; José De Gregorio Rebeco; Kevin Cowan Logan; Luis Alberto Álvarez Vallejos; Luis Felipe Céspedes Cifuentes; Manuel Marfán Lewis; Matías Bernier Bórquez; Miguel Ángel Nacrur Gazali; Pablo García Silva; Ricardo Vicuña Poblete; Sebastián Claro Edwards; Sergio Lehmann Beresi","","NO","NO",""
"RPM-2009-07-09:2605:1","2605","2009-07-09","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","434","1","Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2009-07-09:2614:1","2614","2009-07-09","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","259","1","Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2009-08-13:2656:1","2656","2009-08-13","Consejo del Banco Central de Chile","SI","ACTA/META","1566","16","Andrés Velasco Brañes; Beltrán de Ramón Acevedo; Claudio Soto Gamboa; Enrique Marshall Rivera; Enrique Orellana Cifuentes; Igal Magendzo Weinberger; Jorge Desormeaux Jiménez; José De Gregorio Rebeco; Kevin Cowan Logan; Luis Alberto Álvarez Vallejos; Luis Felipe Céspedes Cifuentes; Matías Bernier Bórquez; Pablo García Silva; Ricardo Vicuña Poblete; Sebastián Claro Edwards; Sergio Lehmann Beresi","","NO","NO",""
"RPM-2009-08-13:2658:1","2658","2009-08-13","José De Gregorio Rebeco","NO","SUJETO_ROL_SESION","158","1","Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2009-09-08:2689:1","2689","2009-09-08","Consejo del Banco Central de Chile","SI","ACTA/META","1633","18","Andrés Velasco Brañes; Beltrán de Ramón Acevedo; Claudio Soto Gamboa; Enrique Marshall Rivera; Enrique Orellana Cifuentes; Igal Magendzo Weinberger; Jorge Desormeaux Jiménez; José De Gregorio Rebeco; Kevin Cowan Logan; Luis Alberto Álvarez Vallejos; Luis Felipe Céspedes Cifuentes; Manuel Marfán Lewis; Matías Bernier Bórquez; Miguel Ángel Nacrur Gazali; Pablo García Silva; Ricardo Vicuña Poblete; Sebastián Claro Edwards; Sergio Lehmann Beresi","","NO","NO",""
"RPM-2009-09-08:2691:1","2691","2009-09-08","José De Gregorio Rebeco","NO","SUJETO_ROL_SESION","158","1","Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2009-09-08:2693:1","2693","2009-09-08","José De Gregorio Rebeco","NO","SUJETO_ROL_SESION","90","1","Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2009-09-08:2712:1","2712","2009-09-08","Consejo del Banco Central de Chile","SI","ACTA/META","135","1","Jorge Desormeaux Jiménez","","NO","NO",""
"RPM-2009-10-13:2713:1","2713","2009-10-13","Consejo del Banco Central de Chile","SI","ACTA/META","1463","18","Andrés Velasco Brañes; Beltrán de Ramón Acevedo; Claudio Soto Gamboa; Enrique Marshall Rivera; Enrique Orellana Cifuentes; Igal Magendzo Weinberger; Jorge Desormeaux Jiménez; José De Gregorio Rebeco; Kevin Cowan Logan; Luis Alberto Álvarez Vallejos; Luis Felipe Céspedes Cifuentes; Manuel Marfán Lewis; Matías Bernier Bórquez; Miguel Ángel Nacrur Gazali; Pablo García Silva; Ricardo Vicuña Poblete; Sebastián Claro Edwards; Sergio Lehmann Beresi","","NO","NO",""
"RPM-2009-10-13:2715:1","2715","2009-10-13","José De Gregorio Rebeco","NO","SUJETO_ROL_SESION","158","1","Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2009-10-13:2728:1","2728","2009-10-13","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","126","1","Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2009-10-13:2760:1","2760","2009-10-13","Consejo del Banco Central de Chile","SI","ACTA/META","159","2","Jorge Desormeaux Jiménez; José De Gregorio Rebeco","","NO","NO",""
"RPM-2009-11-12:2761:1","2761","2009-11-12","Consejo del Banco Central de Chile","SI","ACTA/META","1474","16","Andrés Velasco Brañes; Beltrán de Ramón Acevedo; Claudio Soto Gamboa; Enrique Marshall Rivera; Enrique Orellana Cifuentes; Igal Magendzo Weinberger; Jorge Desormeaux Jiménez; José De Gregorio Rebeco; Kevin Cowan Logan; Luis Alberto Álvarez Vallejos; Manuel Marfán Lewis; Matías Bernier Bórquez; Miguel Ángel Nacrur Gazali; Ricardo Vicuña Poblete; Sebastián Claro Edwards; Sergio Lehmann Beresi","","NO","NO",""
"RPM-2009-11-12:2762:1","2762","2009-11-12","José De Gregorio Rebeco","NO","SUJETO_ROL_SESION","1520","1","Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2009-11-12:2766:1","2766","2009-11-12","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","126","1","Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2009-11-12:2794:1","2794","2009-11-12","José De Gregorio Rebeco","NO","SUJETO_ROL_SESION","138","1","Beltrán de Ramón Acevedo","","NO","SI","UNA_SOLA_VOZ"
